date_match,contests,home_team,home_score,away_score,away_team,liverpool_score,at_anfield,season,rest_days
2014-08-17,English Premier League,Liverpool ,2,1,FC,V,True,2014 - 2015,7
2014-08-25,English Premier League,Manchester City ,3,1,Liverpool,D,False,2014 - 2015,8
2014-08-31,English Premier League,Tottenham Hotspur ,0,3,Liverpool,V,False,2014 - 2015,6
2014-09-13,English Premier League,Liverpool ,0,1,Aston,D,True,2014 - 2015,13
2014-09-20,English Premier League,West Ham United ,3,1,Liverpool,D,False,2014 - 2015,4
2014-09-27,English Premier League,Liverpool ,1,1,Everton,N,True,2014 - 2015,7
2014-10-04,English Premier League,Liverpool ,2,1,West,V,True,2014 - 2015,3
2014-10-19,English Premier League,Queens Park Rangers ,2,3,Liverpool,V,False,2014 - 2015,15
2014-10-25,English Premier League,Liverpool ,0,0,Hull,N,True,2014 - 2015,3
2014-11-01,English Premier League,Newcastle United FC ,1,0,Liverpool,D,False,2014 - 2015,4
2014-11-08,English Premier League,Liverpool ,1,2,Chelsea,D,True,2014 - 2015,4
2014-11-23,English Premier League,Crystal Palace FC ,3,1,Liverpool,D,False,2014 - 2015,15
2014-11-29,English Premier League,Liverpool ,1,0,Stoke,V,True,2014 - 2015,3
2014-12-02,English Premier League,Leicester City ,1,3,Liverpool,V,False,2014 - 2015,3
2014-12-06,English Premier League,Liverpool ,0,0,AFC,N,True,2014 - 2015,4
2014-12-14,English Premier League,Manchester United ,3,0,Liverpool,D,False,2014 - 2015,5
2014-12-21,English Premier League,Liverpool ,2,2,Arsenal,N,True,2014 - 2015,4
2014-12-26,English Premier League,Burnley FC ,0,1,Liverpool,V,False,2014 - 2015,5
2014-12-29,English Premier League,Liverpool ,4,1,Swansea,V,True,2014 - 2015,3
2015-01-01,English Premier League,Liverpool ,2,2,Leicester,N,True,2014 - 2015,3
2015-01-10,English Premier League,AFC Sunderland ,0,1,Liverpool,V,False,2014 - 2015,5
2015-01-17,English Premier League,Aston Villa ,0,2,Liverpool,V,False,2014 - 2015,7
2015-01-31,English Premier League,Liverpool ,2,0,West,V,True,2014 - 2015,4
2015-02-07,English Premier League,Everton FC ,0,0,Liverpool,N,False,2014 - 2015,3
2015-02-10,English Premier League,Liverpool ,3,2,Tottenham,V,True,2014 - 2015,3
2015-02-22,English Premier League,FC Southampton ,0,2,Liverpool,V,False,2014 - 2015,3
2015-03-01,English Premier League,Liverpool ,2,1,Manchester,V,True,2014 - 2015,7
2015-03-04,English Premier League,Liverpool ,2,0,Burnley,V,True,2014 - 2015,3
2015-03-16,English Premier League,Swansea City ,0,1,Liverpool,V,False,2014 - 2015,8
2015-03-22,English Premier League,Liverpool ,1,2,Manchester,D,True,2014 - 2015,6
2015-04-04,English Premier League,Arsenal FC ,4,1,Liverpool,D,False,2014 - 2015,13
2015-04-13,English Premier League,Liverpool ,2,0,Newcastle,V,True,2014 - 2015,5
2015-04-25,English Premier League,West Bromwich Albion FC ,0,0,Liverpool,N,False,2014 - 2015,6
2015-04-28,English Premier League,Hull City ,1,0,Liverpool,D,False,2014 - 2015,3
2015-05-02,English Premier League,Liverpool ,2,1,Queens,V,True,2014 - 2015,4
2015-05-10,English Premier League,Chelsea ,1,1,Liverpool,N,False,2014 - 2015,8
2015-05-16,English Premier League,Liverpool ,1,3,Crystal,D,True,2014 - 2015,6
2015-05-24,English Premier League,Stoke City FC ,6,1,Liverpool,D,False,2014 - 2015,8
