Pour ChelseaContre Chelsea;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;RÃ©sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
06/08/2017;14:00 (15:00);Community Shield;FA Community Shield;Dim;Terrain neutre;D;1 (1);1 (4);Arsenal;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
12/08/2017;15:00 (16:00);Premier League;JournÃ©e 1;Sam;Domicile;D;2;3;Burnley;455;561;81.1;8908;2522;172;193;89.1;188;217;86.6;79;123;64.2;2;0.8;13;38;4;1;37;Rapport de match
20/08/2017;16:00 (17:00);Premier League;JournÃ©e 2;Dim;ExtÃ©rieur;V;2;1;Tottenham;210;309;68.0;4827;1981;65;82;79.3;96;119;80.7;46;98;46.9;1;0.7;9;14;7;2;17;Rapport de match
27/08/2017;13:30 (14:30);Premier League;JournÃ©e 3;Dim;Domicile;V;2;0;Everton;528;630;83.8;10448;3143;196;221;88.7;238;267;89.1;84;125;67.2;2;0.9;15;40;8;1;43;Rapport de match
09/09/2017;15:00 (16:00);Premier League;JournÃ©e 4;Sam;ExtÃ©rieur;V;2;1;Leicester City;420;520;80.8;8646;2591;149;176;84.7;204;231;88.3;63;98;64.3;2;1.2;14;35;14;2;50;Rapport de match
12/09/2017;19:45 (20:45);Champions Lg;Phase de groupe;Mar;Domicile;V;6;0;az QarabaÄŸ FK;;;;;;;;;;;;;;;4;;;;;;;Rapport de match
17/09/2017;13:30 (14:30);Premier League;JournÃ©e 5;Dim;Domicile;N;0;0;Arsenal;410;540;75.9;8992;2685;120;153;78.4;203;238;85.3;79;124;63.7;0;0.5;8;35;7;1;42;Rapport de match
20/09/2017;19:45 (20:45);EFL Cup;TroisiÃ¨me tour;Mer;Domicile;V;5;1;Nott'ham Forest;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
23/09/2017;15:00 (16:00);Premier League;JournÃ©e 6;Sam;ExtÃ©rieur;V;4;0;Stoke City;449;544;82.5;8430;2722;160;190;84.2;237;263;90.1;44;76;57.9;3;0.9;5;23;6;0;25;Rapport de match
27/09/2017;20:45;Champions Lg;Phase de groupe;Mer;ExtÃ©rieur;V;2;1;es AtlÃ©tico Madrid;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
30/09/2017;17:30 (18:30);Premier League;JournÃ©e 7;Sam;Domicile;D;0;1;Manchester City;323;425;76.0;6197;2263;128;151;84.8;139;169;82.2;45;80;56.3;0;0.3;3;20;5;1;27;Rapport de match
