Pour Real MadridContre Real Madrid;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;RÃ©sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
08/08/2017;20:45;Super Cup;Supercoupe UEFA;Mar;Terrain neutre;V;2;1;eng Manchester Utd;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
13/08/2017;22:00;Supercopa de EspaÃ±a;Supercopa de EspaÃ±a;Dim;Terrain neutre;V;3;1;Barcelona;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
16/08/2017;23:00;Supercopa de EspaÃ±a;Supercopa de EspaÃ±a;Mer;Domicile;V;2;0;Barcelona;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
20/08/2017;22:15;La Liga;JournÃ©e 1;Dim;ExtÃ©rieur;V;3;0;La CoruÃ±a;583;676;86.2;10762;3424;275;303;90.8;236;267;88.4;70;98;71.4;3;1.1;10;50;14;1;47;Rapport de match
27/08/2017;22:15;La Liga;JournÃ©e 2;Dim;Domicile;N;2;2;Valencia;518;598;86.6;9790;3309;226;246;91.9;215;236;91.1;68;100;68.0;0;2.6;20;48;17;8;49;Rapport de match
09/09/2017;13:00;La Liga;JournÃ©e 3;Sam;Domicile;N;1;1;Levante;541;644;84.0;10035;3234;243;268;90.7;231;261;88.5;64;106;60.4;0;1.6;18;52;19;7;70;Rapport de match
13/09/2017;20:45;Champions Lg;Phase de groupe;Mer;Domicile;V;3;0;cy APOEL FC;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
17/09/2017;20:45;La Liga;JournÃ©e 4;Dim;ExtÃ©rieur;V;3;1;Real Sociedad;399;491;81.3;7308;2399;206;230;89.6;135;156;86.5;55;87;63.2;2;1.0;13;32;10;3;26;Rapport de match
20/09/2017;22:00;La Liga;JournÃ©e 5;Mer;Domicile;D;0;1;Betis;491;590;83.2;9926;3503;186;210;88.6;220;251;87.6;85;120;70.8;0;3.1;29;48;22;10;63;Rapport de match
23/09/2017;16:15;La Liga;JournÃ©e 6;Sam;ExtÃ©rieur;V;2;1;AlavÃ©s;506;589;85.9;9912;2747;223;242;92.1;198;220;90.0;80;117;68.4;1;1.9;15;51;12;5;49;Rapport de match
26/09/2017;20:45;Champions Lg;Phase de groupe;Mar;ExtÃ©rieur;V;3;1;de Dortmund;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
01/10/2017;20:45;La Liga;JournÃ©e 7;Dim;Domicile;V;2;0;Espanyol;587;669;87.7;11145;3264;268;288;93.1;229;246;93.1;88;126;69.8;2;2.3;21;71;20;6;53;Rapport de match
14/10/2017;16:15;La Liga;JournÃ©e 8;Sam;ExtÃ©rieur;V;2;1;Getafe;475;589;80.6;8834;2885;221;254;87.0;192;226;85.0;59;98;60.2;1;0.8;8;53;10;1;49;Rapport de match
17/10/2017;20:45;Champions Lg;Phase de groupe;Mar;Domicile;N;1;1;eng Tottenham;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
22/10/2017;20:45;La Liga;JournÃ©e 9;Dim;Domicile;V;3;0;Eibar;529;631;83.8;10879;3664;196;227;86.3;243;286;85.0;88;114;77.2;2;1.1;12;42;13;2;56;Rapport de match
26/10/2017;21:30;Copa del Rey;SeiziÃ¨mes de finale;Jeu;ExtÃ©rieur;V;2;0;Fuenlabrada;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
29/10/2017;16:15;La Liga;JournÃ©e 10;Dim;ExtÃ©rieur;D;1;2;Girona;468;577;81.1;8430;2922;217;251;86.5;203;235;86.4;46;86;53.5;0;0.8;12;40;12;2;44;Rapport de match
01/11/2017;19:45 (20:45);Champions Lg;Phase de groupe;Mer;ExtÃ©rieur;D;1;3;eng Tottenham;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
05/11/2017;20:45;La Liga;JournÃ©e 11;Dim;Domicile;V;3;0;Las Palmas;591;685;86.3;11110;3339;260;282;92.2;258;289;89.3;70;105;66.7;1;1.7;19;60;15;7;58;Rapport de match
18/11/2017;20:45;La Liga;JournÃ©e 12;Sam;ExtÃ©rieur;N;0;0;AtlÃ©tico Madrid;589;690;85.4;11181;3357;236;262;90.1;267;293;91.1;77;115;67.0;0;1.0;9;57;14;0;60;Rapport de match
21/11/2017;21:45 (20:45);Champions Lg;Phase de groupe;Mar;ExtÃ©rieur;V;6;0;cy APOEL FC;;;;;;;;;;;;;;;4;;;;;;;Rapport de match
25/11/2017;16:15;La Liga;JournÃ©e 13;Sam;Domicile;V;3;2;MÃ¡laga;471;564;83.5;9439;3298;195;222;87.8;191;215;88.8;81;114;71.1;1;1.3;11;55;15;5;42;Rapport de match
28/11/2017;21:30;Copa del Rey;SeiziÃ¨mes de finale;Mar;Domicile;N;2;2;Fuenlabrada;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
02/12/2017;20:45;La Liga;JournÃ©e 14;Sam;ExtÃ©rieur;N;0;0;Athletic Club;552;645;85.6;10244;2983;249;268;92.9;218;250;87.2;80;111;72.1;0;0.8;13;48;18;3;41;Rapport de match
06/12/2017;20:45;Champions Lg;Phase de groupe;Mer;Domicile;V;3;2;de Dortmund;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
09/12/2017;16:15;La Liga;JournÃ©e 15;Sam;Domicile;V;5;0;Sevilla;593;664;89.3;10098;3171;288;306;94.1;230;245;93.9;63;93;67.7;3;2.0;19;51;19;2;51;Rapport de match
23/12/2017;13:00;La Liga;JournÃ©e 17;Sam;Domicile;D;0;3;Barcelona;405;495;81.8;7881;2511;168;193;87.0;167;188;88.8;65;92;70.7;0;0.9;12;38;9;4;35;Rapport de match
04/01/2018;21:00;Copa del Rey;HuitiÃ¨mes de finale;Jeu;ExtÃ©rieur;V;3;0;Numancia;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
07/01/2018;20:45;La Liga;JournÃ©e 18;Dim;ExtÃ©rieur;N;2;2;Celta Vigo;424;507;83.6;7629;2674;197;215;91.6;172;194;88.7;48;82;58.5;2;1.5;16;38;17;2;43;Rapport de match
10/01/2018;21:30;Copa del Rey;HuitiÃ¨mes de finale;Mer;Domicile;N;2;2;Numancia;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
13/01/2018;16:15;La Liga;JournÃ©e 19;Sam;Domicile;D;0;1;Villarreal;543;642;84.6;10219;3114;239;275;86.9;221;248;89.1;78;107;72.9;0;2.7;27;46;22;6;65;Rapport de match
18/01/2018;21:30;Copa del Rey;Quarts de finale;Jeu;ExtÃ©rieur;V;1;0;LeganÃ©s;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
21/01/2018;16:15;La Liga;JournÃ©e 20;Dim;Domicile;V;7;1;La CoruÃ±a;540;632;85.4;10704;3638;204;231;88.3;244;269;90.7;86;115;74.8;7;2.9;22;49;29;8;72;Rapport de match
24/01/2018;21:30;Copa del Rey;Quarts de finale;Mer;Domicile;D;1;2;LeganÃ©s;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
27/01/2018;16:15;La Liga;JournÃ©e 21;Sam;ExtÃ©rieur;V;4;1;Valencia;505;593;85.2;8904;2831;268;296;90.5;179;204;87.7;56;87;64.4;2;1.0;8;40;5;2;31;Rapport de match
03/02/2018;20:45;La Liga;JournÃ©e 22;Sam;ExtÃ©rieur;N;2;2;Levante;632;732;86.3;11775;3395;297;328;90.5;257;300;85.7;75;97;77.3;2;1.1;14;59;15;5;52;Rapport de match
10/02/2018;20:45;La Liga;JournÃ©e 23;Sam;Domicile;V;5;2;Real Sociedad;553;630;87.8;10752;3598;187;208;89.9;283;307;92.2;71;98;72.4;4;3.2;17;42;12;1;39;Rapport de match
14/02/2018;20:45;Champions Lg;HuitiÃ¨mes de finale;Mer;Domicile;V;3;1;fr Paris S-G;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
18/02/2018;20:45;La Liga;JournÃ©e 24;Dim;ExtÃ©rieur;V;5;3;Betis;334;426;78.4;6127;1727;147;168;87.5;144;168;85.7;39;80;48.8;4;1.5;11;26;6;2;21;Rapport de match
