Pour Real MadridContre Real Madrid;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;RÃ©sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
21/02/2018;18:45;La Liga;JournÃ©e 16;Mer;ExtÃ©rieur;V;3;1;LeganÃ©s;572;674;84.9;10171;3336;269;298;90.3;242;283;85.5;57;83;68.7;2;0.8;11;29;14;3;46;Rapport de match
24/02/2018;16:15;La Liga;JournÃ©e 25;Sam;Domicile;V;4;0;AlavÃ©s;532;602;88.4;9758;2958;252;276;91.3;212;237;89.5;66;82;80.5;3;2.0;24;34;13;1;54;Rapport de match
27/02/2018;20:00;La Liga;JournÃ©e 26;Mar;ExtÃ©rieur;D;0;1;Espanyol;502;620;81.0;9437;2592;214;246;87.0;205;240;85.4;75;113;66.4;0;0.3;6;39;11;2;36;Rapport de match
03/03/2018;20:45;La Liga;JournÃ©e 27;Sam;Domicile;V;3;1;Getafe;751;845;88.9;12872;3650;385;408;94.4;277;305;90.8;80;113;70.8;3;1.4;11;60;22;3;49;Rapport de match
06/03/2018;20:45;Champions Lg;HuitiÃ¨mes de finale;Mar;ExtÃ©rieur;V;2;1;fr Paris S-G;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
10/03/2018;13:00;La Liga;JournÃ©e 28;Sam;ExtÃ©rieur;V;2;1;Eibar;411;541;76.0;7942;2776;165;188;87.8;174;211;82.5;61;120;50.8;2;1.7;11;28;10;6;25;Rapport de match
18/03/2018;20:45;La Liga;JournÃ©e 29;Dim;Domicile;V;6;3;Girona;568;649;87.5;9278;2881;301;322;93.5;221;244;90.6;41;68;60.3;5;2.5;15;44;13;4;48;Rapport de match
31/03/2018;17:30 (18:30);La Liga;JournÃ©e 30;Sam;ExtÃ©rieur;V;3;0;Las Palmas;389;465;83.7;6887;2700;190;215;88.4;150;169;88.8;44;68;64.7;1;2.4;11;34;9;1;41;Rapport de match
03/04/2018;20:45;Champions Lg;Quarts de finale;Mar;ExtÃ©rieur;V;3;0;it Juventus;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
08/04/2018;16:15;La Liga;JournÃ©e 31;Dim;Domicile;N;1;1;AtlÃ©tico Madrid;661;748;88.4;11418;3327;338;365;92.6;244;263;92.8;69;98;70.4;1;1.4;20;61;24;5;61;Rapport de match
11/04/2018;20:45;Champions Lg;Quarts de finale;Mer;Domicile;D;1;3;it Juventus;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
15/04/2018;20:45;La Liga;JournÃ©e 32;Dim;ExtÃ©rieur;V;2;1;MÃ¡laga;592;674;87.8;11412;3477;225;251;89.6;286;312;91.7;74;101;73.3;1;2.1;11;48;18;3;60;Rapport de match
18/04/2018;21:30;La Liga;JournÃ©e 33;Mer;Domicile;N;1;1;Athletic Club;527;639;82.5;10590;3357;226;256;88.3;214;249;85.9;85;122;69.7;1;1.8;27;57;21;8;49;Rapport de match
25/04/2018;20:45;Champions Lg;Demi-finales;Mer;ExtÃ©rieur;V;2;1;de Bayern MÃ¼nchen;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
28/04/2018;18:30;La Liga;JournÃ©e 35;Sam;Domicile;V;2;1;LeganÃ©s;503;590;85.3;9569;2781;234;261;89.7;181;197;91.9;81;117;69.2;0;0.5;7;31;7;2;29;Rapport de match
01/05/2018;20:45;Champions Lg;Demi-finales;Mar;Domicile;N;2;2;de Bayern MÃ¼nchen;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
06/05/2018;20:45;La Liga;JournÃ©e 36;Dim;ExtÃ©rieur;N;2;2;Barcelona;500;565;88.5;9412;2583;223;237;94.1;198;227;87.2;69;87;79.3;2;2.0;15;42;10;3;37;Rapport de match
09/05/2018;21:30;La Liga;JournÃ©e 34;Mer;ExtÃ©rieur;D;2;3;Sevilla;615;703;87.5;11049;2929;282;312;90.4;259;284;91.2;66;91;72.5;1;0.6;8;50;12;3;44;Rapport de match
12/05/2018;20:45;La Liga;JournÃ©e 37;Sam;Domicile;V;6;0;Celta Vigo;592;672;88.1;10538;3401;318;354;89.8;188;210;89.5;74;94;78.7;5;1.6;13;53;14;3;43;Rapport de match
19/05/2018;20:45;La Liga;JournÃ©e 38;Sam;ExtÃ©rieur;N;2;2;Villarreal;611;673;90.8;11070;3156;298;312;95.5;241;262;92.0;68;89;76.4;1;0.5;9;43;5;1;41;Rapport de match
26/05/2018;21:45 (20:45);Champions Lg;Finale;Sam;Terrain neutre;V;3;1;eng Liverpool;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
;;;;;;37-14-9;146;68;;20155;23619;85.3;374487;116891;9116;10074;90.5;8225;9247;88.9;2602;3794;68.6;99;59.3;555;1749;548;140;1779;
