Pour LiverpoolContre Liverpool;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
04/08/2019;15:00 (16:00);Community Shield;FA Community Shield;Dim;Terrain neutre;D;1 (4);1 (5);Manchester City;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
09/08/2019;20:00 (21:00);Premier League;Journ̩e 1;Ven;Domicile;V;4;1;Norwich City;409;521;78.5;8640;2649;128;150;85.3;204;243;84.0;72;109;66.1;3;1.5;10;36;16;3;51;Rapport de match
14/08/2019;22:00 (21:00);Super Cup;Supercoupe UEFA;Mer;Domicile;V;2 (5);2 (4);eng Chelsea;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
17/08/2019;15:00 (16:00);Premier League;Journ̩e 2;Sam;Ext̩rieur;V;2;1;Southampton;442;565;78.2;9486;2842;152;183;83.1;192;228;84.2;91;131;69.5;2;1.2;11;33;11;2;39;Rapport de match
24/08/2019;17:30 (18:30);Premier League;Journ̩e 3;Sam;Domicile;V;3;1;Arsenal;492;578;85.1;10153;3128;186;202;92.1;197;222;88.7;95;129;73.6;2;1.3;19;59;16;5;48;Rapport de match
31/08/2019;17:30 (18:30);Premier League;Journ̩e 4;Sam;Ext̩rieur;V;3;0;Burnley;448;581;77.1;9158;2948;150;172;87.2;212;249;85.1;76;139;54.7;2;0.9;11;28;10;0;49;Rapport de match
14/09/2019;12:30 (13:30);Premier League;Journ̩e 5;Sam;Domicile;V;3;1;Newcastle Utd;769;866;88.8;15287;4104;302;327;92.4;355;384;92.4;106;133;79.7;2;1.5;17;80;19;3;74;Rapport de match
17/09/2019;21:00;Champions Lg;Phase de groupe;Mar;Ext̩rieur;D;0;2;it Napoli;509;608;83.7;10592;2956;197;216;91.2;215;239;90.0;95;137;69.3;0;0.6;10;47;12;4;39;Rapport de match
22/09/2019;16:30 (17:30);Premier League;Journ̩e 6;Dim;Ext̩rieur;V;2;1;Chelsea;319;439;72.7;6640;2452;127;152;83.6;128;152;84.2;61;115;53.0;2;0.9;6;27;7;4;36;Rapport de match
25/09/2019;19:45 (20:45);EFL Cup;Troisi̬me tour;Mer;Ext̩rieur;V;2;0;MK Dons;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
28/09/2019;12:30 (13:30);Premier League;Journ̩e 7;Sam;Ext̩rieur;V;1;0;Sheffield Utd;612;720;85.0;12905;3585;207;230;90.0;296;320;92.5;102;148;68.9;0;1.0;6;45;14;0;48;Rapport de match
02/10/2019;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Domicile;V;4;3;at RB Salzburg;665;793;83.9;14114;4725;250;287;87.1;293;325;90.2;115;161;71.4;3;1.9;10;53;10;3;53;Rapport de match
05/10/2019;15:00 (16:00);Premier League;Journ̩e 8;Sam;Domicile;V;2;1;Leicester City;421;542;77.7;8921;3200;161;182;88.5;165;202;81.7;88;138;63.8;1;2.0;15;36;10;4;40;Rapport de match
20/10/2019;16:30 (17:30);Premier League;Journ̩e 9;Dim;Ext̩rieur;N;1;1;Manchester Utd;551;651;84.6;11226;3399;184;207;88.9;272;301;90.4;89;127;70.1;1;1.1;9;40;9;2;38;Rapport de match
23/10/2019;21:00;Champions Lg;Phase de groupe;Mer;Ext̩rieur;V;4;1;be Genk;705;801;88.0;14191;3997;273;300;91.0;309;340;90.9;120;146;82.2;4;1.1;11;65;17;2;68;Rapport de match
27/10/2019;16:30 (17:30);Premier League;Journ̩e 10;Dim;Domicile;V;2;1;Tottenham;549;659;83.3;12234;3448;185;200;92.5;241;276;87.3;118;164;72.0;0;1.4;16;57;19;6;45;Rapport de match
30/10/2019;19:30 (20:30);EFL Cup;Quatri̬me tour;Mer;Domicile;V;5 (5);5 (4);Arsenal;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
02/11/2019;15:00 (16:00);Premier League;Journ̩e 11;Sam;Ext̩rieur;V;2;1;Aston Villa;569;685;83.1;10407;3335;261;282;92.6;229;259;88.4;70;119;58.8;2;2.3;20;49;19;3;57;Rapport de match
05/11/2019;20:00 (21:00);Champions Lg;Phase de groupe;Mar;Domicile;V;2;1;be Genk;718;838;85.7;14399;4353;265;292;90.8;336;372;90.3;105;145;72.4;1;1.3;20;67;19;3;70;Rapport de match
10/11/2019;16:30 (17:30);Premier League;Journ̩e 12;Dim;Domicile;V;3;1;Manchester City;350;457;76.6;7773;2614;126;140;90.0;149;182;81.9;71;120;59.2;2;0.9;8;16;10;3;24;Rapport de match
23/11/2019;15:00 (16:00);Premier League;Journ̩e 13;Sam;Ext̩rieur;V;2;1;Crystal Palace;435;537;81.0;8885;2837;155;173;89.6;204;232;87.9;70;113;61.9;1;1.1;8;37;9;1;42;Rapport de match
27/11/2019;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Domicile;N;1;1;it Napoli;686;791;86.7;14621;3905;239;264;90.5;307;329;93.3;134;176;76.1;1;0.5;8;82;12;4;59;Rapport de match
30/11/2019;15:00 (16:00);Premier League;Journ̩e 14;Sam;Domicile;V;2;1;Brighton;384;479;80.2;8312;2316;147;163;90.2;145;172;84.3;86;128;67.2;2;1.2;9;25;7;0;33;Rapport de match
04/12/2019;20:15 (21:15);Premier League;Journ̩e 15;Mer;Domicile;V;5;2;Everton;415;510;81.4;8674;2850;153;173;88.4;183;203;90.1;75;122;61.5;5;2.2;9;28;5;1;29;Rapport de match
07/12/2019;15:00 (16:00);Premier League;Journ̩e 16;Sam;Ext̩rieur;V;3;0;Bournemouth;774;885;87.5;14506;4182;361;394;91.6;314;348;90.2;92;130;70.8;3;1.9;16;58;20;3;67;Rapport de match
10/12/2019;18:55;Champions Lg;Phase de groupe;Mar;Ext̩rieur;V;2;0;at RB Salzburg;511;637;80.2;10384;3430;196;226;86.7;217;254;85.4;88;133;66.2;1;2.8;16;33;9;2;38;Rapport de match
14/12/2019;12:30 (13:30);Premier League;Journ̩e 17;Sam;Domicile;V;2;0;Watford;573;696;82.3;11876;3954;206;236;87.3;265;294;90.1;97;140;69.3;2;0.6;6;55;8;2;62;Rapport de match
17/12/2019;19:45 (20:45);EFL Cup;Quarts de finale;Mar;Ext̩rieur;D;0;5;Aston Villa;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
26/12/2019;20:00 (21:00);Premier League;Journ̩e 19;Jeu;Ext̩rieur;V;4;0;Leicester City;541;652;83.0;11143;3404;191;210;91.0;244;276;88.4;94;137;68.6;3;1.9;12;49;12;5;47;Rapport de match
29/12/2019;16:30 (17:30);Premier League;Journ̩e 20;Dim;Domicile;V;1;0;Wolves;548;655;83.7;11346;3499;182;212;85.8;265;289;91.7;93;137;67.9;1;1.1;9;38;14;1;45;Rapport de match
02/01/2020;20:00 (21:00);Premier League;Journ̩e 21;Jeu;Domicile;V;2;0;Sheffield Utd;891;995;89.5;18250;4074;316;333;94.9;416;447;93.1;149;197;75.6;1;2.7;15;49;12;2;53;Rapport de match
05/01/2020;16:01 (17:01);FA Cup;Troisi̬me tour;Dim;Domicile;V;1;0;Everton;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
11/01/2020;17:30 (18:30);Premier League;Journ̩e 22;Sam;Ext̩rieur;V;1;0;Tottenham;695;797;87.2;13751;3742;261;275;94.9;315;343;91.8;111;158;70.3;1;1.7;11;55;14;2;60;Rapport de match
19/01/2020;16:30 (17:30);Premier League;Journ̩e 23;Dim;Domicile;V;2;0;Manchester Utd;435;561;77.5;9278;3307;148;167;88.6;200;241;83.0;84;137;61.3;2;2.3;14;33;11;4;41;Rapport de match
23/01/2020;20:00 (21:00);Premier League;Journ̩e 24;Jeu;Ext̩rieur;V;2;1;Wolves;510;604;84.4;10158;3118;216;239;90.4;203;230;88.3;84;122;68.9;2;1.2;8;33;5;2;35;Rapport de match
26/01/2020;17:00 (18:00);FA Cup;Quatri̬me tour;Dim;Ext̩rieur;N;2;2;Shrewsbury;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
29/01/2020;19:45 (20:45);Premier League;Journ̩e 18;Mer;Ext̩rieur;V;2;0;West Ham;736;844;87.2;13948;3529;288;314;91.7;347;371;93.5;91;134;67.9;1;1.2;9;52;9;2;52;Rapport de match
01/02/2020;15:00 (16:00);Premier League;Journ̩e 25;Sam;Domicile;V;4;0;Southampton;425;571;74.4;8902;2865;139;163;85.3;209;252;82.9;67;129;51.9;4;2.3;11;27;12;1;33;Rapport de match
04/02/2020;19:45 (20:45);FA Cup;Quatri̬me tour;Mar;Domicile;V;1;0;Shrewsbury;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
15/02/2020;17:30 (18:30);Premier League;Journ̩e 26;Sam;Ext̩rieur;V;1;0;Norwich City;550;670;82.1;11681;3038;192;220;87.3;250;279;89.6;99;143;69.2;1;1.1;13;44;18;3;61;Rapport de match
18/02/2020;21:00;Champions Lg;Huiti̬mes de finale;Mar;Ext̩rieur;D;0;1;es Atl̩tico Madrid;643;752;85.5;13511;3303;217;240;90.4;308;335;91.9;107;146;73.3;0;0.5;7;60;15;3;56;Rapport de match
24/02/2020;20:00 (21:00);Premier League;Journ̩e 27;Lun;Domicile;V;3;2;West Ham;556;676;82.2;10855;3402;202;230;87.8;278;309;90.0;67;119;56.3;3;1.5;19;52;18;5;54;Rapport de match
29/02/2020;17:30 (18:30);Premier League;Journ̩e 28;Sam;Ext̩rieur;D;0;3;Watford;603;735;82.0;12322;3286;215;245;87.8;291;342;85.1;93;135;68.9;0;0.2;5;65;17;2;43;Rapport de match
03/03/2020;19:45 (20:45);FA Cup;Cinqui̬me tour;Mar;Ext̩rieur;D;0;2;Chelsea;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
07/03/2020;12:30 (13:30);Premier League;Journ̩e 29;Sam;Domicile;V;2;1;Bournemouth;646;767;84.2;13178;3478;205;238;86.1;343;375;91.5;87;128;68.0;2;1.3;12;67;13;3;54;Rapport de match
11/03/2020;20:00 (21:00);Champions Lg;Huiti̬mes de finale;Mer;Domicile;D;2;3;es Atl̩tico Madrid;747;927;80.6;16050;4712;241;280;86.1;355;407;87.2;144;217;66.4;1;2.0;26;86;27;7;87;Rapport de match
21/06/2020;19:00 (20:00);Premier League;Journ̩e 30;Dim;Ext̩rieur;N;0;0;Everton;536;639;83.9;11276;3381;170;186;91.4;260;289;90.0;95;137;69.3;0;0.6;7;47;10;1;49;Rapport de match
24/06/2020;20:15 (21:15);Premier League;Journ̩e 31;Mer;Domicile;V;4;0;Crystal Palace;816;929;87.8;16040;3924;314;344;91.3;371;409;90.7;116;145;80.0;3;1.4;10;94;22;6;52;Rapport de match
02/07/2020;20:15 (21:15);Premier League;Journ̩e 32;Jeu;Ext̩rieur;D;0;4;Manchester City;473;562;84.2;9545;2806;181;200;90.5;213;232;91.8;68;109;62.4;0;0.9;9;35;15;3;38;Rapport de match
05/07/2020;16:30 (17:30);Premier League;Journ̩e 33;Dim;Domicile;V;2;0;Aston Villa;594;708;83.9;12189;3891;204;233;87.6;302;332;91.0;83;131;63.4;2;0.8;6;63;16;2;64;Rapport de match
08/07/2020;20:15 (21:15);Premier League;Journ̩e 34;Mer;Ext̩rieur;V;3;1;Brighton;430;542;79.3;9300;3110;161;190;84.7;174;207;84.1;91;131;69.5;3;1.7;17;32;14;2;47;Rapport de match
11/07/2020;15:00 (16:00);Premier League;Journ̩e 35;Sam;Domicile;N;1;1;Burnley;600;710;84.5;11654;3580;232;260;89.2;283;315;89.8;80;124;64.5;1;1.5;17;41;23;3;64;Rapport de match
15/07/2020;20:15 (21:15);Premier League;Journ̩e 36;Mer;Ext̩rieur;D;1;2;Arsenal;565;673;84.0;11222;3467;235;264;89.0;238;268;88.8;86;122;70.5;1;1.9;19;51;18;4;58;Rapport de match
22/07/2020;20:15 (21:15);Premier League;Journ̩e 37;Mer;Domicile;V;5;3;Chelsea;490;616;79.5;9786;3169;171;202;84.7;218;260;83.8;85;126;67.5;3;1.1;7;35;8;2;31;Rapport de match
26/07/2020;16:00 (17:00);Premier League;Journ̩e 38;Dim;Ext̩rieur;V;3;1;Newcastle Utd;735;833;88.2;14310;3800;287;314;91.4;344;369;93.2;101;136;74.3;3;0.5;10;63;11;4;53;Rapport de match
;;;;;;41-5-9;114;62;;26071;31257;83.4;533079;157094;9579;10710;89.4;11855;13303;89.1;4291;6303;68.1;88;62.4;544;2227;622;129;2286;
