Pour BarcelonaContre Barcelona;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
12/08/2018;21:00 (22:00);Supercopa de Espa̱a;Supercopa de Espa̱a;Dim;Terrain neutre;V;2;1;Sevilla;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
18/08/2018;22:15;La Liga;Journ̩e 1;Sam;Domicile;V;3;0;Alav̩s;792;890;89.0;14448;3856;378;409;92.4;309;350;88.3;97;114;85.1;2;2.3;16;96;27;5;65;Rapport de match
25/08/2018;22:15;La Liga;Journ̩e 2;Sam;Ext̩rieur;V;1;0;Valladolid;511;615;83.1;9794;3454;195;222;87.8;245;278;88.1;66;96;68.8;1;0.7;7;43;20;1;62;Rapport de match
02/09/2018;18:30;La Liga;Journ̩e 3;Dim;Domicile;V;8;2;Huesca;642;708;90.7;11302;3444;296;313;94.6;274;297;92.3;65;80;81.3;6;3.5;22;51;23;1;67;Rapport de match
15/09/2018;16:15;La Liga;Journ̩e 4;Sam;Ext̩rieur;V;2;1;Real Sociedad;697;793;87.9;12800;3397;316;349;90.5;285;310;91.9;89;115;77.4;1;1.1;10;55;10;2;48;Rapport de match
18/09/2018;18:55;Champions Lg;Phase de groupe;Mar;Domicile;V;4;0;nl PSV Eindhoven;741;826;89.7;13603;3963;327;357;91.6;309;336;92.0;93;113;82.3;3;1.5;15;72;14;1;65;Rapport de match
23/09/2018;20:45;La Liga;Journ̩e 5;Dim;Domicile;N;2;2;Girona;701;768;91.3;11724;3172;351;371;94.6;285;307;92.8;56;73;76.7;1;1.0;15;77;10;2;44;Rapport de match
26/09/2018;20:00;La Liga;Journ̩e 6;Mer;Ext̩rieur;D;1;2;Legan̩s;758;855;88.7;13881;4048;345;383;90.1;310;339;91.4;92;115;80.0;1;0.3;7;60;10;2;54;Rapport de match
29/09/2018;16:15;La Liga;Journ̩e 7;Sam;Domicile;N;1;1;Athletic Club;603;720;83.8;10697;3575;269;307;87.6;248;287;86.4;72;100;72.0;1;2.2;14;37;13;1;50;Rapport de match
03/10/2018;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Ext̩rieur;V;4;2;eng Tottenham;625;711;87.9;11418;3425;278;300;92.7;252;271;93.0;82;116;70.7;4;1.5;14;34;12;2;38;Rapport de match
07/10/2018;20:45;La Liga;Journ̩e 8;Dim;Ext̩rieur;N;1;1;Valencia;937;1032;90.8;16126;4005;449;482;93.2;401;432;92.8;80;96;83.3;1;0.3;7;81;19;1;70;Rapport de match
20/10/2018;20:45;La Liga;Journ̩e 9;Sam;Domicile;V;4;2;Sevilla;448;520;86.2;7846;2919;217;236;91.9;180;200;90.0;45;70;64.3;2;1.7;20;19;4;0;33;Rapport de match
24/10/2018;21:00;Champions Lg;Phase de groupe;Mer;Domicile;V;2;0;it Inter;716;806;88.8;12385;3559;353;378;93.4;273;298;91.6;76;108;70.4;2;1.2;14;52;9;2;47;Rapport de match
28/10/2018;16:15;La Liga;Journ̩e 10;Dim;Domicile;V;5;1;Real Madrid;508;583;87.1;9645;3295;219;245;89.4;209;228;91.7;76;102;74.5;4;2.2;11;43;11;4;46;Rapport de match
31/10/2018;21:30;Copa del Rey;Seizi̬mes de finale;Mer;Ext̩rieur;V;1;0;Leonesa;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
03/11/2018;20:45;La Liga;Journ̩e 11;Sam;Ext̩rieur;V;3;2;Rayo Vallecano;639;747;85.5;12730;3838;239;264;90.5;297;338;87.9;98;126;77.8;3;1.1;8;62;11;4;51;Rapport de match
