Pour Tottenham HotspurContre Tottenham Hotspur;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;RÃ©sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
10/08/2019;17:30 (18:30);Premier League;JournÃ©e 1;Sam;Domicile;V;3;1;Aston Villa;552;639;86.4;10247;2726;230;244;94.3;247;271;91.1;61;96;63.5;2;1.4;19;52;19;3;56;Rapport de match
17/08/2019;17:30 (18:30);Premier League;JournÃ©e 2;Sam;ExtÃ©rieur;N;2;2;Manchester City;427;515;82.9;8085;2154;155;175;88.6;229;244;93.9;42;81;51.9;2;0.3;2;9;2;0;10;Rapport de match
25/08/2019;16:30 (17:30);Premier League;JournÃ©e 3;Dim;Domicile;D;0;1;Newcastle Utd;718;818;87.8;13895;3270;281;303;92.7;327;364;89.8;105;133;78.9;0;0.7;14;68;12;3;55;Rapport de match
01/09/2019;16:30 (17:30);Premier League;JournÃ©e 4;Dim;ExtÃ©rieur;N;2;2;Arsenal;308;401;76.8;6331;2390;120;137;87.6;140;163;85.9;45;87;51.7;0;0.6;8;12;8;0;29;Rapport de match
14/09/2019;15:00 (16:00);Premier League;JournÃ©e 5;Sam;Domicile;V;4;0;Crystal Palace;575;656;87.7;10737;3119;251;274;91.6;238;263;90.5;75;100;75.0;3;0.9;11;58;13;2;60;Rapport de match
18/09/2019;19:55 (18:55);Champions Lg;Phase de groupe;Mer;ExtÃ©rieur;N;2;2;gr Olympiacos;537;626;85.8;10285;2960;212;238;89.1;252;278;90.6;67;97;69.1;1;0.6;6;47;6;1;35;Rapport de match
21/09/2019;12:30 (13:30);Premier League;JournÃ©e 6;Sam;ExtÃ©rieur;D;1;2;Leicester City;415;525;79.0;7331;2609;205;226;90.7;155;189;82.0;46;90;51.1;1;1.2;11;36;11;1;53;Rapport de match
24/09/2019;19:45 (20:45);EFL Cup;TroisiÃ¨me tour;Mar;ExtÃ©rieur;D;0 (3);0 (4);Colchester Utd;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
28/09/2019;15:00 (16:00);Premier League;JournÃ©e 7;Sam;Domicile;V;2;1;Southampton;310;389;79.7;6137;2338;128;148;86.5;129;152;84.9;48;77;62.3;2;1.0;9;18;4;0;28;Rapport de match
01/10/2019;20:00 (21:00);Champions Lg;Phase de groupe;Mar;Domicile;D;2;7;de Bayern MÃ¼nchen;345;429;80.4;6771;1970;136;149;91.3;148;176;84.1;54;85;63.5;1;1.6;12;23;10;3;26;Rapport de match
