Pour Paris Saint-GermainContre Paris Saint-Germain;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;RÃ©sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
29/07/2017;20:00 (21:00);TrophÃ©e des Champions;TrophÃ©e des Champions;Sam;Terrain neutre;V;2;1;Monaco;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
05/08/2017;17:15;Ligue 1;JournÃ©e 1;Sam;Domicile;V;2;0;Amiens;652;744;87.6;11139;3907;311;345;90.1;261;290;90.0;65;85;76.5;2;2.1;14;48;23;3;58;Rapport de match
13/08/2017;21:00;Ligue 1;JournÃ©e 2;Dim;ExtÃ©rieur;V;3;0;Guingamp;729;818;89.1;11273;4046;418;451;92.7;246;281;87.5;53;67;79.1;2;2.3;17;62;16;0;70;Rapport de match
20/08/2017;21:00;Ligue 1;JournÃ©e 3;Dim;Domicile;V;6;2;Toulouse;580;681;85.2;8823;3167;313;346;90.5;193;220;87.7;45;63;71.4;3;1.4;15;55;20;2;63;Rapport de match
25/08/2017;20:45;Ligue 1;JournÃ©e 4;Ven;Domicile;V;3;0;Saint-Ã‰tienne;539;615;87.6;10241;2841;224;246;91.1;241;262;92.0;69;87;79.3;2;1.0;8;45;8;1;41;Rapport de match
08/09/2017;20:45;Ligue 1;JournÃ©e 5;Ven;ExtÃ©rieur;V;5;1;Metz;612;691;88.6;10952;3679;263;290;90.7;260;284;91.5;67;86;77.9;3;2.9;19;76;15;1;64;Rapport de match
12/09/2017;19:45 (20:45);Champions Lg;Phase de groupe;Mar;ExtÃ©rieur;V;5;0;sco Celtic;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
17/09/2017;21:00;Ligue 1;JournÃ©e 6;Dim;Domicile;V;2;0;Lyon;616;706;87.3;11575;3454;248;275;90.2;261;285;91.6;91;119;76.5;0;1.2;9;66;16;2;50;Rapport de match
23/09/2017;17:00;Ligue 1;JournÃ©e 7;Sam;ExtÃ©rieur;N;0;0;Montpellier;608;697;87.2;12352;3368;209;228;91.7;310;336;92.3;87;119;73.1;0;0.7;9;44;14;2;52;Rapport de match
27/09/2017;20:45;Champions Lg;Phase de groupe;Mer;Domicile;V;3;0;de Bayern MÃ¼nchen;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
30/09/2017;17:00;Ligue 1;JournÃ©e 8;Sam;Domicile;V;6;2;Bordeaux;597;662;90.2;9971;3113;302;332;91.0;237;255;92.9;49;61;80.3;4;0.9;8;36;8;1;47;Rapport de match
14/10/2017;17:00;Ligue 1;JournÃ©e 9;Sam;ExtÃ©rieur;V;2;1;Dijon;490;579;84.6;9143;2893;211;233;90.6;208;236;88.1;65;100;65.0;1;1.7;10;43;16;3;50;Rapport de match
