Pour Manchester CityContre Manchester City;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
05/08/2018;15:00 (16:00);Community Shield;FA Community Shield;Dim;Terrain neutre;V;2;0;Chelsea;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
12/08/2018;16:00 (17:00);Premier League;Journ̩e 1;Dim;Ext̩rieur;V;2;0;Arsenal;462;562;82.2;8797;2927;191;221;86.4;213;241;88.4;56;95;58.9;2;0.8;11;28;8;0;30;Rapport de match
19/08/2018;13:30 (14:30);Premier League;Journ̩e 2;Dim;Domicile;V;6;1;Huddersfield;722;798;90.5;14453;4083;262;280;93.6;338;362;93.4;118;142;83.1;2;2.3;26;92;19;2;68;Rapport de match
25/08/2018;12:30 (13:30);Premier League;Journ̩e 3;Sam;Ext̩rieur;N;1;1;Wolves;584;677;86.3;11140;3179;208;235;88.5;306;335;91.3;67;99;67.7;1;1.2;14;49;20;3;59;Rapport de match
01/09/2018;17:30 (18:30);Premier League;Journ̩e 4;Sam;Domicile;V;2;1;Newcastle Utd;716;811;88.3;13292;3857;267;296;90.2;362;395;91.6;76;101;75.2;2;1.9;16;65;12;2;61;Rapport de match
15/09/2018;15:00 (16:00);Premier League;Journ̩e 5;Sam;Domicile;V;3;0;Fulham;694;777;89.3;13879;4298;243;268;90.7;349;383;91.1;100;119;84.0;2;3.8;22;66;27;4;67;Rapport de match
19/09/2018;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Domicile;D;1;2;fr Lyon;662;757;87.5;12848;3988;267;299;89.3;300;328;91.5;92;118;78.0;1;1.3;16;50;21;2;72;Rapport de match
22/09/2018;15:00 (16:00);Premier League;Journ̩e 6;Sam;Ext̩rieur;V;5;0;Cardiff City;763;859;88.8;14555;3628;283;304;93.1;372;406;91.6;98;132;74.2;4;1.8;14;49;15;3;51;Rapport de match
25/09/2018;19:45 (20:45);EFL Cup;Troisi̬me tour;Mar;Ext̩rieur;V;3;0;Oxford United;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
29/09/2018;15:00 (16:00);Premier League;Journ̩e 7;Sam;Domicile;V;2;0;Brighton;814;900;90.4;14304;3721;358;377;95.0;374;403;92.8;74;104;71.2;2;2.4;22;80;25;5;68;Rapport de match
02/10/2018;18:55;Champions Lg;Phase de groupe;Mar;Ext̩rieur;V;2;1;de Hoffenheim;618;703;87.9;11903;3300;219;240;91.3;310;344;90.1;83;106;78.3;0;1.9;11;65;10;0;48;Rapport de match
07/10/2018;16:30 (17:30);Premier League;Journ̩e 8;Dim;Ext̩rieur;N;0;0;Liverpool;463;576;80.4;8751;2728;186;213;87.3;206;240;85.8;63;103;61.2;0;0.2;3;22;6;0;32;Rapport de match
20/10/2018;15:00 (16:00);Premier League;Journ̩e 9;Sam;Domicile;V;5;0;Burnley;626;710;88.2;12291;3759;237;260;91.2;291;312;93.3;94;124;75.8;4;2.5;19;53;21;6;57;Rapport de match
23/10/2018;22:00 (21:00);Champions Lg;Phase de groupe;Mar;Ext̩rieur;V;3;0;ua Shakhtar;473;561;84.3;9711;3113;151;174;86.8;249;273;91.2;67;92;72.8;2;2.1;18;34;13;4;50;Rapport de match
29/10/2018;20:00 (21:00);Premier League;Journ̩e 10;Lun;Ext̩rieur;V;1;0;Tottenham;442;533;82.9;8138;2586;177;187;94.7;208;237;87.8;49;97;50.5;1;1.1;9;34;11;0;45;Rapport de match
01/11/2018;19:45 (20:45);EFL Cup;Quatri̬me tour;Jeu;Domicile;V;2;0;Fulham;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
04/11/2018;15:00 (16:00);Premier League;Journ̩e 11;Dim;Domicile;V;6;1;Southampton;687;762;90.2;12982;3747;271;298;90.9;314;339;92.6;90;106;84.9;5;2.0;14;60;22;3;67;Rapport de match
07/11/2018;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Domicile;V;6;0;ua Shakhtar;693;766;90.5;13751;3577;267;285;93.7;320;349;91.7;98;114;86.0;3;1.5;11;62;13;3;53;Rapport de match
11/11/2018;16:30 (17:30);Premier League;Journ̩e 12;Dim;Domicile;V;3;1;Manchester Utd;662;744;89.0;11912;3363;297;322;92.2;290;312;92.9;64;86;74.4;3;1.5;16;56;13;4;47;Rapport de match
24/11/2018;15:00 (16:00);Premier League;Journ̩e 13;Sam;Ext̩rieur;V;4;0;West Ham;767;858;89.4;13198;3778;372;397;93.7;314;341;92.1;69;98;70.4;3;1.8;7;49;8;0;47;Rapport de match
27/11/2018;21:00;Champions Lg;Phase de groupe;Mar;Ext̩rieur;N;2;2;fr Lyon;654;729;89.7;11469;3464;321;342;93.9;269;294;91.5;61;83;73.5;1;0.7;12;43;11;2;43;Rapport de match
01/12/2018;15:00 (16:00);Premier League;Journ̩e 14;Sam;Domicile;V;3;1;Bournemouth;728;813;89.5;13418;3344;320;339;94.4;317;338;93.8;85;125;68.0;1;0.9;11;53;13;1;46;Rapport de match
04/12/2018;20:00 (21:00);Premier League;Journ̩e 15;Mar;Ext̩rieur;V;2;1;Watford;651;758;85.9;12409;3568;264;291;90.7;310;344;90.1;76;107;71.0;2;1.9;11;53;13;3;44;Rapport de match
08/12/2018;17:30 (18:30);Premier League;Journ̩e 16;Sam;Ext̩rieur;D;0;2;Chelsea;599;698;85.8;12684;2897;188;214;87.9;295;320;92.2;112;150;74.7;0;0.8;9;42;15;1;44;Rapport de match
12/12/2018;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Domicile;V;2;1;de Hoffenheim;485;557;87.1;9743;3066;173;191;90.6;233;257;90.7;72;93;77.4;1;1.9;20;45;14;5;42;Rapport de match
15/12/2018;12:30 (13:30);Premier League;Journ̩e 17;Sam;Domicile;V;3;1;Everton;639;744;85.9;11752;3283;274;297;92.3;276;311;88.7;79;114;69.3;3;0.8;11;54;7;1;50;Rapport de match
18/12/2018;19:45 (20:45);EFL Cup;Quarts de finale;Mar;Ext̩rieur;V;1 (3);1 (1);Leicester City;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
22/12/2018;15:00 (16:00);Premier League;Journ̩e 18;Sam;Domicile;D;2;3;Crystal Palace;690;806;85.6;13831;3741;264;294;89.8;332;376;88.3;93;127;73.2;2;0.9;14;86;22;4;67;Rapport de match
26/12/2018;15:00 (16:00);Premier League;Journ̩e 19;Mer;Ext̩rieur;D;1;2;Leicester City;566;679;83.4;10398;3203;257;285;90.2;247;281;87.9;61;100;61.0;1;1.6;11;56;11;0;57;Rapport de match
30/12/2018;14:15 (15:15);Premier League;Journ̩e 20;Dim;Ext̩rieur;V;3;1;Southampton;733;830;88.3;13574;3700;294;322;91.3;337;370;91.1;92;119;77.3;2;2.6;13;56;12;1;56;Rapport de match
03/01/2019;20:00 (21:00);Premier League;Journ̩e 21;Jeu;Domicile;V;2;1;Liverpool;499;616;81.0;9471;2735;208;237;87.8;226;267;84.6;58;94;61.7;2;0.5;5;27;6;0;30;Rapport de match
06/01/2019;14:00 (15:00);FA Cup;Troisi̬me tour;Dim;Domicile;V;7;0;Rotherham Utd;;;;;;;;;;;;;;;6;;;;;;;Rapport de match
09/01/2019;19:45 (20:45);EFL Cup;Demi-finales;Mer;Domicile;V;9;0;Burton Albion;;;;;;;;;;;;;;;8;;;;;;;Rapport de match
14/01/2019;20:00 (21:00);Premier League;Journ̩e 22;Lun;Domicile;V;3;0;Wolves;833;919;90.6;14013;3621;410;427;96.0;339;372;91.1;72;90;80.0;1;1.8;18;78;32;2;76;Rapport de match
20/01/2019;13:30 (14:30);Premier League;Journ̩e 23;Dim;Ext̩rieur;V;3;0;Huddersfield;666;756;88.1;12324;3850;274;299;91.6;313;341;91.8;70;98;71.4;3;2.2;12;68;19;2;55;Rapport de match
23/01/2019;19:45 (20:45);EFL Cup;Demi-finales;Mer;Ext̩rieur;V;1;0;Burton Albion;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
26/01/2019;15:00 (16:00);FA Cup;Quatri̬me tour;Sam;Domicile;V;5;0;Burnley;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
29/01/2019;20:00 (21:00);Premier League;Journ̩e 24;Mar;Ext̩rieur;D;1;2;Newcastle Utd;705;802;87.9;12713;3384;284;316;89.9;356;378;94.2;61;90;67.8;1;0.9;7;71;14;1;61;Rapport de match
03/02/2019;16:30 (17:30);Premier League;Journ̩e 25;Dim;Domicile;V;3;1;Arsenal;563;651;86.5;10871;2723;208;231;90.0;287;318;90.3;64;87;73.6;2;2.1;11;54;16;1;55;Rapport de match
06/02/2019;19:45 (20:45);Premier League;Journ̩e 27;Mer;Ext̩rieur;V;2;0;Everton;504;598;84.3;9993;2995;201;217;92.6;220;253;87.0;76;107;71.0;1;1.2;8;48;17;1;47;Rapport de match
10/02/2019;16:00 (17:00);Premier League;Journ̩e 26;Dim;Domicile;V;6;0;Chelsea;655;711;92.1;12576;3362;239;255;93.7;328;341;96.2;82;100;82.0;2;1.7;10;29;8;2;31;Rapport de match
16/02/2019;17:30 (18:30);FA Cup;Cinqui̬me tour;Sam;Ext̩rieur;V;4;1;Newport County;;;;;;;;;;;;;;;4;;;;;;;Rapport de match
20/02/2019;21:00;Champions Lg;Huiti̬mes de finale;Mer;Ext̩rieur;V;3;2;de Schalke 04;583;665;87.7;10490;2842;246;264;93.2;274;298;91.9;55;78;70.5;2;2.0;15;39;15;2;47;Rapport de match
24/02/2019;16:30 (17:30);EFL Cup;Finale;Dim;Ext̩rieur;N;0 (4);0 (3);Chelsea;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
27/02/2019;20:00 (21:00);Premier League;Journ̩e 28;Mer;Domicile;V;1;0;West Ham;725;846;85.7;12606;3425;352;389;90.5;300;330;90.9;65;97;67.0;0;1.6;15;62;27;1;74;Rapport de match
02/03/2019;15:00 (16:00);Premier League;Journ̩e 29;Sam;Ext̩rieur;V;1;0;Bournemouth;762;864;88.2;14102;3578;317;345;91.9;355;383;92.7;86;116;74.1;1;1.0;16;81;14;1;60;Rapport de match
09/03/2019;17:30 (18:30);Premier League;Journ̩e 30;Sam;Domicile;V;3;1;Watford;685;768;89.2;11967;3017;305;332;91.9;316;346;91.3;59;81;72.8;2;2.9;14;62;23;1;55;Rapport de match
12/03/2019;20:00 (21:00);Champions Lg;Huiti̬mes de finale;Mar;Domicile;V;7;0;de Schalke 04;740;807;91.7;12931;3664;334;363;92.0;326;344;94.8;70;86;81.4;6;3.1;13;40;12;0;50;Rapport de match
16/03/2019;17:20 (18:20);FA Cup;Quarts de finale;Sam;Ext̩rieur;V;3;2;Swansea City;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
30/03/2019;12:30 (13:30);Premier League;Journ̩e 32;Sam;Ext̩rieur;V;2;0;Fulham;641;714;89.8;12211;3232;253;271;93.4;293;309;94.8;90;116;77.6;2;2.1;19;46;12;1;50;Rapport de match
03/04/2019;19:45 (20:45);Premier League;Journ̩e 33;Mer;Domicile;V;2;0;Cardiff City;648;729;88.9;11915;3450;264;283;93.3;309;336;92.0;68;94;72.3;2;2.6;22;62;21;1;78;Rapport de match
06/04/2019;17:30 (18:30);FA Cup;Demi-finales;Sam;Domicile;V;1;0;Brighton;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
09/04/2019;20:00 (21:00);Champions Lg;Quarts de finale;Mar;Ext̩rieur;D;0;1;eng Tottenham;508;605;84.0;9222;2392;209;231;90.5;231;262;88.2;59;93;63.4;0;0.4;7;27;9;2;30;Rapport de match
14/04/2019;14:05 (15:05);Premier League;Journ̩e 34;Dim;Ext̩rieur;V;3;1;Crystal Palace;689;785;87.8;13351;3681;271;301;90.0;305;331;92.1;96;123;78.0;3;1.7;16;70;17;1;73;Rapport de match
17/04/2019;20:00 (21:00);Champions Lg;Quarts de finale;Mer;Domicile;V;4;3;eng Tottenham;543;625;86.9;11172;3135;176;198;88.9;280;302;92.7;83;112;74.1;4;1.4;17;50;18;3;61;Rapport de match
20/04/2019;12:30 (13:30);Premier League;Journ̩e 35;Sam;Domicile;V;1;0;Tottenham;530;612;86.6;10460;2843;212;228;93.0;229;254;90.2;85;117;72.6;1;1.5;11;35;9;1;37;Rapport de match
24/04/2019;20:00 (21:00);Premier League;Journ̩e 31;Mer;Ext̩rieur;V;2;0;Manchester Utd;625;730;85.6;11197;3097;290;316;91.8;262;297;88.2;70;107;65.4;2;0.5;7;30;13;0;40;Rapport de match
28/04/2019;14:05 (15:05);Premier League;Journ̩e 36;Dim;Ext̩rieur;V;1;0;Burnley;539;626;86.1;10360;2771;213;234;91.0;261;278;93.9;63;106;59.4;0;1.8;18;49;14;4;47;Rapport de match
06/05/2019;20:00 (21:00);Premier League;Journ̩e 37;Lun;Domicile;V;1;0;Leicester City;575;677;84.9;11490;2818;216;244;88.5;284;312;91.0;73;105;69.5;1;0.8;10;69;12;0;60;Rapport de match
12/05/2019;15:00 (16:00);Premier League;Journ̩e 38;Dim;Ext̩rieur;V;4;1;Brighton;751;825;91.0;13317;3615;333;352;94.6;340;366;92.9;72;99;72.7;3;1.6;15;53;19;0;52;Rapport de match
18/05/2019;17:00 (18:00);FA Cup;Finale;Sam;Domicile;V;6;0;Watford;;;;;;;;;;;;;;;5;;;;;;;Rapport de match
;;;;;;51-4-6;169;39;;30562;34899;87.6;573935;160128;12426;13564;91.6;14166;15509;91.3;3666;5050;72.6;127;77.4;647;2552;729;86;2540;
