Pour Tottenham HotspurContre Tottenham Hotspur;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
11/08/2018;12:30 (13:30);Premier League;Journ̩e 1;Sam;Ext̩rieur;V;2;1;Newcastle Utd;480;595;80.7;9399;3054;203;235;86.4;198;226;87.6;73;110;66.4;2;0.8;9;36;8;2;32;Rapport de match
18/08/2018;15:00 (16:00);Premier League;Journ̩e 2;Sam;Domicile;V;3;1;Fulham;576;671;85.8;12154;3915;198;224;88.4;280;315;88.9;96;125;76.8;1;1.7;13;62;26;6;73;Rapport de match
27/08/2018;20:00 (21:00);Premier League;Journ̩e 3;Lun;Ext̩rieur;V;3;0;Manchester Utd;268;387;69.3;5373;1926;100;124;80.6;121;161;75.2;45;94;47.9;3;0.8;8;20;4;1;25;Rapport de match
02/09/2018;16:00 (17:00);Premier League;Journ̩e 4;Dim;Ext̩rieur;D;1;2;Watford;449;584;76.9;9804;3336;138;171;80.7;211;253;83.4;97;147;66.0;0;0.6;7;54;13;5;64;Rapport de match
15/09/2018;12:30 (13:30);Premier League;Journ̩e 5;Sam;Domicile;D;1;2;Liverpool;482;600;80.3;9517;2738;191;215;88.8;220;249;88.4;69;124;55.6;1;0.3;5;24;8;0;37;Rapport de match
18/09/2018;18:55;Champions Lg;Phase de groupe;Mar;Ext̩rieur;D;1;2;it Inter;467;561;83.2;10028;3234;139;162;85.8;231;256;90.2;93;125;74.4;1;0.4;8;27;5;1;40;Rapport de match
22/09/2018;17:30 (18:30);Premier League;Journ̩e 6;Sam;Ext̩rieur;V;2;1;Brighton;603;689;87.5;11547;3438;229;253;90.5;298;325;91.7;72;100;72.0;1;1.0;12;51;12;4;45;Rapport de match
26/09/2018;20:00 (21:00);EFL Cup;Troisi̬me tour;Mer;Domicile;V;2 (4);2 (2);Watford;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
29/09/2018;15:00 (16:00);Premier League;Journ̩e 7;Sam;Ext̩rieur;V;2;0;Huddersfield;305;424;71.9;6153;2365;112;138;81.2;146;179;81.6;43;97;44.3;1;0.6;6;25;6;3;23;Rapport de match
03/10/2018;20:00 (21:00);Champions Lg;Phase de groupe;Mer;Domicile;D;2;4;es Barcelona;380;456;83.3;7767;2758;151;176;85.8;158;176;89.8;68;96;70.8;2;0.6;9;27;7;0;35;Rapport de match
