Pour ArsenalContre Arsenal;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
11/08/2019;14:00 (15:00);Premier League;Journ̩e 1;Dim;Ext̩rieur;V;1;0;Newcastle Utd;560;655;85.5;10122;3396;252;274;92.0;234;263;89.0;65;98;66.3;1;1.0;7;38;11;1;31;Rapport de match
17/08/2019;12:30 (13:30);Premier League;Journ̩e 2;Sam;Domicile;V;2;1;Burnley;475;562;84.5;8833;2631;203;226;89.8;201;223;90.1;62;91;68.1;2;0.8;14;22;12;3;28;Rapport de match
24/08/2019;17:30 (18:30);Premier League;Journ̩e 3;Sam;Ext̩rieur;D;1;3;Liverpool;451;531;84.9;8286;2624;199;215;92.6;198;219;90.4;49;84;58.3;0;0.4;5;23;4;0;16;Rapport de match
01/09/2019;16:30 (17:30);Premier League;Journ̩e 4;Dim;Domicile;N;2;2;Tottenham;405;498;81.3;7707;2691;173;191;90.6;169;198;85.4;58;93;62.4;2;1.5;17;44;15;6;55;Rapport de match
15/09/2019;16:30 (17:30);Premier League;Journ̩e 5;Dim;Ext̩rieur;N;2;2;Watford;420;492;85.4;7776;2296;184;200;92.0;171;189;90.5;58;85;68.2;2;0.9;6;30;6;1;25;Rapport de match
19/09/2019;18:55;Europa Lg;Phase de groupe;Jeu;Ext̩rieur;V;3;0;de Eint Frankfurt;261;363;71.9;5364;2391;106;134;79.1;110;133;82.7;41;84;48.8;3;2.1;14;24;14;4;38;Rapport de match
22/09/2019;16:30 (17:30);Premier League;Journ̩e 6;Dim;Domicile;V;3;2;Aston Villa;421;508;82.9;8051;2690;185;207;89.4;173;197;87.8;58;88;65.9;0;0.9;15;47;12;2;53;Rapport de match
24/09/2019;19:45 (20:45);EFL Cup;Troisi̬me tour;Mar;Domicile;V;5;0;Nott'ham Forest;;;;;;;;;;;;;;;5;;;;;;;Rapport de match
30/09/2019;20:00 (21:00);Premier League;Journ̩e 7;Lun;Ext̩rieur;N;1;1;Manchester Utd;298;397;75.1;6232;2171;131;151;86.8;103;122;84.4;59;107;55.1;1;1.4;7;19;5;1;18;Rapport de match
03/10/2019;20:00 (21:00);Europa Lg;Phase de groupe;Jeu;Domicile;V;4;0;be Standard Li̬ge;585;659;88.8;10851;3016;265;283;93.6;239;260;91.9;72;99;72.7;3;3.5;20;46;16;6;44;Rapport de match
06/10/2019;14:00 (15:00);Premier League;Journ̩e 8;Dim;Domicile;V;1;0;Bournemouth;365;482;75.7;7264;2147;141;160;88.1;158;177;89.3;59;117;50.4;1;0.8;10;27;14;0;42;Rapport de match
