Pour Real MadridContre Real Madrid;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;RÃ©sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
15/08/2018;22:00 (21:00);Super Cup;Supercoupe UEFA;Mer;Terrain neutre;D;2;4;es AtlÃ©tico Madrid;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
19/08/2018;22:15;La Liga;JournÃ©e 1;Dim;Domicile;V;2;0;Getafe;728;821;88.7;13586;4101;344;366;94.0;274;301;91.0;102;137;74.5;0;0.5;5;44;6;1;42;Rapport de match
26/08/2018;22:15;La Liga;JournÃ©e 2;Dim;ExtÃ©rieur;V;4;1;Girona;640;731;87.6;11677;3541;286;308;92.9;270;305;88.5;76;104;73.1;2;1.4;13;51;17;3;43;Rapport de match
01/09/2018;20:45;La Liga;JournÃ©e 3;Sam;Domicile;V;4;1;LeganÃ©s;809;906;89.3;16247;4655;328;350;93.7;338;368;91.8;135;164;82.3;3;1.3;14;73;20;7;67;Rapport de match
15/09/2018;20:45;La Liga;JournÃ©e 4;Sam;ExtÃ©rieur;N;1;1;Athletic Club;550;644;85.4;10615;3405;223;255;87.5;237;268;88.4;85;106;80.2;1;1.2;9;37;12;2;48;Rapport de match
19/09/2018;21:00;Champions Lg;Phase de groupe;Mer;Domicile;V;3;0;it Roma;583;667;87.4;11229;3620;251;270;93.0;232;261;88.9;88;120;73.3;2;2.5;28;52;19;2;64;Rapport de match
22/09/2018;20:45;La Liga;JournÃ©e 5;Sam;Domicile;V;1;0;Espanyol;645;740;87.2;12247;3565;290;314;92.4;261;292;89.4;85;119;71.4;0;1.0;17;61;12;4;53;Rapport de match
26/09/2018;22:00;La Liga;JournÃ©e 6;Mer;ExtÃ©rieur;D;0;3;Sevilla;510;592;86.1;10105;3075;215;239;90.0;209;229;91.3;82;111;73.9;0;0.9;13;46;10;2;49;Rapport de match
29/09/2018;20:45;La Liga;JournÃ©e 7;Sam;Domicile;N;0;0;AtlÃ©tico Madrid;652;750;86.9;12356;3347;287;314;91.4;264;300;88.0;91;113;80.5;0;1.0;11;62;10;0;47;Rapport de match
02/10/2018;22:00 (21:00);Champions Lg;Phase de groupe;Mar;ExtÃ©rieur;D;0;1;ru CSKA Moscow;750;847;88.5;15135;3906;289;318;90.9;318;340;93.5;134;171;78.4;0;1.3;21;76;16;7;63;Rapport de match
06/10/2018;18:30;La Liga;JournÃ©e 8;Sam;ExtÃ©rieur;D;0;1;AlavÃ©s;631;732;86.2;13372;4053;241;275;87.6;262;297;88.2;125;151;82.8;0;0.8;10;60;15;3;66;Rapport de match
20/10/2018;13:00;La Liga;JournÃ©e 9;Sam;Domicile;D;1;2;Levante;581;679;85.6;10946;3591;262;291;90.0;227;255;89.0;87;120;72.5;1;2.1;26;53;30;10;60;Rapport de match
23/10/2018;21:00;Champions Lg;Phase de groupe;Mar;Domicile;V;2;1;cz Viktoria PlzeÅˆ;715;799;89.5;12837;4350;362;383;94.5;249;274;90.9;98;126;77.8;2;2.0;17;74;21;3;73;Rapport de match
28/10/2018;16:15;La Liga;JournÃ©e 10;Dim;ExtÃ©rieur;D;1;5;Barcelona;429;513;83.6;8071;2710;196;211;92.9;170;193;88.1;55;87;63.2;0;1.6;10;28;12;4;35;Rapport de match
31/10/2018;18:30 (19:30);Copa del Rey;SeiziÃ¨mes de finale;Mer;ExtÃ©rieur;V;4;0;Melilla;;;;;;;;;;;;;;;4;;;;;;;Rapport de match
03/11/2018;16:15;La Liga;JournÃ©e 11;Sam;Domicile;V;2;0;Valladolid;532;626;85.0;10363;3249;221;246;89.8;220;249;88.4;87;119;73.1;1;1.4;16;71;11;4;57;Rapport de match
07/11/2018;21:00;Champions Lg;Phase de groupe;Mer;ExtÃ©rieur;V;5;0;cz Viktoria PlzeÅˆ;583;675;86.4;10238;3388;298;315;94.6;203;231;87.9;73;103;70.9;4;1.3;11;44;11;1;41;Rapport de match
11/11/2018;20:45;La Liga;JournÃ©e 12;Dim;ExtÃ©rieur;V;4;2;Celta Vigo;403;471;85.6;7059;2241;191;201;95.0;152;167;91.0;50;83;60.2;2;1.0;9;30;8;2;25;Rapport de match
24/11/2018;13:00;La Liga;JournÃ©e 13;Sam;ExtÃ©rieur;D;0;3;Eibar;489;605;80.8;10279;3394;181;210;86.2;215;245;87.8;88;134;65.7;0;0.5;8;28;6;0;25;Rapport de match
27/11/2018;21:00;Champions Lg;Phase de groupe;Mar;ExtÃ©rieur;V;2;0;it Roma;535;637;84.0;10574;3296;238;253;94.1;205;234;87.6;85;133;63.9;1;1.5;10;33;11;4;37;Rapport de match
01/12/2018;20:45;La Liga;JournÃ©e 14;Sam;Domicile;V;2;0;Valencia;657;744;88.3;11326;2917;328;354;92.7;251;276;90.9;72;95;75.8;1;1.0;11;28;11;2;24;Rapport de match
06/12/2018;16:15;Copa del Rey;SeiziÃ¨mes de finale;Jeu;Domicile;V;6;1;Melilla;;;;;;;;;;;;;;;5;;;;;;;Rapport de match
09/12/2018;16:15;La Liga;JournÃ©e 15;Dim;ExtÃ©rieur;V;1;0;Huesca;412;511;80.6;7623;2485;203;229;88.6;142;169;84.0;64;96;66.7;1;0.3;5;28;4;2;22;Rapport de match
12/12/2018;18:55;Champions Lg;Phase de groupe;Mer;Domicile;D;0;3;ru CSKA Moscow;624;714;87.4;11604;2969;289;310;93.2;226;243;93.0;96;136;70.6;0;0.7;12;62;7;1;48;Rapport de match
15/12/2018;18:30;La Liga;JournÃ©e 16;Sam;Domicile;V;1;0;Rayo Vallecano;713;802;88.9;12852;3566;335;349;96.0;267;293;91.1;97;133;72.9;1;1.0;6;45;11;1;43;Rapport de match
03/01/2019;21:30;La Liga;JournÃ©e 17;Jeu;ExtÃ©rieur;N;2;2;Villarreal;581;668;87.0;10415;3110;284;309;91.9;209;231;90.5;77;106;72.6;2;0.6;10;33;6;0;26;Rapport de match
06/01/2019;18:30;La Liga;JournÃ©e 18;Dim;Domicile;D;0;2;Real Sociedad;598;698;85.7;11127;3431;284;310;91.6;211;233;90.6;92;125;73.6;0;1.6;22;45;20;4;51;Rapport de match
09/01/2019;21:30;Copa del Rey;HuitiÃ¨mes de finale;Mer;Domicile;V;3;0;LeganÃ©s;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
13/01/2019;20:45;La Liga;JournÃ©e 19;Dim;ExtÃ©rieur;V;2;1;Betis;240;294;81.6;4475;1855;106;118;89.8;96;106;90.6;32;57;56.1;0;0.5;10;19;6;1;24;Rapport de match
16/01/2019;21:30;Copa del Rey;HuitiÃ¨mes de finale;Mer;ExtÃ©rieur;D;0;1;LeganÃ©s;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
19/01/2019;16:15;La Liga;JournÃ©e 20;Sam;Domicile;V;2;0;Sevilla;613;722;84.9;10627;2900;302;329;91.8;222;259;85.7;71;103;68.9;1;0.8;17;57;15;2;50;Rapport de match
24/01/2019;21:30;Copa del Rey;Quarts de finale;Jeu;Domicile;V;4;2;Girona;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
27/01/2019;20:45;La Liga;JournÃ©e 21;Dim;ExtÃ©rieur;V;4;2;Espanyol;568;652;87.1;10499;2790;260;271;95.9;222;243;91.4;78;120;65.0;2;1.7;14;35;12;1;33;Rapport de match
31/01/2019;21:30;Copa del Rey;Quarts de finale;Jeu;ExtÃ©rieur;V;3;1;Girona;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
03/02/2019;20:45;La Liga;JournÃ©e 22;Dim;Domicile;V;3;0;AlavÃ©s;640;718;89.1;10871;3349;321;332;96.7;243;263;92.4;63;93;67.7;3;1.8;15;43;17;3;51;Rapport de match
06/02/2019;21:00;Copa del Rey;Demi-finales;Mer;ExtÃ©rieur;N;1;1;Barcelona;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
09/02/2019;16:15;La Liga;JournÃ©e 23;Sam;ExtÃ©rieur;V;3;1;AtlÃ©tico Madrid;508;600;84.7;8798;2817;283;311;91.0;150;167;89.8;70;98;71.4;1;0.6;8;25;9;4;29;Rapport de match
13/02/2019;21:00;Champions Lg;HuitiÃ¨mes de finale;Mer;ExtÃ©rieur;V;2;1;nl Ajax;466;559;83.4;9195;3223;211;233;90.6;168;195;86.2;80;109;73.4;2;1.3;9;17;2;1;24;Rapport de match
17/02/2019;12:00;La Liga;JournÃ©e 24;Dim;Domicile;D;1;2;Girona;457;554;82.5;8278;3008;215;234;91.9;172;199;86.4;62;100;62.0;1;1.2;15;41;10;1;42;Rapport de match
24/02/2019;20:45;La Liga;JournÃ©e 25;Dim;ExtÃ©rieur;V;2;1;Levante;492;575;85.6;8864;2505;240;257;93.4;178;193;92.2;65;102;63.7;0;1.0;16;34;8;2;31;Rapport de match
27/02/2019;21:00;Copa del Rey;Demi-finales;Mer;Domicile;D;0;3;Barcelona;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
02/03/2019;20:45;La Liga;JournÃ©e 26;Sam;Domicile;D;0;1;Barcelona;424;513;82.7;7692;2641;196;213;92.0;162;187;86.6;57;87;65.5;0;0.8;13;34;11;3;33;Rapport de match
05/03/2019;21:00;Champions Lg;HuitiÃ¨mes de finale;Mar;Domicile;D;1;4;nl Ajax;449;573;78.4;9401;3017;179;213;84.0;177;207;85.5;89;136;65.4;1;2.0;16;32;12;3;29;Rapport de match
10/03/2019;20:45;La Liga;JournÃ©e 27;Dim;ExtÃ©rieur;V;4;1;Valladolid;518;593;87.4;8880;2605;273;286;95.5;171;185;92.4;64;99;64.6;3;1.2;11;29;9;0;33;Rapport de match
16/03/2019;16:15;La Liga;JournÃ©e 28;Sam;Domicile;V;2;0;Celta Vigo;513;589;87.1;9151;2929;258;277;93.1;183;203;90.1;66;90;73.3;2;2.1;18;41;21;4;57;Rapport de match
31/03/2019;20:45;La Liga;JournÃ©e 29;Dim;Domicile;V;3;2;Huesca;667;752;88.7;12108;3325;312;341;91.5;254;273;93.0;88;113;77.9;3;3.6;14;54;17;5;42;Rapport de match
03/04/2019;21:30;La Liga;JournÃ©e 30;Mer;ExtÃ©rieur;D;1;2;Valencia;651;734;88.7;12055;3362;313;331;94.6;235;258;91.1;97;126;77.0;1;0.6;9;57;8;2;42;Rapport de match
06/04/2019;16:15;La Liga;JournÃ©e 31;Sam;Domicile;V;2;1;Eibar;453;569;79.6;9037;3053;200;233;85.8;167;193;86.5;82;128;64.1;2;1.2;10;30;13;6;33;Rapport de match
15/04/2019;21:00;La Liga;JournÃ©e 32;Lun;ExtÃ©rieur;N;1;1;LeganÃ©s;642;733;87.6;12612;3082;283;307;92.2;243;258;94.2;105;144;72.9;0;0.8;9;49;7;1;30;Rapport de match
21/04/2019;16:15;La Liga;JournÃ©e 33;Dim;Domicile;V;3;0;Athletic Club;486;578;84.1;9257;2943;218;237;92.0;186;204;91.2;77;116;66.4;3;1.4;11;39;12;6;34;Rapport de match
25/04/2019;21:30;La Liga;JournÃ©e 34;Jeu;ExtÃ©rieur;N;0;0;Getafe;480;572;83.9;8783;3212;234;259;90.3;182;206;88.3;59;93;63.4;0;1.3;8;35;12;0;38;Rapport de match
28/04/2019;20:45;La Liga;JournÃ©e 35;Dim;ExtÃ©rieur;D;0;1;Rayo Vallecano;364;448;81.3;7702;2255;128;150;85.3;169;185;91.4;66;104;63.5;0;0.4;7;17;2;0;20;Rapport de match
05/05/2019;16:15;La Liga;JournÃ©e 36;Dim;Domicile;V;3;2;Villarreal;570;648;88.0;11309;3135;250;263;95.1;207;226;91.6;101;132;76.5;1;1.6;17;42;10;2;42;Rapport de match
12/05/2019;18:30;La Liga;JournÃ©e 37;Dim;ExtÃ©rieur;D;1;3;Real Sociedad;415;495;83.8;7599;2474;192;213;90.1;150;167;89.8;59;88;67.0;1;0.4;2;25;4;0;27;Rapport de match
19/05/2019;12:00;La Liga;JournÃ©e 38;Dim;Domicile;D;0;2;Betis;422;492;85.8;7746;2389;174;189;92.1;178;202;88.1;59;79;74.7;0;0.5;8;31;7;3;35;Rapport de match
;;;;;;31-6-18;101;69;;25388;29535;86.0;476822;144834;11574;12577;92.0;9727;10833;89.8;3714;5209;71.3;70;55.4;571;1950;530;119;1888;
