Pour Manchester UnitedContre Manchester United;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
08/08/2017;20:45;Super Cup;Supercoupe UEFA;Mar;Terrain neutre;D;1;2;es Real Madrid;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
13/08/2017;16:00 (17:00);Premier League;Journ̩e 1;Dim;Domicile;V;4;0;West Ham;429;524;81.9;8234;2955;181;207;87.4;193;218;88.5;52;88;59.1;4;2.0;17;31;9;1;44;Rapport de match
19/08/2017;12:30 (13:30);Premier League;Journ̩e 2;Sam;Ext̩rieur;V;4;0;Swansea City;515;609;84.6;8955;2760;239;260;91.9;204;235;86.8;56;96;58.3;3;1.5;13;34;3;1;30;Rapport de match
26/08/2017;17:30 (18:30);Premier League;Journ̩e 3;Sam;Domicile;V;2;0;Leicester City;596;710;83.9;10536;3197;289;317;91.2;223;249;89.6;71;115;61.7;2;1.4;17;42;17;4;55;Rapport de match
09/09/2017;17:30 (18:30);Premier League;Journ̩e 4;Sam;Ext̩rieur;N;2;2;Stoke City;509;609;83.6;9838;2850;204;218;93.6;217;248;87.5;75;116;64.7;1;1.9;14;31;9;2;38;Rapport de match
12/09/2017;19:45 (20:45);Champions Lg;Phase de groupe;Mar;Domicile;V;3;0;ch Basel;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
17/09/2017;16:00 (17:00);Premier League;Journ̩e 5;Dim;Domicile;V;4;0;Everton;410;518;79.2;7425;2452;203;219;92.7;138;172;80.2;56;100;56.0;3;1.4;9;30;9;3;27;Rapport de match
20/09/2017;20:00 (21:00);EFL Cup;Troisi̬me tour;Mer;Domicile;V;4;1;Burton Albion;;;;;;;;;;;;;;;4;;;;;;;Rapport de match
23/09/2017;15:00 (16:00);Premier League;Journ̩e 6;Sam;Ext̩rieur;V;1;0;Southampton;301;391;77.0;5804;2553;138;156;88.5;120;145;82.8;38;72;52.8;0;0.6;6;30;8;1;29;Rapport de match
28/09/2017;00:45 (20:45);Champions Lg;Phase de groupe;Jeu;Ext̩rieur;V;4;1;ru CSKA Moscow;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
30/09/2017;15:00 (16:00);Premier League;Journ̩e 7;Sam;Domicile;V;4;0;Crystal Palace;506;615;82.3;9970;3169;214;240;89.2;201;225;89.3;84;126;66.7;4;2.3;16;27;10;4;40;Rapport de match
14/10/2017;12:30 (13:30);Premier League;Journ̩e 8;Sam;Ext̩rieur;N;0;0;Liverpool;278;383;72.6;5443;1967;124;138;89.9;101;130;77.7;42;90;46.7;0;0.2;2;18;2;0;17;Rapport de match
18/10/2017;19:45 (20:45);Champions Lg;Phase de groupe;Mer;Ext̩rieur;V;1;0;pt Benfica;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
21/10/2017;15:00 (16:00);Premier League;Journ̩e 9;Sam;Ext̩rieur;D;1;2;Huddersfield;669;791;84.6;12891;3988;245;280;87.5;346;390;88.7;74;110;67.3;1;0.7;8;68;14;5;61;Rapport de match
24/10/2017;19:45 (20:45);EFL Cup;Quatri̬me tour;Mar;Ext̩rieur;V;2;0;Swansea City;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
28/10/2017;12:30 (13:30);Premier League;Journ̩e 10;Sam;Domicile;V;1;0;Tottenham;319;468;68.2;6006;2316;151;181;83.4;119;162;73.5;41;100;41.0;1;0.8;7;27;6;2;29;Rapport de match
