Pour Manchester UnitedContre Manchester United;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
11/08/2019;16:30 (17:30);Premier League;Journ̩e 1;Dim;Domicile;V;4;0;Chelsea;393;478;82.2;7362;2378;167;188;88.8;163;181;90.1;54;81;66.7;3;1.5;9;16;8;2;24;Rapport de match
19/08/2019;20:00 (21:00);Premier League;Journ̩e 2;Lun;Ext̩rieur;N;1;1;Wolves;585;681;85.9;10566;3114;270;296;91.2;238;266;89.5;65;94;69.1;1;0.4;5;39;11;1;42;Rapport de match
24/08/2019;15:00 (16:00);Premier League;Journ̩e 3;Sam;Domicile;D;1;2;Crystal Palace;502;593;84.7;9764;2911;220;250;88.0;208;234;88.9;70;94;74.5;1;0.9;13;57;10;2;56;Rapport de match
31/08/2019;12:30 (13:30);Premier League;Journ̩e 4;Sam;Ext̩rieur;N;1;1;Southampton;464;580;80.0;8926;2933;172;196;87.8;229;265;86.4;57;96;59.4;1;1.5;19;31;18;4;55;Rapport de match
14/09/2019;15:00 (16:00);Premier League;Journ̩e 5;Sam;Domicile;V;1;0;Leicester City;286;375;76.3;5059;1904;143;158;90.5;115;142;81.0;27;52;51.9;0;0.2;6;18;5;0;25;Rapport de match
19/09/2019;20:00 (21:00);Europa Lg;Phase de groupe;Jeu;Domicile;V;1;0;kz Astana FK;692;800;86.5;13406;3558;270;304;88.8;323;356;90.7;97;128;75.8;1;0.9;10;66;13;1;71;Rapport de match
22/09/2019;14:00 (15:00);Premier League;Journ̩e 6;Dim;Ext̩rieur;D;0;2;West Ham;410;512;80.1;7667;2470;166;187;88.8;193;221;87.3;40;79;50.6;0;0.9;8;25;5;1;39;Rapport de match
25/09/2019;20:00 (21:00);EFL Cup;Troisi̬me tour;Mer;Domicile;V;1 (5);1 (3);Rochdale;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
30/09/2019;20:00 (21:00);Premier League;Journ̩e 7;Lun;Domicile;N;1;1;Arsenal;382;483;79.1;7713;2386;155;178;87.1;157;186;84.4;66;101;65.3;1;0.8;11;27;2;0;30;Rapport de match
03/10/2019;18:55;Europa Lg;Phase de groupe;Jeu;Ext̩rieur;N;0;0;nl AZ Alkmaar;526;601;87.5;10241;2633;212;227;93.4;238;261;91.2;70;100;70.0;0;0.5;5;50;5;1;35;Rapport de match
06/10/2019;16:30 (17:30);Premier League;Journ̩e 8;Dim;Ext̩rieur;D;0;1;Newcastle Utd;532;632;84.2;10936;2823;200;229;87.3;235;258;91.1;95;135;70.4;0;0.5;10;48;5;0;44;Rapport de match
20/10/2019;16:30 (17:30);Premier League;Journ̩e 9;Dim;Domicile;N;1;1;Liverpool;228;341;66.9;4421;1646;102;126;81.0;86;107;80.4;36;91;39.6;1;0.7;7;12;6;3;22;Rapport de match
24/10/2019;18:55;Europa Lg;Phase de groupe;Jeu;Ext̩rieur;V;1;0;rs Partizan;448;539;83.1;8358;2781;188;204;92.2;199;228;87.3;53;93;57.0;0;0.3;3;43;4;0;34;Rapport de match
27/10/2019;16:30 (17:30);Premier League;Journ̩e 10;Dim;Ext̩rieur;V;3;1;Norwich City;427;518;82.4;8191;2454;200;215;93.0;150;181;82.9;68;94;72.3;2;2.0;11;38;10;1;38;Rapport de match
30/10/2019;20:05 (21:05);EFL Cup;Quatri̬me tour;Mer;Ext̩rieur;V;2;1;Chelsea;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
02/11/2019;12:30 (13:30);Premier League;Journ̩e 11;Sam;Ext̩rieur;D;0;1;Bournemouth;406;532;76.3;7830;2421;159;191;83.2;195;226;86.3;49;104;47.1;0;0.7;14;28;8;3;35;Rapport de match
07/11/2019;20:00 (21:00);Europa Lg;Phase de groupe;Jeu;Domicile;V;3;0;rs Partizan;609;703;86.6;11362;3453;259;285;90.9;266;291;91.4;78;107;72.9;3;1.3;9;44;14;1;52;Rapport de match
10/11/2019;14:00 (15:00);Premier League;Journ̩e 12;Dim;Domicile;V;3;1;Brighton;311;395;78.7;5694;2214;146;164;89.0;113;136;83.1;43;74;58.1;3;1.9;17;33;9;1;38;Rapport de match
24/11/2019;16:30 (17:30);Premier League;Journ̩e 13;Dim;Ext̩rieur;N;3;3;Sheffield Utd;505;614;82.2;9532;2885;220;245;89.8;220;254;86.6;60;101;59.4;2;1.2;9;36;6;0;37;Rapport de match
28/11/2019;21:50 (16:50);Europa Lg;Phase de groupe;Jeu;Ext̩rieur;D;1;2;kz Astana FK;666;727;91.6;12568;3238;263;276;95.3;335;352;95.2;63;86;73.3;1;0.7;12;54;6;2;44;Rapport de match
01/12/2019;16:30 (17:30);Premier League;Journ̩e 14;Dim;Domicile;N;2;2;Aston Villa;471;566;83.2;9073;2851;183;201;91.0;234;261;89.7;54;90;60.0;0;1.0;12;35;13;2;51;Rapport de match
04/12/2019;19:30 (20:30);Premier League;Journ̩e 15;Mer;Domicile;V;2;1;Tottenham;362;474;76.4;6869;2099;150;174;86.2;163;192;84.9;45;93;48.4;0;0.4;7;31;4;1;29;Rapport de match
07/12/2019;17:30 (18:30);Premier League;Journ̩e 16;Sam;Ext̩rieur;V;2;1;Manchester City;214;287;74.6;4126;1504;90;101;89.1;87;105;82.9;34;66;51.5;1;0.8;10;17;9;1;24;Rapport de match
12/12/2019;20:00 (21:00);Europa Lg;Phase de groupe;Jeu;Domicile;V;4;0;nl AZ Alkmaar;513;580;88.4;10354;2320;177;192;92.2;254;269;94.4;75;103;72.8;2;0.6;9;27;9;1;33;Rapport de match
15/12/2019;14:00 (15:00);Premier League;Journ̩e 17;Dim;Domicile;N;1;1;Everton;461;545;84.6;8490;2424;205;225;91.1;190;217;87.6;56;85;65.9;1;0.8;16;42;6;1;38;Rapport de match
18/12/2019;20:00 (21:00);EFL Cup;Quarts de finale;Mer;Domicile;V;3;0;Colchester Utd;;;;;;;;;;;;;;;2;;;;;;;Rapport de match
22/12/2019;14:00 (15:00);Premier League;Journ̩e 18;Dim;Ext̩rieur;D;0;2;Watford;469;565;83.0;8512;2896;204;232;87.9;204;231;88.3;48;72;66.7;0;1.4;14;50;10;2;53;Rapport de match
26/12/2019;17:30 (18:30);Premier League;Journ̩e 19;Jeu;Domicile;V;4;1;Newcastle Utd;766;842;91.0;13618;3451;355;381;93.2;314;337;93.2;87;105;82.9;2;1.0;14;54;10;3;65;Rapport de match
28/12/2019;19:45 (20:45);Premier League;Journ̩e 20;Sam;Ext̩rieur;V;2;0;Burnley;429;529;81.1;7799;2464;195;216;90.3;177;199;88.9;47;91;51.6;2;1.5;8;31;10;3;34;Rapport de match
01/01/2020;20:00 (21:00);Premier League;Journ̩e 21;Mer;Ext̩rieur;D;0;2;Arsenal;483;576;83.9;8065;2301;245;268;91.4;190;219;86.8;39;66;59.1;0;0.7;8;39;4;0;39;Rapport de match
04/01/2020;17:31 (18:31);FA Cup;Troisi̬me tour;Sam;Ext̩rieur;N;0;0;Wolves;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
07/01/2020;20:00 (21:00);EFL Cup;Demi-finales;Mar;Domicile;D;1;3;Manchester City;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
11/01/2020;15:00 (16:00);Premier League;Journ̩e 22;Sam;Domicile;V;4;0;Norwich City;588;688;85.5;10499;2905;282;313;90.1;229;264;86.7;68;90;75.6;2;1.3;9;58;21;2;53;Rapport de match
15/01/2020;19:45 (20:45);FA Cup;Troisi̬me tour;Mer;Domicile;V;1;0;Wolves;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
19/01/2020;16:30 (17:30);Premier League;Journ̩e 23;Dim;Ext̩rieur;D;0;2;Liverpool;380;490;77.6;6272;2122;206;222;92.8;136;177;76.8;32;77;41.6;0;1.0;4;24;5;0;22;Rapport de match
22/01/2020;20:15 (21:15);Premier League;Journ̩e 24;Mer;Domicile;D;0;2;Burnley;625;736;84.9;10810;3010;285;314;90.8;261;294;88.8;62;92;67.4;0;1.5;20;39;12;2;38;Rapport de match
