date_match,contests,home_team,home_score,away_score,away_team,liverpool_score,at_anfield,season,rest_days
2014-05-14,Friendlies - Clubs,Shamrock Rovers - Ireland ,0,4,Liverpool,V,False,2013 - 2014,3
