date_match,contests,home_team,home_score,away_score,away_team,liverpool_score,at_anfield,season,rest_days
2013-08-03,Liverpool Pre-Season,Liverpool - England ,2,0,Olympiacos,V,True,2013 - 2014,6
2013-08-07,Liverpool Pre-Season,Valerenga IF - Norway ,1,4,Liverpool,V,False,2013 - 2014,4
2013-08-10,Liverpool Pre-Season,Liverpool - England ,0,1,Celtic,D,True,2013 - 2014,3
2013-08-17,English Premier League,Liverpool ,1,0,Stoke,V,True,2013 - 2014,7
2013-08-24,English Premier League,Aston Villa ,0,1,Liverpool,V,False,2013 - 2014,7
2013-08-27,English League Cup,Liverpool ,4,2,Notts,V,True,2013 - 2014,3
2013-09-01,English Premier League,Liverpool ,1,0,Manchester,V,True,2013 - 2014,5
2013-09-16,English Premier League,Swansea City ,2,2,Liverpool,N,False,2013 - 2014,15
2013-09-21,English Premier League,Liverpool ,0,1,FC,D,True,2013 - 2014,5
2013-09-25,English League Cup,Manchester United ,1,0,Liverpool,D,False,2013 - 2014,4
2013-09-29,English Premier League,AFC Sunderland ,1,3,Liverpool,V,False,2013 - 2014,4
2013-10-05,English Premier League,Liverpool ,3,1,Crystal,V,True,2013 - 2014,6
2013-10-19,English Premier League,Newcastle United FC ,2,2,Liverpool,N,False,2013 - 2014,14
2013-10-26,English Premier League,Liverpool ,4,1,West,V,True,2013 - 2014,7
2013-11-02,English Premier League,Arsenal FC ,2,0,Liverpool,D,False,2013 - 2014,7
2013-11-09,English Premier League,Liverpool ,4,0,Fulham,V,True,2013 - 2014,7
2013-11-23,English Premier League,Everton FC ,3,3,Liverpool,N,False,2013 - 2014,14
2013-12-01,English Premier League,Hull City ,3,1,Liverpool,D,False,2013 - 2014,8
2013-12-04,English Premier League,Liverpool ,5,1,Norwich,V,True,2013 - 2014,3
2013-12-07,English Premier League,Liverpool ,4,1,West,V,True,2013 - 2014,3
2013-12-15,English Premier League,Tottenham Hotspur ,0,5,Liverpool,V,False,2013 - 2014,8
2013-12-21,English Premier League,Liverpool ,3,1,Cardiff,V,True,2013 - 2014,6
2013-12-26,English Premier League,Manchester City ,2,1,Liverpool,D,False,2013 - 2014,5
2013-12-29,English Premier League,Chelsea ,2,1,Liverpool,D,False,2013 - 2014,3
2014-01-01,English Premier League,Liverpool ,2,0,Hull,V,True,2013 - 2014,3
2014-01-05,England FA Cup,Liverpool ,2,0,Oldham,V,True,2013 - 2014,4
2014-01-12,English Premier League,Stoke City FC ,3,5,Liverpool,V,False,2013 - 2014,7
2014-01-18,English Premier League,Liverpool ,2,2,Aston,N,True,2013 - 2014,6
2014-01-25,England FA Cup,AFC Bournemouth ,0,2,Liverpool,V,False,2013 - 2014,7
2014-01-28,English Premier League,Liverpool ,4,0,Everton,V,True,2013 - 2014,3
2014-02-02,English Premier League,West Bromwich Albion FC ,1,1,Liverpool,N,False,2013 - 2014,5
2014-02-08,English Premier League,Liverpool ,5,1,Arsenal,V,True,2013 - 2014,6
2014-02-12,English Premier League,Fulham FC ,2,3,Liverpool,V,False,2013 - 2014,4
2014-02-16,England FA Cup,Arsenal FC ,2,1,Liverpool,D,False,2013 - 2014,4
2014-02-23,English Premier League,Liverpool ,4,3,Swansea,V,True,2013 - 2014,7
2014-03-01,English Premier League,FC Southampton ,0,3,Liverpool,V,False,2013 - 2014,6
2014-03-16,English Premier League,Manchester United ,0,3,Liverpool,V,False,2013 - 2014,15
2014-03-22,English Premier League,Cardiff City ,3,6,Liverpool,V,False,2013 - 2014,6
2014-03-26,English Premier League,Liverpool ,2,1,AFC,V,True,2013 - 2014,4
2014-03-30,English Premier League,Liverpool ,4,0,Tottenham,V,True,2013 - 2014,4
2014-04-06,English Premier League,West Ham United ,1,2,Liverpool,V,False,2013 - 2014,7
2014-04-13,English Premier League,Liverpool ,3,2,Manchester,V,True,2013 - 2014,7
2014-04-20,English Premier League,Norwich City ,2,3,Liverpool,V,False,2013 - 2014,7
2014-04-27,English Premier League,Liverpool ,0,2,Chelsea,D,True,2013 - 2014,7
2014-05-05,English Premier League,Crystal Palace FC ,3,3,Liverpool,N,False,2013 - 2014,8
2014-05-11,English Premier League,Liverpool ,2,1,Newcastle,V,True,2013 - 2014,6
2014-05-14,Friendlies - Clubs,Shamrock Rovers - Ireland ,0,4,Liverpool,V,False,2013 - 2014,3
2014-07-16,Liverpool Pre-Season,Brondby IF - Denmark ,2,1,Liverpool,D,False,2013 - 2014,63
2014-07-19,Liverpool Pre-Season,Preston North End - England ,1,2,Liverpool,V,False,2013 - 2014,3
2014-07-24,Liverpool Pre-Season,Liverpool - England ,0,1,AS,D,True,2013 - 2014,5
2014-07-28,International Champions Cup,Liverpool - England ,1,0,Olympiacos,V,True,2013 - 2014,4
