date_match,contests,home_team,home_score,away_score,away_team,liverpool_score,at_anfield,season,rest_days
2013-08-27,English League Cup,Liverpool ,4,2,Notts,V,True,2013 - 2014,3
2013-09-25,English League Cup,Manchester United ,1,0,Liverpool,D,False,2013 - 2014,4
