Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2019-11-30,15:00 (16:00),Premier League,Matchweek 14,Sat,Home,W,2,1,Brighton,384,479,80.2,8312,2316,147,163,90.2,145,172,84.3,86,128,67.2,2,1.2,9,25,7,0,33
2019-12-04,20:15 (21:15),Premier League,Matchweek 15,Wed,Home,W,5,2,Everton,415,510,81.4,8674,2850,153,173,88.4,183,203,90.1,75,122,61.5,5,2.2,9,28,5,1,29
2019-12-07,15:00 (16:00),Premier League,Matchweek 16,Sat,Away,W,3,0,Bournemouth,774,885,87.5,14506,4182,361,394,91.6,314,348,90.2,92,130,70.8,3,1.9,16,58,20,3,67
2019-12-10,18:55,Champions Lg,Group stage,Tue,Away,W,2,0,at RB Salzburg,511,637,80.2,10384,3430,196,226,86.7,217,254,85.4,88,133,66.2,1,2.8,16,33,9,2,38
2019-12-14,12:30 (13:30),Premier League,Matchweek 17,Sat,Home,W,2,0,Watford,573,696,82.3,11876,3954,206,236,87.3,265,294,90.1,97,140,69.3,2,0.6,6,55,8,2,62
2019-12-17,19:45 (20:45),EFL Cup,Quarter-finals,Tue,Away,L,0,5,Aston Villa,,,,,,,,,,,,,,,0,,,,,,
2019-12-26,20:00 (21:00),Premier League,Matchweek 19,Thu,Away,W,4,0,Leicester City,541,652,83.0,11143,3404,191,210,91.0,244,276,88.4,94,137,68.6,3,1.9,12,49,12,5,47
2019-12-29,16:30 (17:30),Premier League,Matchweek 20,Sun,Home,W,1,0,Wolves,548,655,83.7,11346,3499,182,212,85.8,265,289,91.7,93,137,67.9,1,1.1,9,38,14,1,45
2020-01-02,20:00 (21:00),Premier League,Matchweek 21,Thu,Home,W,2,0,Sheffield Utd,891,995,89.5,18250,4074,316,333,94.9,416,447,93.1,149,197,75.6,1,2.7,15,49,12,2,53
2020-01-05,16:01 (17:01),FA Cup,Third round,Sun,Home,W,1,0,Everton,,,,,,,,,,,,,,,1,,,,,,
2020-01-11,17:30 (18:30),Premier League,Matchweek 22,Sat,Away,W,1,0,Tottenham,695,797,87.2,13751,3742,261,275,94.9,315,343,91.8,111,158,70.3,1,1.7,11,55,14,2,60
2020-01-19,16:30 (17:30),Premier League,Matchweek 23,Sun,Home,W,2,0,Manchester Utd,435,561,77.5,9278,3307,148,167,88.6,200,241,83.0,84,137,61.3,2,2.3,14,33,11,4,41
2020-01-23,20:00 (21:00),Premier League,Matchweek 24,Thu,Away,W,2,1,Wolves,510,604,84.4,10158,3118,216,239,90.4,203,230,88.3,84,122,68.9,2,1.2,8,33,5,2,35
2020-01-26,17:00 (18:00),FA Cup,Fourth round,Sun,Away,D,2,2,Shrewsbury,,,,,,,,,,,,,,,1,,,,,,
2020-01-29,19:45 (20:45),Premier League,Matchweek 18,Wed,Away,W,2,0,West Ham,736,844,87.2,13948,3529,288,314,91.7,347,371,93.5,91,134,67.9,1,1.2,9,52,9,2,52
2020-02-01,15:00 (16:00),Premier League,Matchweek 25,Sat,Home,W,4,0,Southampton,425,571,74.4,8902,2865,139,163,85.3,209,252,82.9,67,129,51.9,4,2.3,11,27,12,1,33
2020-02-04,19:45 (20:45),FA Cup,Fourth round,Tue,Home,W,1,0,Shrewsbury,,,,,,,,,,,,,,,0,,,,,,
2020-02-15,17:30 (18:30),Premier League,Matchweek 26,Sat,Away,W,1,0,Norwich City,550,670,82.1,11681,3038,192,220,87.3,250,279,89.6,99,143,69.2,1,1.1,13,44,18,3,61
2020-02-18,21:00,Champions Lg,Round of 16,Tue,Away,L,0,1,es Atlético Madrid,643,752,85.5,13511,3303,217,240,90.4,308,335,91.9,107,146,73.3,0,0.5,7,60,15,3,56
2020-02-24,20:00 (21:00),Premier League,Matchweek 27,Mon,Home,W,3,2,West Ham,556,676,82.2,10855,3402,202,230,87.8,278,309,90.0,67,119,56.3,3,1.5,19,52,18,5,54
2020-02-29,17:30 (18:30),Premier League,Matchweek 28,Sat,Away,L,0,3,Watford,603,735,82.0,12322,3286,215,245,87.8,291,342,85.1,93,135,68.9,0,0.2,5,65,17,2,43
2020-03-03,19:45 (20:45),FA Cup,Fifth round,Tue,Away,L,0,2,Chelsea,,,,,,,,,,,,,,,0,,,,,,
2020-03-07,12:30 (13:30),Premier League,Matchweek 29,Sat,Home,W,2,1,Bournemouth,646,767,84.2,13178,3478,205,238,86.1,343,375,91.5,87,128,68.0,2,1.3,12,67,13,3,54
2020-03-11,20:00 (21:00),Champions Lg,Round of 16,Wed,Home,L,2,3,es Atlético Madrid,747,927,80.6,16050,4712,241,280,86.1,355,407,87.2,144,217,66.4,1,2.0,26,86,27,7,87
2020-06-21,19:00 (20:00),Premier League,Matchweek 30,Sun,Away,D,0,0,Everton,536,639,83.9,11276,3381,170,186,91.4,260,289,90.0,95,137,69.3,0,0.6,7,47,10,1,49
2020-06-24,20:15 (21:15),Premier League,Matchweek 31,Wed,Home,W,4,0,Crystal Palace,816,929,87.8,16040,3924,314,344,91.3,371,409,90.7,116,145,80.0,3,1.4,10,94,22,6,52
2020-07-02,20:15 (21:15),Premier League,Matchweek 32,Thu,Away,L,0,4,Manchester City,473,562,84.2,9545,2806,181,200,90.5,213,232,91.8,68,109,62.4,0,0.9,9,35,15,3,38
2020-07-05,16:30 (17:30),Premier League,Matchweek 33,Sun,Home,W,2,0,Aston Villa,594,708,83.9,12189,3891,204,233,87.6,302,332,91.0,83,131,63.4,2,0.8,6,63,16,2,64
2020-07-08,20:15 (21:15),Premier League,Matchweek 34,Wed,Away,W,3,1,Brighton,430,542,79.3,9300,3110,161,190,84.7,174,207,84.1,91,131,69.5,3,1.7,17,32,14,2,47
2020-07-11,15:00 (16:00),Premier League,Matchweek 35,Sat,Home,D,1,1,Burnley,600,710,84.5,11654,3580,232,260,89.2,283,315,89.8,80,124,64.5,1,1.5,17,41,23,3,64
2020-07-15,20:15 (21:15),Premier League,Matchweek 36,Wed,Away,L,1,2,Arsenal,565,673,84.0,11222,3467,235,264,89.0,238,268,88.8,86,122,70.5,1,1.9,19,51,18,4,58
2020-07-22,20:15 (21:15),Premier League,Matchweek 37,Wed,Home,W,5,3,Chelsea,490,616,79.5,9786,3169,171,202,84.7,218,260,83.8,85,126,67.5,3,1.1,7,35,8,2,31
2020-07-26,16:00 (17:00),Premier League,Matchweek 38,Sun,Away,W,3,1,Newcastle Utd,735,833,88.2,14310,3800,287,314,91.4,344,369,93.2,101,136,74.3,3,0.5,10,63,11,4,53
