Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-08-12,16:00 (17:00),Premier League,Matchweek 1,Sun,Home,L,0,2,Manchester City,319,430,74.2,6264,2100,120,150,80.0,148,178,83.1,48,91,52.7,0,0.4,9,25,7,1,30
2018-08-18,17:30 (18:30),Premier League,Matchweek 2,Sat,Away,L,2,3,Chelsea,351,447,78.5,7285,2304,109,126,86.5,177,208,85.1,61,101,60.4,1,1.9,14,28,8,1,33
2018-08-25,15:00 (16:00),Premier League,Matchweek 3,Sat,Home,W,3,1,West Ham,473,580,81.6,8722,3193,199,237,84.0,224,259,86.5,48,80,60.0,2,1.0,13,38,9,1,46
2018-09-02,13:30 (14:30),Premier League,Matchweek 4,Sun,Away,W,3,2,Cardiff City,546,655,83.4,10863,3543,198,228,86.8,272,298,91.3,75,117,64.1,3,0.9,12,38,16,1,55
2018-09-15,15:00 (16:00),Premier League,Matchweek 5,Sat,Away,W,2,1,Newcastle Utd,533,642,83.0,10302,3192,214,244,87.7,246,275,89.5,67,106,63.2,0,0.4,7,47,12,3,47
2018-09-20,20:00 (21:00),Europa Lg,Group stage,Thu,Home,W,4,2,ua Vorskla Poltava,688,781,88.1,13576,4057,262,297,88.2,311,334,93.1,110,136,80.9,4,2.5,14,73,14,4,69
2018-09-23,16:00 (17:00),Premier League,Matchweek 6,Sun,Home,W,2,0,Everton,505,612,82.5,10497,3345,182,207,87.9,224,249,90.0,94,145,64.8,2,1.0,8,41,10,2,48
2018-09-26,19:45 (20:45),EFL Cup,Third round,Wed,Home,W,3,1,Brentford,,,,,,,,,,,,,,,3,,,,,,
2018-09-29,15:00 (16:00),Premier League,Matchweek 7,Sat,Home,W,2,0,Watford,467,591,79.0,9061,3026,188,214,87.9,213,247,86.2,58,110,52.7,1,0.9,7,43,14,3,42
2018-10-04,20:55 (18:55),Europa Lg,Group stage,Thu,Away,W,3,0,az Qarabağ Ağdam,471,549,85.8,8801,2887,191,209,91.4,208,224,92.9,58,84,69.0,3,2.0,11,19,9,1,33
