Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-08-15,22:00 (21:00),Super Cup,UEFA Super Cup,Wed,Neutral,L,2,4,es Atlético Madrid,,,,,,,,,,,,,,,1,,,,,,
2018-08-19,22:15,La Liga,Matchweek 1,Sun,Home,W,2,0,Getafe,728,821,88.7,13586,4101,344,366,94.0,274,301,91.0,102,137,74.5,0,0.5,5,44,6,1,42
2018-08-26,22:15,La Liga,Matchweek 2,Sun,Away,W,4,1,Girona,640,731,87.6,11677,3541,286,308,92.9,270,305,88.5,76,104,73.1,2,1.4,13,51,17,3,43
2018-09-01,20:45,La Liga,Matchweek 3,Sat,Home,W,4,1,Leganés,809,906,89.3,16247,4655,328,350,93.7,338,368,91.8,135,164,82.3,3,1.3,14,73,20,7,67
2018-09-15,20:45,La Liga,Matchweek 4,Sat,Away,D,1,1,Athletic Club,550,644,85.4,10615,3405,223,255,87.5,237,268,88.4,85,106,80.2,1,1.2,9,37,12,2,48
2018-09-19,21:00,Champions Lg,Group stage,Wed,Home,W,3,0,it Roma,583,667,87.4,11229,3620,251,270,93.0,232,261,88.9,88,120,73.3,2,2.5,28,52,19,2,64
2018-09-22,20:45,La Liga,Matchweek 5,Sat,Home,W,1,0,Espanyol,645,740,87.2,12247,3565,290,314,92.4,261,292,89.4,85,119,71.4,0,1.0,17,61,12,4,53
2018-09-26,22:00,La Liga,Matchweek 6,Wed,Away,L,0,3,Sevilla,510,592,86.1,10105,3075,215,239,90.0,209,229,91.3,82,111,73.9,0,0.9,13,46,10,2,49
2018-09-29,20:45,La Liga,Matchweek 7,Sat,Home,D,0,0,Atlético Madrid,652,750,86.9,12356,3347,287,314,91.4,264,300,88.0,91,113,80.5,0,1.0,11,62,10,0,47
2018-10-02,22:00 (21:00),Champions Lg,Group stage,Tue,Away,L,0,1,ru CSKA Moscow,750,847,88.5,15135,3906,289,318,90.9,318,340,93.5,134,171,78.4,0,1.3,21,76,16,7,63
2018-10-06,18:30,La Liga,Matchweek 8,Sat,Away,L,0,1,Alavés,631,732,86.2,13372,4053,241,275,87.6,262,297,88.2,125,151,82.8,0,0.8,10,60,15,3,66
2018-10-20,13:00,La Liga,Matchweek 9,Sat,Home,L,1,2,Levante,581,679,85.6,10946,3591,262,291,90.0,227,255,89.0,87,120,72.5,1,2.1,26,53,30,10,60
2018-10-23,21:00,Champions Lg,Group stage,Tue,Home,W,2,1,cz Viktoria Plzeň,715,799,89.5,12837,4350,362,383,94.5,249,274,90.9,98,126,77.8,2,2.0,17,74,21,3,73
2018-10-28,16:15,La Liga,Matchweek 10,Sun,Away,L,1,5,Barcelona,429,513,83.6,8071,2710,196,211,92.9,170,193,88.1,55,87,63.2,0,1.6,10,28,12,4,35
2018-10-31,18:30 (19:30),Copa del Rey,Round of 32,Wed,Away,W,4,0,Melilla,,,,,,,,,,,,,,,4,,,,,,
2018-11-03,16:15,La Liga,Matchweek 11,Sat,Home,W,2,0,Valladolid,532,626,85.0,10363,3249,221,246,89.8,220,249,88.4,87,119,73.1,1,1.4,16,71,11,4,57
2018-11-07,21:00,Champions Lg,Group stage,Wed,Away,W,5,0,cz Viktoria Plzeň,583,675,86.4,10238,3388,298,315,94.6,203,231,87.9,73,103,70.9,4,1.3,11,44,11,1,41
2018-11-11,20:45,La Liga,Matchweek 12,Sun,Away,W,4,2,Celta Vigo,403,471,85.6,7059,2241,191,201,95.0,152,167,91.0,50,83,60.2,2,1.0,9,30,8,2,25
2018-11-24,13:00,La Liga,Matchweek 13,Sat,Away,L,0,3,Eibar,489,605,80.8,10279,3394,181,210,86.2,215,245,87.8,88,134,65.7,0,0.5,8,28,6,0,25
2018-11-27,21:00,Champions Lg,Group stage,Tue,Away,W,2,0,it Roma,535,637,84.0,10574,3296,238,253,94.1,205,234,87.6,85,133,63.9,1,1.5,10,33,11,4,37
2018-12-01,20:45,La Liga,Matchweek 14,Sat,Home,W,2,0,Valencia,657,744,88.3,11326,2917,328,354,92.7,251,276,90.9,72,95,75.8,1,1.0,11,28,11,2,24
2018-12-06,16:15,Copa del Rey,Round of 32,Thu,Home,W,6,1,Melilla,,,,,,,,,,,,,,,5,,,,,,
2018-12-09,16:15,La Liga,Matchweek 15,Sun,Away,W,1,0,Huesca,412,511,80.6,7623,2485,203,229,88.6,142,169,84.0,64,96,66.7,1,0.3,5,28,4,2,22
2018-12-12,18:55,Champions Lg,Group stage,Wed,Home,L,0,3,ru CSKA Moscow,624,714,87.4,11604,2969,289,310,93.2,226,243,93.0,96,136,70.6,0,0.7,12,62,7,1,48
2018-12-15,18:30,La Liga,Matchweek 16,Sat,Home,W,1,0,Rayo Vallecano,713,802,88.9,12852,3566,335,349,96.0,267,293,91.1,97,133,72.9,1,1.0,6,45,11,1,43
2019-01-03,21:30,La Liga,Matchweek 17,Thu,Away,D,2,2,Villarreal,581,668,87.0,10415,3110,284,309,91.9,209,231,90.5,77,106,72.6,2,0.6,10,33,6,0,26
2019-01-06,18:30,La Liga,Matchweek 18,Sun,Home,L,0,2,Real Sociedad,598,698,85.7,11127,3431,284,310,91.6,211,233,90.6,92,125,73.6,0,1.6,22,45,20,4,51
2019-01-09,21:30,Copa del Rey,Round of 16,Wed,Home,W,3,0,Leganés,,,,,,,,,,,,,,,2,,,,,,
2019-01-13,20:45,La Liga,Matchweek 19,Sun,Away,W,2,1,Betis,240,294,81.6,4475,1855,106,118,89.8,96,106,90.6,32,57,56.1,0,0.5,10,19,6,1,24
2019-01-16,21:30,Copa del Rey,Round of 16,Wed,Away,L,0,1,Leganés,,,,,,,,,,,,,,,0,,,,,,
2019-01-19,16:15,La Liga,Matchweek 20,Sat,Home,W,2,0,Sevilla,613,722,84.9,10627,2900,302,329,91.8,222,259,85.7,71,103,68.9,1,0.8,17,57,15,2,50
2019-01-24,21:30,Copa del Rey,Quarter-finals,Thu,Home,W,4,2,Girona,,,,,,,,,,,,,,,3,,,,,,
2019-01-27,20:45,La Liga,Matchweek 21,Sun,Away,W,4,2,Espanyol,568,652,87.1,10499,2790,260,271,95.9,222,243,91.4,78,120,65.0,2,1.7,14,35,12,1,33
2019-01-31,21:30,Copa del Rey,Quarter-finals,Thu,Away,W,3,1,Girona,,,,,,,,,,,,,,,3,,,,,,
2019-02-03,20:45,La Liga,Matchweek 22,Sun,Home,W,3,0,Alavés,640,718,89.1,10871,3349,321,332,96.7,243,263,92.4,63,93,67.7,3,1.8,15,43,17,3,51
2019-02-06,21:00,Copa del Rey,Semi-finals,Wed,Away,D,1,1,Barcelona,,,,,,,,,,,,,,,1,,,,,,
