Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-08-04,20:00 (14:00),Trophée des Champions,Trophée des Champions,Sat,Neutral,W,4,0,Monaco,,,,,,,,,,,,,,,3,,,,,,
2018-08-12,21:00,Ligue 1,Matchweek 1,Sun,Home,W,3,0,Caen,737,813,90.7,13356,3853,307,333,92.2,350,377,92.8,71,86,82.6,2,2.0,6,79,11,2,54
2018-08-18,17:00,Ligue 1,Matchweek 2,Sat,Away,W,3,1,Guingamp,521,608,85.7,9509,3661,206,240,85.8,265,290,91.4,46,70,65.7,2,1.2,13,41,6,0,63
2018-08-25,17:00,Ligue 1,Matchweek 3,Sat,Home,W,3,1,Angers,622,716,86.9,10577,3245,290,318,91.2,282,314,89.8,47,73,64.4,2,1.2,11,73,19,3,59
2018-09-01,17:00,Ligue 1,Matchweek 4,Sat,Away,W,4,2,Nîmes,453,546,83.0,8869,2843,160,197,81.2,228,255,89.4,61,87,70.1,3,2.3,6,38,9,0,33
2018-09-14,20:45,Ligue 1,Matchweek 5,Fri,Home,W,4,0,Saint-Étienne,616,699,88.1,11379,3654,262,283,92.6,277,309,89.6,74,95,77.9,2,1.2,14,56,16,1,64
2018-09-18,20:00 (21:00),Champions Lg,Group stage,Tue,Away,L,2,3,eng Liverpool,423,502,84.3,8354,2513,163,183,89.1,201,224,89.7,58,89,65.2,1,0.3,4,19,5,0,20
2018-09-23,15:00,Ligue 1,Matchweek 6,Sun,Away,W,3,1,Rennes,502,581,86.4,8520,2739,266,284,93.7,190,215,88.4,45,71,63.4,3,1.0,11,40,10,1,43
2018-09-26,21:00,Ligue 1,Matchweek 7,Wed,Home,W,4,1,Reims,677,759,89.2,12013,4020,298,324,92.0,306,332,92.2,60,84,71.4,1,1.7,10,68,17,1,71
2018-09-29,17:15,Ligue 1,Matchweek 8,Sat,Away,W,3,0,Nice,533,612,87.1,9746,3480,247,276,89.5,218,241,90.5,66,81,81.5,2,2.0,15,42,4,0,46
2018-10-03,18:55,Champions Lg,Group stage,Wed,Home,W,6,1,rs Red Star,693,780,88.8,12103,3775,339,377,89.9,272,294,92.5,74,95,77.9,3,4.2,25,57,24,5,53
2018-10-07,21:00,Ligue 1,Matchweek 9,Sun,Home,W,5,0,Lyon,401,475,84.4,6860,2536,191,208,91.8,163,187,87.2,39,65,60.0,2,2.8,10,27,8,1,36
2018-10-20,17:00,Ligue 1,Matchweek 10,Sat,Home,W,5,0,Amiens,517,589,87.8,9986,2819,207,229,90.4,232,249,93.2,75,102,73.5,3,1.0,11,26,13,1,43
2018-10-24,21:00,Champions Lg,Group stage,Wed,Home,D,2,2,it Napoli,562,652,86.2,9530,2923,268,292,91.8,230,258,89.1,52,83,62.7,1,1.0,12,35,11,2,46
2018-10-28,21:00,Ligue 1,Matchweek 11,Sun,Away,W,2,0,Marseille,455,526,86.5,8906,2796,175,194,90.2,206,222,92.8,63,93,67.7,2,0.7,11,26,8,1,45
2018-11-02,20:45,Ligue 1,Matchweek 12,Fri,Home,W,2,1,Lille,597,685,87.2,11283,3433,234,270,86.7,267,293,91.1,85,102,83.3,1,1.2,9,67,11,0,63
2018-11-06,21:00,Champions Lg,Group stage,Tue,Away,D,1,1,it Napoli,586,662,88.5,10412,3372,262,279,93.9,254,278,91.4,64,89,71.9,1,1.0,9,36,10,1,49
2018-11-11,21:00,Ligue 1,Matchweek 13,Sun,Away,W,4,0,Monaco,547,621,88.1,10223,3475,233,259,90.0,237,260,91.2,71,89,79.8,3,2.2,11,37,14,2,50
2018-11-24,17:00,Ligue 1,Matchweek 14,Sat,Home,W,1,0,Toulouse,666,770,86.5,11210,3460,325,358,90.8,286,313,91.4,51,83,61.4,1,1.4,7,70,16,0,63
