Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2017-08-13,22:00,Supercopa de España,Supercopa de España,Sun,Neutral,L,1,3,Real Madrid,,,,,,,,,,,,,,,0,,,,,,
2017-08-16,23:00,Supercopa de España,Supercopa de España,Wed,Away,L,0,2,Real Madrid,,,,,,,,,,,,,,,0,,,,,,
2017-08-20,20:15,La Liga,Matchweek 1,Sun,Home,W,2,0,Betis,600,685,87.6,9912,2956,312,346,90.2,233,253,92.1,48,69,69.6,1,1.4,10,41,7,0,43
2017-08-26,18:15,La Liga,Matchweek 2,Sat,Away,W,2,0,Alavés,660,744,88.7,11880,3138,304,336,90.5,278,296,93.9,72,99,72.7,2,1.5,18,69,14,2,45
2017-09-09,20:45,La Liga,Matchweek 3,Sat,Home,W,5,0,Espanyol,681,766,88.9,12871,3573,304,327,93.0,271,295,91.9,96,116,82.8,5,3.2,15,36,14,1,43
2017-09-12,20:45,Champions Lg,Group stage,Tue,Home,W,3,0,it Juventus,,,,,,,,,,,,,,,2,,,,,,
2017-09-16,16:15,La Liga,Matchweek 4,Sat,Away,W,2,1,Getafe,608,689,88.2,10828,3274,278,300,92.7,269,295,91.2,58,86,67.4,2,0.6,5,57,14,0,53
2017-09-19,22:00,La Liga,Matchweek 5,Tue,Home,W,6,1,Eibar,516,611,84.5,9891,3037,226,257,87.9,207,232,89.2,80,112,71.4,4,1.3,8,25,10,0,33
2017-09-23,20:45,La Liga,Matchweek 6,Sat,Away,W,3,0,Girona,463,561,82.5,9223,2816,177,207,85.5,208,237,87.8,73,109,67.0,1,1.0,7,30,7,1,28
2017-09-27,19:45 (20:45),Champions Lg,Group stage,Wed,Away,W,1,0,pt Sporting CP,,,,,,,,,,,,,,,0,,,,,,
2017-10-01,16:15,La Liga,Matchweek 7,Sun,Home,W,3,0,Las Palmas,446,526,84.8,8800,2818,175,208,84.1,198,217,91.2,70,93,75.3,3,2.4,14,40,16,1,55
2017-10-14,20:45,La Liga,Matchweek 8,Sat,Away,D,1,1,Atlético Madrid,645,746,86.5,11831,3069,298,329,90.6,254,287,88.5,87,108,80.6,1,0.8,12,60,13,1,47
2017-10-18,20:45,Champions Lg,Group stage,Wed,Home,W,3,1,gr Olympiacos,,,,,,,,,,,,,,,1,,,,,,
2017-10-21,20:45,La Liga,Matchweek 9,Sat,Home,W,2,0,Málaga,635,719,88.3,11982,3093,274,303,90.4,279,303,92.1,79,106,74.5,2,1.3,9,55,9,0,45
2017-10-24,21:30,Copa del Rey,Round of 32,Tue,Away,W,3,0,Real Murcia,,,,,,,,,,,,,,,2,,,,,,
2017-10-28,20:45,La Liga,Matchweek 10,Sat,Away,W,2,0,Athletic Club,454,569,79.8,8152,2590,210,239,87.9,175,207,84.5,57,94,60.6,1,1.3,11,27,13,2,36
2017-10-31,21:45 (20:45),Champions Lg,Group stage,Tue,Away,D,0,0,gr Olympiacos,,,,,,,,,,,,,,,0,,,,,,
2017-11-04,20:45,La Liga,Matchweek 11,Sat,Home,W,2,1,Sevilla,490,590,83.1,9124,3115,213,239,89.1,206,244,84.4,67,90,74.4,1,1.3,12,44,18,3,53
2017-11-18,16:15,La Liga,Matchweek 12,Sat,Away,W,3,0,Leganés,523,625,83.7,8851,2814,254,283,89.8,207,230,90.0,56,98,57.1,0,0.7,6,26,10,1,37
2017-11-22,20:45,Champions Lg,Group stage,Wed,Away,D,0,0,it Juventus,,,,,,,,,,,,,,,0,,,,,,
2017-11-26,20:45,La Liga,Matchweek 13,Sun,Away,D,1,1,Valencia,664,781,85.0,11011,3300,321,353,90.9,262,292,89.7,61,93,65.6,1,0.6,9,54,13,0,53
2017-11-29,19:30,Copa del Rey,Round of 32,Wed,Home,W,5,0,Real Murcia,,,,,,,,,,,,,,,4,,,,,,
2017-12-02,13:00,La Liga,Matchweek 14,Sat,Home,D,2,2,Celta Vigo,657,764,86.0,11751,3521,306,335,91.3,258,290,89.0,80,110,72.7,2,2.0,13,66,21,1,67
2017-12-05,20:45,Champions Lg,Group stage,Tue,Home,W,2,0,pt Sporting CP,,,,,,,,,,,,,,,1,,,,,,
2017-12-10,20:45,La Liga,Matchweek 15,Sun,Away,W,2,0,Villarreal,686,779,88.1,11800,3126,341,368,92.7,263,290,90.7,73,98,74.5,2,2.2,11,32,16,1,48
2017-12-17,20:45,La Liga,Matchweek 16,Sun,Home,W,4,0,La Coruña,573,655,87.5,10439,3821,243,263,92.4,263,291,90.4,57,83,68.7,2,3.0,13,35,16,3,56
2017-12-23,13:00,La Liga,Matchweek 17,Sat,Away,W,3,0,Real Madrid,525,597,87.9,8829,3140,257,279,92.1,213,232,91.8,42,66,63.6,2,2.2,13,19,12,2,31
2018-01-04,19:00,Copa del Rey,Round of 16,Thu,Away,D,1,1,Celta Vigo,,,,,,,,,,,,,,,1,,,,,,
2018-01-07,16:15,La Liga,Matchweek 18,Sun,Home,W,3,0,Levante,622,694,89.6,11117,3114,289,318,90.9,263,280,93.9,65,78,83.3,3,1.5,10,54,18,3,59
2018-01-11,21:30,Copa del Rey,Round of 16,Thu,Home,W,5,0,Celta Vigo,,,,,,,,,,,,,,,3,,,,,,
2018-01-14,20:45,La Liga,Matchweek 19,Sun,Away,W,4,2,Real Sociedad,424,500,84.8,8450,3021,156,178,87.6,202,222,91.0,64,93,68.8,3,1.2,8,35,10,2,35
2018-01-17,21:00,Copa del Rey,Quarter-finals,Wed,Away,L,0,1,Espanyol,,,,,,,,,,,,,,,0,,,,,,
2018-01-21,20:45,La Liga,Matchweek 20,Sun,Away,W,5,0,Betis,478,571,83.7,9316,3058,193,214,90.2,222,260,85.4,59,86,68.6,5,2.4,14,41,12,0,43
2018-01-25,21:30,Copa del Rey,Quarter-finals,Thu,Home,W,2,0,Espanyol,,,,,,,,,,,,,,,1,,,,,,
2018-01-28,20:45,La Liga,Matchweek 21,Sun,Home,W,2,1,Alavés,632,744,84.9,11130,3218,295,335,88.1,275,307,89.6,57,86,66.3,1,1.1,9,70,18,1,62
2018-02-01,21:30,Copa del Rey,Semi-finals,Thu,Home,W,1,0,Valencia,,,,,,,,,,,,,,,1,,,,,,
2018-02-04,16:15,La Liga,Matchweek 22,Sun,Away,D,1,1,Espanyol,507,624,81.3,9853,3065,194,235,82.6,241,268,89.9,69,107,64.5,1,0.6,10,45,19,4,54
2018-02-08,21:30,Copa del Rey,Semi-finals,Thu,Away,W,2,0,Valencia,,,,,,,,,,,,,,,1,,,,,,
2018-02-11,16:15,La Liga,Matchweek 23,Sun,Home,D,0,0,Getafe,682,799,85.4,13301,4114,222,257,86.4,374,417,89.7,84,113,74.3,0,0.9,10,76,16,1,70
2018-02-17,16:15,La Liga,Matchweek 24,Sat,Away,W,2,0,Eibar,455,557,81.7,8348,2806,198,226,87.6,201,232,86.6,51,92,55.4,1,2.1,9,23,8,2,36
2018-02-20,19:45 (20:45),Champions Lg,Round of 16,Tue,Away,D,1,1,eng Chelsea,,,,,,,,,,,,,,,1,,,,,,
2018-02-24,20:45,La Liga,Matchweek 25,Sat,Home,W,6,1,Girona,522,601,86.9,9403,3150,242,266,91.0,216,235,91.9,60,80,75.0,5,2.4,15,33,14,0,42
2018-03-01,20:00 (21:00),La Liga,Matchweek 26,Thu,Away,D,1,1,Las Palmas,488,576,84.7,9103,2979,206,226,91.2,224,250,89.6,54,84,64.3,0,0.8,7,42,7,1,48
2018-03-04,16:15,La Liga,Matchweek 27,Sun,Home,W,1,0,Atlético Madrid,508,610,83.3,9675,3050,202,230,87.8,219,252,86.9,77,103,74.8,0,0.9,12,40,7,0,52
2018-03-10,20:45,La Liga,Matchweek 28,Sat,Away,W,2,0,Málaga,772,869,88.8,14639,4555,308,339,90.9,357,392,91.1,99,122,81.1,2,2.0,16,77,18,2,74
2018-03-14,20:45,Champions Lg,Round of 16,Wed,Home,W,3,0,eng Chelsea,,,,,,,,,,,,,,,3,,,,,,
2018-03-18,16:15,La Liga,Matchweek 29,Sun,Home,W,2,0,Athletic Club,521,616,84.6,9499,2789,218,248,87.9,245,266,92.1,53,90,58.9,2,1.5,11,30,6,0,35
2018-03-31,20:45,La Liga,Matchweek 30,Sat,Away,D,2,2,Sevilla,526,620,84.8,9695,2826,232,258,89.9,229,267,85.8,60,78,76.9,1,0.7,13,41,13,1,51
2018-04-04,20:45,Champions Lg,Quarter-finals,Wed,Home,W,4,1,it Roma,,,,,,,,,,,,,,,1,,,,,,
2018-04-07,20:45,La Liga,Matchweek 31,Sat,Home,W,3,1,Leganés,593,695,85.3,11933,3305,204,243,84.0,296,327,90.5,91,117,77.8,2,2.2,10,61,15,2,76
2018-04-10,20:45,Champions Lg,Quarter-finals,Tue,Away,L,0,3,it Roma,,,,,,,,,,,,,,,0,,,,,,
2018-04-14,16:15,La Liga,Matchweek 32,Sat,Home,W,2,1,Valencia,597,681,87.7,10405,3161,276,305,90.5,255,279,91.4,61,83,73.5,2,1.7,12,59,23,3,55
2018-04-17,21:00,La Liga,Matchweek 33,Tue,Away,D,2,2,Celta Vigo,429,537,79.9,7954,2445,183,204,89.7,189,220,85.9,56,93,60.2,1,1.1,10,23,10,2,36
2018-04-21,21:30,Copa del Rey,Final,Sat,Neutral,W,5,0,Sevilla,,,,,,,,,,,,,,,4,,,,,,
2018-04-29,20:45,La Liga,Matchweek 35,Sun,Away,W,4,2,La Coruña,623,709,87.9,11502,3992,260,299,87.0,294,311,94.5,65,89,73.0,4,3.2,18,60,20,1,64
2018-05-06,20:45,La Liga,Matchweek 36,Sun,Home,D,2,2,Real Madrid,489,560,87.3,8467,2591,233,242,96.3,190,216,88.0,57,87,65.5,2,1.1,8,39,8,1,29
2018-05-09,20:00,La Liga,Matchweek 34,Wed,Home,W,5,1,Villarreal,587,666,88.1,10931,3427,233,268,86.9,284,310,91.6,67,85,78.8,4,2.4,8,57,10,0,48
2018-05-13,20:45,La Liga,Matchweek 37,Sun,Away,L,4,5,Levante,473,553,85.5,8022,2790,241,270,89.3,186,209,89.0,42,67,62.7,2,0.9,12,48,20,1,50
2018-05-20,20:45,La Liga,Matchweek 38,Sun,Home,W,1,0,Real Sociedad,552,623,88.6,9843,3079,260,275,94.5,218,246,88.6,65,80,81.3,1,1.0,10,53,18,3,52
