Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2019-08-24,18:00,Serie A,Matchweek 1,Sat,Away,W,1,0,Parma,479,567,84.5,8635,2800,220,245,89.8,213,228,93.4,43,80,53.8,1,1.0,11,56,10,0,39
2019-08-31,20:45,Serie A,Matchweek 2,Sat,Home,W,4,3,Napoli,396,468,84.6,7150,2241,172,186,92.5,162,178,91.0,49,82,59.8,2,1.2,10,24,6,0,33
2019-09-14,15:00,Serie A,Matchweek 3,Sat,Away,D,0,0,Fiorentina,419,500,83.8,8107,2527,177,192,92.2,163,188,86.7,69,99,69.7,0,0.1,3,28,7,1,30
2019-09-18,21:00,Champions Lg,Group stage,Wed,Away,D,2,2,es Atlético Madrid,525,594,88.4,10233,2772,220,227,96.9,221,236,93.6,81,116,69.8,2,0.7,9,38,8,3,32
2019-09-21,18:00,Serie A,Matchweek 4,Sat,Home,W,2,1,Hellas Verona,469,547,85.7,8877,3008,194,215,90.2,197,214,92.1,63,92,68.5,1,1.1,18,30,13,3,29
2019-09-24,21:00,Serie A,Matchweek 5,Tue,Away,W,2,1,Brescia,651,733,88.8,11226,3514,331,363,91.2,227,246,92.3,74,96,77.1,0,0.8,11,32,12,4,53
2019-09-28,15:00,Serie A,Matchweek 6,Sat,Home,W,2,0,SPAL,638,728,87.6,10578,3315,314,335,93.7,250,271,92.3,57,92,62.0,2,1.8,18,55,12,6,48
2019-10-01,21:00,Champions Lg,Group stage,Tue,Home,W,3,0,de Leverkusen,481,561,85.7,10081,3169,172,192,89.6,224,242,92.6,81,111,73.0,1,1.3,8,25,11,3,37
2019-10-06,20:45,Serie A,Matchweek 7,Sun,Away,W,2,1,Inter,433,516,83.9,8237,2643,195,219,89.0,173,188,92.0,57,89,64.0,2,1.2,12,40,8,2,40
2019-10-19,20:45,Serie A,Matchweek 8,Sat,Home,W,2,1,Bologna,575,659,87.3,10926,3617,234,253,92.5,245,274,89.4,82,103,79.6,0,1.6,16,52,14,2,47
2019-10-22,21:00,Champions Lg,Group stage,Tue,Home,W,2,1,ru Loko Moscow,714,821,87.0,12590,3722,333,369,90.2,280,308,90.9,80,105,76.2,2,1.8,18,74,14,2,52
2019-10-26,15:00,Serie A,Matchweek 9,Sat,Away,D,1,1,Lecce,590,687,85.9,10573,3138,266,288,92.4,243,264,92.0,71,114,62.3,0,1.9,17,55,21,1,60
