Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2019-08-04,15:00 (16:00),Community Shield,FA Community Shield,Sun,Neutral,W,1 (5),1 (4),Liverpool,,,,,,,,,,,,,,,1,,,,,,
2019-08-10,12:30 (13:30),Premier League,Matchweek 1,Sat,Away,W,5,0,West Ham,495,564,87.8,8930,2945,219,237,92.4,210,236,89.0,59,75,78.7,4,1.7,11,33,12,1,43
2019-08-17,17:30 (18:30),Premier League,Matchweek 2,Sat,Home,D,2,2,Tottenham,565,649,87.1,11385,3223,224,249,90.0,248,268,92.5,88,113,77.9,2,2.4,22,50,17,3,66
2019-08-25,14:00 (15:00),Premier League,Matchweek 3,Sun,Away,W,3,1,Bournemouth,666,764,87.2,12856,3246,233,258,90.3,346,372,93.0,76,103,73.8,3,1.5,12,51,11,2,54
2019-08-31,15:00 (16:00),Premier League,Matchweek 4,Sat,Home,W,4,0,Brighton,542,617,87.8,10010,2654,225,242,93.0,247,267,92.5,64,93,68.8,4,1.9,13,36,17,1,45
2019-09-14,17:30 (18:30),Premier League,Matchweek 5,Sat,Away,L,2,3,Norwich City,614,720,85.3,12151,2922,229,264,86.7,288,321,89.7,93,121,76.9,2,1.5,15,83,17,3,55
2019-09-18,22:00 (21:00),Champions Lg,Group stage,Wed,Away,W,3,0,ua Shakhtar,602,666,90.4,11070,3080,264,282,93.6,253,273,92.7,77,94,81.9,3,2.3,14,52,19,3,48
2019-09-21,15:00 (16:00),Premier League,Matchweek 6,Sat,Home,W,8,0,Watford,691,774,89.3,12288,3385,339,363,93.4,264,301,87.7,78,93,83.9,4,4.0,21,44,15,8,64
2019-09-24,19:45 (20:45),EFL Cup,Third round,Tue,Away,W,3,0,Preston,,,,,,,,,,,,,,,2,,,,,,
2019-09-28,17:30 (18:30),Premier League,Matchweek 7,Sat,Away,W,3,1,Everton,593,659,90.0,12369,3230,200,216,92.6,289,303,95.4,94,121,77.7,1,3.0,16,43,19,3,54
