Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-03-31,15:00 (16:00),Premier League,Matchweek 32,Sat,Home,W,2,0,Swansea City,680,774,87.9,11930,3455,304,322,94.4,273,305,89.5,79,110,71.8,1,1.6,11,40,16,4,53
2018-04-07,17:30 (18:30),Premier League,Matchweek 33,Sat,Away,W,3,2,Manchester City,261,340,76.8,4445,1688,144,163,88.3,72,82,87.8,33,70,47.1,3,0.9,5,12,4,1,14
2018-04-15,16:00 (17:00),Premier League,Matchweek 34,Sun,Home,L,0,1,West Brom,652,764,85.3,11348,3182,297,334,88.9,270,302,89.4,66,98,67.3,0,0.8,11,55,9,1,58
2018-04-18,19:45 (20:45),Premier League,Matchweek 35,Wed,Away,W,2,0,Bournemouth,484,584,82.9,8968,2953,210,240,87.5,192,219,87.7,64,96,66.7,2,1.7,9,37,10,1,45
2018-04-21,17:15 (18:15),FA Cup,Semi-finals,Sat,Home,W,2,1,Tottenham,,,,,,,,,,,,,,,2,,,,,,
2018-04-29,16:30 (17:30),Premier League,Matchweek 36,Sun,Home,W,2,1,Arsenal,554,651,85.1,9990,2744,218,241,90.5,238,265,89.8,71,107,66.4,1,0.8,7,37,15,4,48
2018-05-04,20:00 (21:00),Premier League,Matchweek 37,Fri,Away,L,0,1,Brighton,614,703,87.3,11448,3429,263,286,92.0,280,301,93.0,68,106,64.2,0,0.6,12,37,12,2,51
2018-05-10,19:45 (20:45),Premier League,Matchweek 31,Thu,Away,D,0,0,West Ham,539,627,86.0,8971,2663,257,280,91.8,217,236,91.9,47,75,62.7,0,0.7,15,49,6,2,34
2018-05-13,15:00 (16:00),Premier League,Matchweek 38,Sun,Home,W,1,0,Watford,392,501,78.2,7366,2910,177,208,85.1,142,169,84.0,64,101,63.4,1,0.7,5,41,6,0,41
2018-05-19,17:15 (18:15),FA Cup,Final,Sat,Away,L,0,1,Chelsea,,,,,,,,,,,,,,,0,,,,,,
2020-08-05,20:00 (21:00),Europa Lg,Round of 16,Wed,Home,W,2,1,at LASK,489,603,81.1,10138,3418,184,216,85.2,208,240,86.7,89,126,70.6,2,1.5,8,35,8,0,51
2020-08-10,21:00,Europa Lg,Quarter-finals,Mon,Home,W,1,0,dk FC Copenhagen,662,793,83.5,12819,3878,267,302,88.4,286,316,90.5,103,154,66.9,0,1.4,18,51,23,0,75
2020-08-16,21:00,Europa Lg,Semi-finals,Sun,Away,L,1,2,es Sevilla,408,490,83.3,7333,2531,180,197,91.4,169,192,88.0,46,81,56.8,0,1.4,15,36,13,1,50
