Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2017-08-08,20:45,Super Cup,UEFA Super Cup,Tue,Neutral,L,1,2,es Real Madrid,,,,,,,,,,,,,,,0,,,,,,
2017-08-13,16:00 (17:00),Premier League,Matchweek 1,Sun,Home,W,4,0,West Ham,429,524,81.9,8234,2955,181,207,87.4,193,218,88.5,52,88,59.1,4,2.0,17,31,9,1,44
2017-08-19,12:30 (13:30),Premier League,Matchweek 2,Sat,Away,W,4,0,Swansea City,515,609,84.6,8955,2760,239,260,91.9,204,235,86.8,56,96,58.3,3,1.5,13,34,3,1,30
2017-08-26,17:30 (18:30),Premier League,Matchweek 3,Sat,Home,W,2,0,Leicester City,596,710,83.9,10536,3197,289,317,91.2,223,249,89.6,71,115,61.7,2,1.4,17,42,17,4,55
2017-09-09,17:30 (18:30),Premier League,Matchweek 4,Sat,Away,D,2,2,Stoke City,509,609,83.6,9838,2850,204,218,93.6,217,248,87.5,75,116,64.7,1,1.9,14,31,9,2,38
2017-09-12,19:45 (20:45),Champions Lg,Group stage,Tue,Home,W,3,0,ch Basel,,,,,,,,,,,,,,,2,,,,,,
2017-09-17,16:00 (17:00),Premier League,Matchweek 5,Sun,Home,W,4,0,Everton,410,518,79.2,7425,2452,203,219,92.7,138,172,80.2,56,100,56.0,3,1.4,9,30,9,3,27
2017-09-20,20:00 (21:00),EFL Cup,Third round,Wed,Home,W,4,1,Burton Albion,,,,,,,,,,,,,,,4,,,,,,
2017-09-23,15:00 (16:00),Premier League,Matchweek 6,Sat,Away,W,1,0,Southampton,301,391,77.0,5804,2553,138,156,88.5,120,145,82.8,38,72,52.8,0,0.6,6,30,8,1,29
2017-09-28,00:45 (20:45),Champions Lg,Group stage,Thu,Away,W,4,1,ru CSKA Moscow,,,,,,,,,,,,,,,2,,,,,,
2017-09-30,15:00 (16:00),Premier League,Matchweek 7,Sat,Home,W,4,0,Crystal Palace,506,615,82.3,9970,3169,214,240,89.2,201,225,89.3,84,126,66.7,4,2.3,16,27,10,4,40
2017-10-14,12:30 (13:30),Premier League,Matchweek 8,Sat,Away,D,0,0,Liverpool,278,383,72.6,5443,1967,124,138,89.9,101,130,77.7,42,90,46.7,0,0.2,2,18,2,0,17
2017-10-18,19:45 (20:45),Champions Lg,Group stage,Wed,Away,W,1,0,pt Benfica,,,,,,,,,,,,,,,0,,,,,,
2017-10-21,15:00 (16:00),Premier League,Matchweek 9,Sat,Away,L,1,2,Huddersfield,669,791,84.6,12891,3988,245,280,87.5,346,390,88.7,74,110,67.3,1,0.7,8,68,14,5,61
2017-10-24,19:45 (20:45),EFL Cup,Fourth round,Tue,Away,W,2,0,Swansea City,,,,,,,,,,,,,,,2,,,,,,
2017-10-28,12:30 (13:30),Premier League,Matchweek 10,Sat,Home,W,1,0,Tottenham,319,468,68.2,6006,2316,151,181,83.4,119,162,73.5,41,100,41.0,1,0.8,7,27,6,2,29
2017-10-31,19:45 (20:45),Champions Lg,Group stage,Tue,Home,W,2,0,pt Benfica,,,,,,,,,,,,,,,0,,,,,,
2017-11-05,16:30 (17:30),Premier League,Matchweek 11,Sun,Away,L,0,1,Chelsea,293,389,75.3,5581,1869,128,149,85.9,112,137,81.8,46,86,53.5,0,0.7,4,29,5,0,27
2017-11-18,17:30 (18:30),Premier League,Matchweek 12,Sat,Home,W,4,1,Newcastle Utd,565,682,82.8,10581,3039,257,274,93.8,206,242,85.1,87,133,65.4,4,2.7,13,36,16,3,41
2017-11-22,20:45,Champions Lg,Group stage,Wed,Away,L,0,1,ch Basel,,,,,,,,,,,,,,,0,,,,,,
2017-11-25,15:00 (16:00),Premier League,Matchweek 13,Sat,Home,W,1,0,Brighton,481,596,80.7,9335,2735,180,204,88.2,245,277,88.4,55,98,56.1,0,0.8,11,42,6,3,31
2017-11-28,20:00 (21:00),Premier League,Matchweek 14,Tue,Away,W,4,2,Watford,272,378,72.0,5713,2199,115,132,87.1,91,120,75.8,57,102,55.9,3,0.9,12,22,8,0,26
2017-12-02,17:30 (18:30),Premier League,Matchweek 15,Sat,Away,W,3,1,Arsenal,149,225,66.2,3063,1386,57,73,78.1,70,94,74.5,21,49,42.9,3,1.8,5,13,5,1,15
2017-12-05,19:45 (20:45),Champions Lg,Group stage,Tue,Home,W,2,1,ru CSKA Moscow,,,,,,,,,,,,,,,2,,,,,,
2017-12-10,16:30 (17:30),Premier League,Matchweek 16,Sun,Home,L,1,2,Manchester City,239,344,69.5,5113,1679,90,110,81.8,90,122,73.8,56,103,54.4,0,0.6,5,15,5,2,15
2017-12-13,20:00 (21:00),Premier League,Matchweek 17,Wed,Home,W,1,0,Bournemouth,487,589,82.7,8800,2442,223,243,91.8,186,213,87.3,62,104,59.6,1,0.6,6,31,9,3,35
2017-12-17,14:15 (15:15),Premier League,Matchweek 18,Sun,Away,W,2,1,West Brom,520,634,82.0,9649,3143,246,272,90.4,195,223,87.4,69,118,58.5,2,0.6,6,40,9,2,34
2017-12-20,20:00 (21:00),EFL Cup,Quarter-finals,Wed,Away,L,1,2,Bristol City,,,,,,,,,,,,,,,0,,,,,,
2017-12-23,19:45 (20:45),Premier League,Matchweek 19,Sat,Away,D,2,2,Leicester City,372,471,79.0,6282,2413,185,212,87.3,134,163,82.2,37,69,53.6,1,1.4,14,30,13,2,41
2017-12-26,15:00 (16:00),Premier League,Matchweek 20,Tue,Home,D,2,2,Burnley,589,729,80.8,10806,3489,271,308,88.0,222,266,83.5,81,128,63.3,1,1.7,18,45,18,7,55
2017-12-30,17:30 (18:30),Premier League,Matchweek 21,Sat,Home,D,0,0,Southampton,432,533,81.1,8041,2684,184,205,89.8,181,207,87.4,56,94,59.6,0,0.9,12,44,15,4,53
2018-01-01,17:30 (18:30),Premier League,Matchweek 22,Mon,Away,W,2,0,Everton,509,618,82.4,8729,2816,238,266,89.5,198,234,84.6,53,85,62.4,2,1.0,16,32,9,0,50
2018-01-05,20:00 (21:00),FA Cup,Third round,Fri,Home,W,2,0,Derby County,,,,,,,,,,,,,,,2,,,,,,
2018-01-15,20:00 (21:00),Premier League,Matchweek 23,Mon,Home,W,3,0,Stoke City,555,628,88.4,10052,2862,242,261,92.7,238,257,92.6,64,89,71.9,3,1.1,14,35,13,3,49
2018-01-20,15:00 (16:00),Premier League,Matchweek 24,Sat,Away,W,1,0,Burnley,386,503,76.7,6739,2501,191,214,89.3,127,157,80.9,49,99,49.5,1,0.9,10,28,8,1,36
2018-01-26,19:55 (20:55),FA Cup,Fourth round,Fri,Away,W,4,0,Yeovil Town,,,,,,,,,,,,,,,3,,,,,,
2018-01-31,20:00 (21:00),Premier League,Matchweek 25,Wed,Away,L,0,2,Tottenham,405,520,77.9,7793,2984,190,215,88.4,143,177,80.8,59,105,56.2,0,0.4,5,24,8,0,23
2018-02-03,15:00 (16:00),Premier League,Matchweek 26,Sat,Home,W,2,0,Huddersfield,707,816,86.6,12776,3634,289,320,90.3,307,336,91.4,86,112,76.8,1,0.5,9,64,18,2,67
2018-02-11,14:15 (15:15),Premier League,Matchweek 27,Sun,Away,L,0,1,Newcastle Utd,520,663,78.4,10282,3354,225,257,87.5,194,235,82.6,91,140,65.0,0,1.6,10,44,13,4,45
2018-02-17,17:30 (18:30),FA Cup,Fifth round,Sat,Away,W,2,0,Huddersfield,,,,,,,,,,,,,,,2,,,,,,
2018-02-21,20:45,Champions Lg,Round of 16,Wed,Away,D,0,0,es Sevilla,,,,,,,,,,,,,,,0,,,,,,
2018-02-25,14:05 (15:05),Premier League,Matchweek 28,Sun,Home,W,2,1,Chelsea,372,465,80.0,6819,2310,170,188,90.4,143,168,85.1,51,86,59.3,2,1.4,9,36,9,4,33
2018-03-05,20:00 (21:00),Premier League,Matchweek 29,Mon,Away,W,3,2,Crystal Palace,549,679,80.9,9617,3303,234,276,84.8,235,263,89.4,58,98,59.2,1,1.4,13,48,12,1,57
2018-03-10,12:30 (13:30),Premier League,Matchweek 30,Sat,Home,W,2,1,Liverpool,207,309,67.0,4103,1700,90,111,81.1,74,104,71.2,35,77,45.5,1,0.5,3,19,7,2,24
2018-03-13,19:45 (20:45),Champions Lg,Round of 16,Tue,Home,L,1,2,es Sevilla,,,,,,,,,,,,,,,1,,,,,,
2018-03-17,19:45 (20:45),FA Cup,Quarter-finals,Sat,Home,W,2,0,Brighton,,,,,,,,,,,,,,,2,,,,,,
