Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-08-12,20:30,DFL-Supercup,DFL-Supercup,Sun,Away,W,5,0,Eint Frankfurt,,,,,,,,,,,,,,,5,,,,,,
2018-08-18,15:30,DFB-Pokal,First round,Sat,Away,W,1,0,Drochtersen/A,,,,,,,,,,,,,,,1,,,,,,
2018-08-24,20:30,Bundesliga,Matchweek 1,Fri,Home,W,3,1,Hoffenheim,499,598,83.4,10121,3408,191,218,87.6,221,247,89.5,84,121,69.4,2,1.3,11,37,7,1,45
2018-09-01,18:30,Bundesliga,Matchweek 2,Sat,Away,W,3,0,Stuttgart,626,712,87.9,12614,3506,212,239,88.7,313,332,94.3,93,124,75.0,3,1.7,20,68,22,9,64
2018-09-15,15:30,Bundesliga,Matchweek 3,Sat,Home,W,3,1,Leverkusen,773,874,88.4,15625,4274,257,287,89.5,374,406,92.1,131,162,80.9,1,1.0,11,87,15,3,85
2018-09-19,20:00 (21:00),Champions Lg,Group stage,Wed,Away,W,2,0,pt Benfica,553,655,84.4,10794,3269,230,253,90.9,238,273,87.2,78,117,66.7,2,1.9,9,29,6,0,29
2018-09-22,18:30,Bundesliga,Matchweek 4,Sat,Away,W,2,0,Schalke 04,636,740,85.9,13533,4102,209,243,86.0,301,331,90.9,125,159,78.6,1,1.6,11,34,8,2,37
2018-09-25,20:30,Bundesliga,Matchweek 5,Tue,Home,D,1,1,Augsburg,526,649,81.0,10770,3660,165,195,84.6,262,294,89.1,91,141,64.5,1,1.3,9,27,7,3,37
2018-09-28,20:30,Bundesliga,Matchweek 6,Fri,Away,L,0,2,Hertha BSC,565,682,82.8,10969,3567,227,256,88.7,259,288,89.9,75,120,62.5,0,1.2,14,67,22,2,78
2018-10-02,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,nl Ajax,481,598,80.4,10635,3281,152,178,85.4,219,254,86.2,107,149,71.8,1,1.1,13,49,19,3,51
2018-10-06,18:30,Bundesliga,Matchweek 7,Sat,Home,L,0,3,M'Gladbach,700,803,87.2,14410,3777,214,231,92.6,371,418,88.8,107,139,77.0,0,1.1,10,77,10,3,67
2018-10-20,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Wolfsburg,444,548,81.0,8816,3053,184,196,93.9,184,211,87.2,72,124,58.1,2,1.4,8,37,10,1,38
2018-10-23,19:55 (18:55),Champions Lg,Group stage,Tue,Away,W,2,0,gr AEK Athens,634,723,87.7,12666,4061,250,269,92.9,275,311,88.4,101,127,79.5,1,1.5,14,46,16,2,67
2018-10-27,15:30,Bundesliga,Matchweek 9,Sat,Away,W,2,1,Mainz 05,551,662,83.2,11335,3470,189,214,88.3,272,298,91.3,87,129,67.4,2,1.9,13,47,14,2,59
2018-10-30,20:45,DFB-Pokal,Second round,Tue,Away,W,2,1,Rödinghausen,,,,,,,,,,,,,,,1,,,,,,
2018-11-03,15:30,Bundesliga,Matchweek 10,Sat,Home,D,1,1,Freiburg,682,782,87.2,13544,3733,249,274,90.9,319,350,91.1,110,148,74.3,1,1.3,18,74,21,4,69
2018-11-07,21:00,Champions Lg,Group stage,Wed,Home,W,2,0,gr AEK Athens,545,647,84.2,11443,3195,185,212,87.3,251,279,90.0,102,145,70.3,0,1.2,12,48,18,3,46
2018-11-10,18:30,Bundesliga,Matchweek 11,Sat,Away,L,2,3,Dortmund,556,673,82.6,11113,3386,220,241,91.3,236,275,85.8,91,139,65.5,2,1.9,8,48,17,3,51
2018-11-24,15:30,Bundesliga,Matchweek 12,Sat,Home,D,3,3,Düsseldorf,822,930,88.4,14814,4271,372,404,92.1,334,363,92.0,99,132,75.0,2,2.2,13,67,22,2,65
2018-11-27,21:00,Champions Lg,Group stage,Tue,Home,W,5,1,pt Benfica,621,708,87.7,12895,3517,202,220,91.8,292,310,94.2,117,151,77.5,3,1.1,11,43,13,1,49
2018-12-01,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2,1,Werder Bremen,515,614,83.9,10567,3067,182,204,89.2,236,263,89.7,89,129,69.0,0,2.0,11,38,11,4,45
2018-12-08,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,0,Nürnberg,806,886,91.0,15773,4298,300,326,92.0,373,389,95.9,120,148,81.1,1,1.1,15,100,20,3,72
2018-12-12,21:00,Champions Lg,Group stage,Wed,Away,D,3,3,nl Ajax,395,503,78.5,7853,2688,164,190,86.3,163,195,83.6,60,99,60.6,2,1.8,8,24,5,0,22
2018-12-15,15:30,Bundesliga,Matchweek 15,Sat,Away,W,4,0,Hannover 96,728,817,89.1,13206,3916,329,363,90.6,302,324,93.2,88,112,78.6,1,2.2,18,54,19,2,62
