Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2019-11-30,15:00 (16:00),Premier League,Matchweek 14,Sat,Home,L,0,1,West Ham,622,722,86.1,12212,3337,260,281,92.5,252,284,88.7,104,140,74.3,0,1.4,14,46,11,1,58
2019-12-04,19:30 (20:30),Premier League,Matchweek 15,Wed,Home,W,2,1,Aston Villa,578,674,85.8,9931,3291,268,298,89.9,234,251,93.2,55,86,64.0,2,1.7,19,41,17,4,58
2019-12-07,12:30 (13:30),Premier League,Matchweek 16,Sat,Away,L,1,3,Everton,543,638,85.1,11571,3533,187,209,89.5,229,251,91.2,119,155,76.8,0,0.8,12,52,20,6,67
2019-12-10,20:00 (21:00),Champions Lg,Group stage,Tue,Home,W,2,1,fr Lille,587,697,84.2,11216,3566,229,265,86.4,239,267,89.5,95,122,77.9,2,2.2,17,44,16,3,64
2019-12-14,15:00 (16:00),Premier League,Matchweek 17,Sat,Home,L,0,1,Bournemouth,510,648,78.7,11029,2813,160,202,79.2,253,282,89.7,94,144,65.3,0,1.2,9,44,13,7,47
2019-12-22,16:30 (17:30),Premier League,Matchweek 18,Sun,Away,W,2,0,Tottenham,488,599,81.5,9824,2922,196,222,88.3,202,233,86.7,81,122,66.4,1,0.4,8,42,12,4,36
2019-12-26,15:00 (16:00),Premier League,Matchweek 19,Thu,Home,L,0,2,Southampton,589,730,80.7,11151,3572,229,260,88.1,259,308,84.1,83,121,68.6,0,0.4,9,50,16,0,61
2019-12-29,14:00 (15:00),Premier League,Matchweek 20,Sun,Away,W,2,1,Arsenal,507,614,82.6,10532,2785,182,211,86.3,219,247,88.7,91,125,72.8,2,0.5,9,35,9,1,35
2020-01-01,12:30 (13:30),Premier League,Matchweek 21,Wed,Away,D,1,1,Brighton,456,573,79.6,8606,2785,195,228,85.5,193,225,85.8,62,99,62.6,0,0.7,11,29,8,2,32
2020-01-05,14:01 (15:01),FA Cup,Third round,Sun,Home,W,2,0,Nott'ham Forest,,,,,,,,,,,,,,,1,,,,,,
2020-01-11,15:00 (16:00),Premier League,Matchweek 22,Sat,Home,W,3,0,Burnley,502,590,85.1,9840,2776,191,208,91.8,227,252,90.1,74,111,66.7,2,1.7,13,34,19,7,33
2020-01-18,17:30 (18:30),Premier League,Matchweek 23,Sat,Away,L,0,1,Newcastle Utd,584,703,83.1,10947,2773,246,280,87.9,242,280,86.4,84,117,71.8,0,1.3,15,50,15,2,49
2020-01-21,20:15 (21:15),Premier League,Matchweek 24,Tue,Home,D,2,2,Arsenal,509,601,84.7,9998,2543,205,234,87.6,213,242,88.0,86,112,76.8,1,2.0,17,47,19,6,43
2020-01-25,17:30 (18:30),FA Cup,Fourth round,Sat,Away,W,2,1,Hull City,,,,,,,,,,,,,,,1,,,,,,
2020-02-01,12:30 (13:30),Premier League,Matchweek 25,Sat,Away,D,2,2,Leicester City,408,507,80.5,7830,2418,165,186,88.7,162,191,84.8,67,107,62.6,2,0.3,4,25,6,1,25
2020-02-17,20:00 (21:00),Premier League,Matchweek 26,Mon,Home,L,0,2,Manchester Utd,537,638,84.2,9984,2744,229,246,93.1,226,253,89.3,65,105,61.9,0,0.8,9,39,7,0,29
2020-02-22,12:30 (13:30),Premier League,Matchweek 27,Sat,Home,W,2,1,Tottenham,473,565,83.7,8319,2609,214,232,92.2,199,219,90.9,46,89,51.7,1,1.1,11,22,4,0,27
2020-02-25,20:00 (21:00),Champions Lg,Round of 16,Tue,Home,L,0,3,de Bayern Munich,341,436,78.2,6253,2274,165,184,89.7,125,147,85.0,46,81,56.8,0,0.4,5,24,3,0,26
2020-02-29,15:00 (16:00),Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,739,862,85.7,13851,3793,307,345,89.0,341,370,92.2,85,120,70.8,0,1.3,16,59,18,7,52
2020-03-03,19:45 (20:45),FA Cup,Fifth round,Tue,Home,W,2,0,Liverpool,,,,,,,,,,,,,,,0,,,,,,
2020-03-08,14:00 (15:00),Premier League,Matchweek 29,Sun,Home,W,4,0,Everton,583,664,87.8,12276,3849,206,228,90.4,261,277,94.2,105,143,73.4,4,1.8,15,30,9,2,38
2020-06-21,16:15 (17:15),Premier League,Matchweek 30,Sun,Away,W,2,1,Aston Villa,631,749,84.2,12687,3334,232,265,87.5,302,334,90.4,94,134,70.1,2,1.2,14,56,17,4,61
2020-06-25,20:15 (21:15),Premier League,Matchweek 31,Thu,Home,W,2,1,Manchester City,325,399,81.5,6591,2165,116,130,89.2,155,178,87.1,49,78,62.8,0,1.2,7,17,5,1,19
2020-06-28,16:00 (17:00),FA Cup,Quarter-finals,Sun,Away,W,1,0,Leicester City,,,,,,,,,,,,,,,1,,,,,,
2020-07-01,20:15 (21:15),Premier League,Matchweek 32,Wed,Away,L,2,3,West Ham,604,695,86.9,11183,3102,244,272,89.7,284,304,93.4,64,95,67.4,0,0.8,12,56,16,7,42
2020-07-04,20:00 (21:00),Premier League,Matchweek 33,Sat,Home,W,3,0,Watford,677,764,88.6,12737,3188,274,306,89.5,306,329,93.0,85,107,79.4,2,1.1,10,58,13,1,40
2020-07-07,18:00 (19:00),Premier League,Matchweek 34,Tue,Away,W,3,2,Crystal Palace,474,575,82.4,9107,2945,207,234,88.5,192,219,87.7,67,98,68.4,3,1.7,12,27,6,1,26
2020-07-11,17:30 (18:30),Premier League,Matchweek 35,Sat,Away,L,0,3,Sheffield Utd,736,851,86.5,14969,3515,236,260,90.8,388,422,91.9,107,154,69.5,0,0.6,12,48,13,5,46
2020-07-14,20:15 (21:15),Premier League,Matchweek 36,Tue,Home,W,1,0,Norwich City,722,818,88.3,15025,3794,236,262,90.1,351,376,93.4,119,148,80.4,1,2.0,17,65,19,7,54
2020-07-19,18:00 (19:00),FA Cup,Semi-finals,Sun,Neutral,W,3,1,Manchester Utd,,,,,,,,,,,,,,,1,,,,,,
2020-07-22,20:15 (21:15),Premier League,Matchweek 37,Wed,Away,L,3,5,Liverpool,489,591,82.7,10837,3067,171,187,91.4,212,247,85.8,102,145,70.3,2,1.7,8,38,6,2,37
2020-07-26,16:00 (17:00),Premier League,Matchweek 38,Sun,Home,W,2,0,Wolves,544,655,83.1,10757,3594,203,226,89.8,246,272,90.4,86,130,66.2,1,1.2,8,35,7,2,39
2020-08-01,17:30 (18:30),FA Cup,Final,Sat,Neutral,L,1,2,Arsenal,,,,,,,,,,,,,,,1,,,,,,
2020-08-08,21:00,Champions Lg,Round of 16,Sat,Away,L,1,4,de Bayern Munich,340,402,84.6,6686,2169,139,152,91.4,143,158,90.5,50,81,61.7,0,0.3,7,10,4,3,14
