Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2017-10-01,15:30,Bundesliga,Matchweek 7,Sun,Away,D,2,2,Hertha BSC,546,661,82.6,11670,3701,152,178,85.4,297,330,90.0,95,143,66.4,2,1.4,13,61,19,3,60
2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Home,W,5,0,Freiburg,682,779,87.5,13928,4295,260,285,91.2,303,338,89.6,115,149,77.2,3,1.6,22,59,21,4,64
2017-10-18,20:45,Champions Lg,Group stage,Wed,Home,W,3,0,sco Celtic,,,,,,,,,,,,,,,2,,,,,,
2017-10-21,18:30,Bundesliga,Matchweek 9,Sat,Away,W,1,0,Hamburger SV,661,773,85.5,12197,3200,286,318,89.9,289,320,90.3,78,111,70.3,1,2.1,18,49,15,1,53
2017-10-25,20:45,DFB-Pokal,Second round,Wed,Away,W,1 (5),1 (4),RB Leipzig,,,,,,,,,,,,,,,1,,,,,,
2017-10-28,18:30,Bundesliga,Matchweek 10,Sat,Home,W,2,0,RB Leipzig,711,792,89.8,13702,3541,286,303,94.4,323,348,92.8,89,116,76.7,2,1.4,16,61,16,6,59
2017-10-31,19:45 (20:45),Champions Lg,Group stage,Tue,Away,W,2,1,sco Celtic,,,,,,,,,,,,,,,2,,,,,,
2017-11-04,18:30,Bundesliga,Matchweek 11,Sat,Away,W,3,1,Dortmund,441,531,83.1,8760,2666,189,207,91.3,173,188,92.0,75,128,58.6,3,1.5,9,23,5,2,22
2017-11-18,15:30,Bundesliga,Matchweek 12,Sat,Home,W,3,0,Augsburg,664,750,88.5,12644,3430,269,287,93.7,304,337,90.2,87,119,73.1,3,1.3,11,51,10,1,46
2017-11-22,20:45,Champions Lg,Group stage,Wed,Away,W,2,1,be Anderlecht,,,,,,,,,,,,,,,2,,,,,,
2017-11-25,18:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,M'Gladbach,664,772,86.0,13481,3850,234,260,90.0,307,346,88.7,114,142,80.3,0,1.4,16,73,16,5,66
2017-12-02,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,1,Hannover 96,623,725,85.9,11963,3372,261,283,92.2,266,293,90.8,90,136,66.2,1,1.9,18,70,15,6,66
2017-12-05,20:45,Champions Lg,Group stage,Tue,Home,W,3,1,fr Paris S-G,,,,,,,,,,,,,,,2,,,,,,
2017-12-09,15:30,Bundesliga,Matchweek 15,Sat,Away,W,1,0,Eint Frankfurt,399,502,79.5,7794,2272,174,193,90.2,151,177,85.3,68,114,59.6,1,0.3,5,18,4,1,23
2017-12-13,20:30,Bundesliga,Matchweek 16,Wed,Home,W,1,0,Köln,792,896,88.4,14720,3779,328,350,93.7,373,406,91.9,88,124,71.0,1,2.3,20,98,19,3,58
2017-12-16,15:30,Bundesliga,Matchweek 17,Sat,Away,W,1,0,Stuttgart,461,570,80.9,9079,3407,183,202,90.6,196,236,83.1,73,109,67.0,1,1.5,14,42,9,1,45
2017-12-20,20:45,DFB-Pokal,Round of 16,Wed,Home,W,2,1,Dortmund,,,,,,,,,,,,,,,1,,,,,,
2018-01-12,20:30,Bundesliga,Matchweek 18,Fri,Away,W,3,1,Leverkusen,436,554,78.7,8210,2992,204,225,90.7,160,200,80.0,65,107,60.7,1,0.7,11,34,9,1,35
2018-01-21,15:30,Bundesliga,Matchweek 19,Sun,Home,W,4,2,Werder Bremen,619,719,86.1,11469,3518,275,300,91.7,242,269,90.0,88,126,69.8,4,1.6,13,45,14,7,38
2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Home,W,5,2,Hoffenheim,514,609,84.4,10125,3365,202,220,91.8,223,250,89.2,83,120,69.2,4,1.3,15,34,10,1,43
2018-02-03,15:30,Bundesliga,Matchweek 21,Sat,Away,W,2,0,Mainz 05,559,671,83.3,10502,3407,261,295,88.5,213,244,87.3,77,113,68.1,1,1.7,15,40,11,0,53
2018-02-06,18:30,DFB-Pokal,Quarter-finals,Tue,Away,W,6,0,Paderborn 07,,,,,,,,,,,,,,,6,,,,,,
2018-02-10,18:30,Bundesliga,Matchweek 22,Sat,Home,W,2,1,Schalke 04,489,594,82.3,8839,2801,221,248,89.1,210,238,88.2,51,90,56.7,1,0.7,7,25,9,1,36
2018-02-17,15:30,Bundesliga,Matchweek 23,Sat,Away,W,2,1,Wolfsburg,656,751,87.4,12088,3106,287,310,92.6,275,303,90.8,80,115,69.6,1,1.0,11,71,10,2,56
2018-02-20,20:45,Champions Lg,Round of 16,Tue,Home,W,5,0,tr Beşiktaş,,,,,,,,,,,,,,,4,,,,,,
2018-02-24,15:30,Bundesliga,Matchweek 24,Sat,Home,D,0,0,Hertha BSC,690,790,87.3,13967,4301,233,261,89.3,339,368,92.1,110,144,76.4,0,2.2,17,63,20,5,83
2018-03-04,18:00,Bundesliga,Matchweek 25,Sun,Away,W,4,0,Freiburg,585,683,85.7,12062,3673,225,247,91.1,257,280,91.8,99,140,70.7,2,1.1,14,52,11,7,46
2018-03-10,15:30,Bundesliga,Matchweek 26,Sat,Home,W,6,0,Hamburger SV,639,743,86.0,13116,3820,237,259,91.5,289,319,90.6,112,151,74.2,3,1.6,11,38,15,4,53
2018-03-14,20:00 (18:00),Champions Lg,Round of 16,Wed,Away,W,3,1,tr Beşiktaş,,,,,,,,,,,,,,,1,,,,,,
2018-03-18,18:00,Bundesliga,Matchweek 27,Sun,Away,L,1,2,RB Leipzig,504,641,78.6,10341,3797,187,221,84.6,217,257,84.4,90,138,65.2,1,1.3,7,37,11,3,39
2018-03-31,18:30,Bundesliga,Matchweek 28,Sat,Home,W,6,0,Dortmund,637,717,88.8,11325,3307,314,339,92.6,229,254,90.2,83,106,78.3,5,3.1,13,35,10,1,35
2018-04-03,20:45,Champions Lg,Quarter-finals,Tue,Away,W,2,1,es Sevilla,,,,,,,,,,,,,,,1,,,,,,
2018-04-07,15:30,Bundesliga,Matchweek 29,Sat,Away,W,4,1,Augsburg,596,698,85.4,11298,3349,242,269,90.0,268,293,91.5,82,120,68.3,4,1.5,10,41,12,4,39
2018-04-11,20:45,Champions Lg,Quarter-finals,Wed,Home,D,0,0,es Sevilla,,,,,,,,,,,,,,,0,,,,,,
2018-04-14,18:30,Bundesliga,Matchweek 30,Sat,Home,W,5,1,M'Gladbach,738,809,91.2,14162,3764,311,322,96.6,320,346,92.5,102,121,84.3,3,3.1,18,73,18,5,51
2018-04-17,20:45,DFB-Pokal,Semi-finals,Tue,Away,W,6,2,Leverkusen,,,,,,,,,,,,,,,6,,,,,,
2018-04-21,15:30,Bundesliga,Matchweek 31,Sat,Away,W,3,0,Hannover 96,742,841,88.2,13188,3779,350,374,93.6,294,325,90.5,82,114,71.9,3,1.1,11,47,11,4,55
2018-04-25,20:45,Champions Lg,Semi-finals,Wed,Home,L,1,2,es Real Madrid,,,,,,,,,,,,,,,1,,,,,,
2018-04-28,15:30,Bundesliga,Matchweek 32,Sat,Home,W,4,1,Eint Frankfurt,525,613,85.6,10342,3162,203,224,90.6,237,260,91.2,79,118,66.9,4,2.1,10,17,9,1,33
2018-05-01,20:45,Champions Lg,Semi-finals,Tue,Away,D,2,2,es Real Madrid,,,,,,,,,,,,,,,1,,,,,,
2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,W,3,1,Köln,613,681,90.0,11657,3563,254,266,95.5,270,292,92.5,81,111,73.0,3,2.2,14,57,20,7,57
2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,L,1,4,Stuttgart,723,832,86.9,14151,4094,284,311,91.3,314,349,90.0,116,156,74.4,1,2.1,13,72,21,7,66
2018-05-19,20:00,DFB-Pokal,Final,Sat,Home,L,1,3,Eint Frankfurt,,,,,,,,,,,,,,,1,,,,,,
2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Away,D,0,0,Caen,684,757,90.4,11821,3277,301,322,93.5,312,328,95.1,58,80,72.5,0,1.0,7,51,12,2,54
