Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-08-11,12:30 (13:30),Premier League,Matchweek 1,Sat,Away,W,2,1,Newcastle Utd,480,595,80.7,9399,3054,203,235,86.4,198,226,87.6,73,110,66.4,2,0.8,9,36,8,2,32
2018-08-18,15:00 (16:00),Premier League,Matchweek 2,Sat,Home,W,3,1,Fulham,576,671,85.8,12154,3915,198,224,88.4,280,315,88.9,96,125,76.8,1,1.7,13,62,26,6,73
2018-08-27,20:00 (21:00),Premier League,Matchweek 3,Mon,Away,W,3,0,Manchester Utd,268,387,69.3,5373,1926,100,124,80.6,121,161,75.2,45,94,47.9,3,0.8,8,20,4,1,25
2018-09-02,16:00 (17:00),Premier League,Matchweek 4,Sun,Away,L,1,2,Watford,449,584,76.9,9804,3336,138,171,80.7,211,253,83.4,97,147,66.0,0,0.6,7,54,13,5,64
2018-09-15,12:30 (13:30),Premier League,Matchweek 5,Sat,Home,L,1,2,Liverpool,482,600,80.3,9517,2738,191,215,88.8,220,249,88.4,69,124,55.6,1,0.3,5,24,8,0,37
2018-09-18,18:55,Champions Lg,Group stage,Tue,Away,L,1,2,it Inter,467,561,83.2,10028,3234,139,162,85.8,231,256,90.2,93,125,74.4,1,0.4,8,27,5,1,40
2018-09-22,17:30 (18:30),Premier League,Matchweek 6,Sat,Away,W,2,1,Brighton,603,689,87.5,11547,3438,229,253,90.5,298,325,91.7,72,100,72.0,1,1.0,12,51,12,4,45
2018-09-26,20:00 (21:00),EFL Cup,Third round,Wed,Home,W,2 (4),2 (2),Watford,,,,,,,,,,,,,,,1,,,,,,
2018-09-29,15:00 (16:00),Premier League,Matchweek 7,Sat,Away,W,2,0,Huddersfield,305,424,71.9,6153,2365,112,138,81.2,146,179,81.6,43,97,44.3,1,0.6,6,25,6,3,23
2018-10-03,20:00 (21:00),Champions Lg,Group stage,Wed,Home,L,2,4,es Barcelona,380,456,83.3,7767,2758,151,176,85.8,158,176,89.8,68,96,70.8,2,0.6,9,27,7,0,35
2018-10-06,15:00 (16:00),Premier League,Matchweek 8,Sat,Home,W,1,0,Cardiff City,645,754,85.5,11427,3480,285,315,90.5,266,300,88.7,77,106,72.6,0,1.1,14,38,17,5,41
2018-10-20,15:00 (16:00),Premier League,Matchweek 9,Sat,Away,W,1,0,West Ham,459,540,85.0,8678,3021,213,232,91.8,168,192,87.5,72,101,71.3,1,0.7,8,37,4,1,28
2018-10-24,18:55,Champions Lg,Group stage,Wed,Away,D,2,2,nl PSV Eindhoven,612,716,85.5,11727,3594,253,280,90.4,271,300,90.3,81,118,68.6,2,1.3,18,52,16,3,54
2018-10-29,20:00 (21:00),Premier League,Matchweek 10,Mon,Home,L,0,1,Manchester City,408,517,78.9,8494,3064,152,171,88.9,186,213,87.3,68,119,57.1,0,0.6,4,26,6,0,32
2018-10-31,19:45 (20:45),EFL Cup,Fourth round,Wed,Away,W,3,1,West Ham,,,,,,,,,,,,,,,2,,,,,,
2018-11-03,19:45 (20:45),Premier League,Matchweek 11,Sat,Away,W,3,2,Wolves,441,536,82.3,8897,2740,152,167,91.0,210,238,88.2,75,121,62.0,2,1.1,9,33,6,2,29
2018-11-06,20:00 (21:00),Champions Lg,Group stage,Tue,Home,W,2,1,nl PSV Eindhoven,561,684,82.0,10948,3597,234,263,89.0,240,278,86.3,82,121,67.8,2,1.8,25,50,24,4,65
2018-11-10,17:30 (18:30),Premier League,Matchweek 12,Sat,Away,W,1,0,Crystal Palace,518,633,81.8,11113,3146,160,192,83.3,266,295,90.2,91,132,68.9,0,0.6,7,58,6,2,39
2018-11-24,17:30 (18:30),Premier League,Matchweek 13,Sat,Home,W,3,1,Chelsea,301,397,75.8,6265,2608,128,152,84.2,108,133,81.2,60,98,61.2,3,2.3,15,28,10,3,35
2018-11-28,20:00 (21:00),Champions Lg,Group stage,Wed,Home,W,1,0,it Inter,415,500,83.0,8728,3012,153,172,89.0,187,206,90.8,70,104,67.3,1,0.9,15,35,10,1,46
2018-12-02,14:05 (15:05),Premier League,Matchweek 14,Sun,Away,L,2,4,Arsenal,263,373,70.5,4858,1855,116,142,81.7,108,142,76.1,34,75,45.3,1,0.2,6,18,1,0,20
2018-12-05,20:00 (21:00),Premier League,Matchweek 15,Wed,Home,W,3,1,Southampton,457,562,81.3,9108,2907,179,207,86.5,207,243,85.2,66,94,70.2,2,1.3,10,40,9,4,41
2018-12-08,19:45 (20:45),Premier League,Matchweek 16,Sat,Away,W,2,0,Leicester City,483,594,81.3,9477,3110,192,227,84.6,217,251,86.5,71,102,69.6,2,0.5,6,33,10,2,44
