Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2017-08-12,17:30 (18:30),Premier League,Matchweek 1,Sat,Away,W,2,0,Brighton,693,786,88.2,12667,3388,303,327,92.7,288,319,90.3,90,114,78.9,1,0.9,7,58,17,2,60
2017-08-21,20:00 (21:00),Premier League,Matchweek 2,Mon,Home,D,1,1,Everton,465,585,79.5,8747,2917,174,200,87.0,213,256,83.2,64,102,62.7,0,0.7,16,36,17,0,61
2017-08-26,12:30 (13:30),Premier League,Matchweek 3,Sat,Away,W,2,1,Bournemouth,568,676,84.0,10625,3119,243,268,90.7,240,280,85.7,78,107,72.9,2,1.3,12,47,14,2,48
2017-09-09,12:30 (13:30),Premier League,Matchweek 4,Sat,Home,W,5,0,Liverpool,653,734,89.0,11779,3249,255,273,93.4,323,346,93.4,59,89,66.3,5,2.6,10,39,8,5,43
2017-09-13,20:45,Champions Lg,Group stage,Wed,Away,W,4,0,nl Feyenoord,,,,,,,,,,,,,,,3,,,,,,
2017-09-16,15:00 (16:00),Premier League,Matchweek 5,Sat,Away,W,6,0,Watford,589,666,88.4,10616,3396,259,291,89.0,254,273,93.0,69,84,82.1,5,1.6,21,44,17,1,49
2017-09-20,20:00 (21:00),EFL Cup,Third round,Wed,Away,W,2,1,West Brom,,,,,,,,,,,,,,,1,,,,,,
2017-09-23,15:00 (16:00),Premier League,Matchweek 6,Sat,Home,W,5,0,Crystal Palace,650,735,88.4,13317,3837,179,205,87.3,387,420,92.1,80,100,80.0,5,2.8,15,66,21,4,77
2017-09-26,19:45 (20:45),Champions Lg,Group stage,Tue,Home,W,2,0,ua Shakhtar,,,,,,,,,,,,,,,2,,,,,,
2017-09-30,17:30 (18:30),Premier League,Matchweek 7,Sat,Away,W,1,0,Chelsea,589,680,86.6,12230,3703,199,227,87.7,283,311,91.0,102,131,77.9,1,0.9,14,61,12,3,54
2017-10-14,15:00 (16:00),Premier League,Matchweek 8,Sat,Home,W,7,2,Stoke City,805,891,90.3,13761,4335,400,418,95.7,317,351,90.3,80,101,79.2,7,2.6,17,66,19,2,81
2017-10-17,19:45 (20:45),Champions Lg,Group stage,Tue,Home,W,2,1,it Napoli,,,,,,,,,,,,,,,1,,,,,,
2017-10-21,15:00 (16:00),Premier League,Matchweek 9,Sat,Home,W,3,0,Burnley,709,803,88.3,12656,3407,317,340,93.2,310,341,90.9,74,102,72.5,2,1.4,10,38,15,1,53
2017-10-24,20:00 (21:00),EFL Cup,Fourth round,Tue,Home,W,0 (4),0 (1),Wolves,,,,,,,,,,,,,,,0,,,,,,
2017-10-28,15:00 (16:00),Premier League,Matchweek 10,Sat,Away,W,3,2,West Brom,861,960,89.7,15169,4391,383,415,92.3,372,403,92.3,88,112,78.6,3,2.0,12,61,25,4,72
2017-11-01,20:45,Champions Lg,Group stage,Wed,Away,W,4,2,it Napoli,,,,,,,,,,,,,,,3,,,,,,
2017-11-05,14:15 (15:15),Premier League,Matchweek 11,Sun,Home,W,3,1,Arsenal,554,648,85.5,9810,2852,238,261,91.2,242,274,88.3,61,91,67.0,2,1.0,5,40,9,0,33
2017-11-18,15:00 (16:00),Premier League,Matchweek 12,Sat,Away,W,2,0,Leicester City,707,810,87.3,13151,3712,294,329,89.4,304,329,92.4,92,118,78.0,2,1.9,10,58,15,2,61
2017-11-21,19:45 (20:45),Champions Lg,Group stage,Tue,Home,W,1,0,nl Feyenoord,,,,,,,,,,,,,,,1,,,,,,
2017-11-26,16:00 (17:00),Premier League,Matchweek 13,Sun,Away,W,2,1,Huddersfield,655,763,85.8,11497,3239,260,299,87.0,320,350,91.4,58,85,68.2,0,1.1,9,69,12,1,63
2017-11-29,20:00 (21:00),Premier League,Matchweek 14,Wed,Home,W,2,1,Southampton,682,812,84.0,11483,2998,313,351,89.2,304,349,87.1,51,74,68.9,1,1.3,21,58,14,0,53
2017-12-03,16:00 (17:00),Premier League,Matchweek 15,Sun,Home,W,2,1,West Ham,679,785,86.5,12355,3514,294,329,89.4,309,346,89.3,67,90,74.4,2,2.0,21,61,25,1,71
2017-12-06,21:45 (20:45),Champions Lg,Group stage,Wed,Away,L,1,2,ua Shakhtar,,,,,,,,,,,,,,,0,,,,,,
2017-12-10,16:30 (17:30),Premier League,Matchweek 16,Sun,Away,W,2,1,Manchester Utd,502,605,83.0,8653,2679,227,258,88.0,223,256,87.1,43,73,58.9,0,0.6,8,31,9,1,48
2017-12-13,19:45 (20:45),Premier League,Matchweek 17,Wed,Away,W,4,0,Swansea City,770,853,90.3,12551,3553,390,418,93.3,314,334,94.0,46,68,67.6,3,2.4,16,50,14,6,51
2017-12-16,17:30 (18:30),Premier League,Matchweek 18,Sat,Home,W,4,1,Tottenham,376,476,79.0,6989,2509,180,202,89.1,132,155,85.2,56,89,62.9,3,1.7,15,35,12,3,30
2017-12-19,19:45 (20:45),EFL Cup,Quarter-finals,Tue,Away,W,1 (4),1 (3),Leicester City,,,,,,,,,,,,,,,1,,,,,,
