Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2017-10-14,15:00 (16:00),Premier League,Matchweek 8,Sat,Home,W,1,0,Bournemouth,626,726,86.2,13079,3289,232,253,91.7,268,295,90.8,122,165,73.9,0,2.0,14,53,14,1,53
2017-10-17,20:45,Champions Lg,Group stage,Tue,Away,D,1,1,es Real Madrid,,,,,,,,,,,,,,,0,,,,,,
2017-10-22,16:00 (17:00),Premier League,Matchweek 9,Sun,Home,W,4,1,Liverpool,304,402,75.6,6365,2214,105,129,81.4,137,152,90.1,53,98,54.1,2,1.2,7,20,4,0,27
2017-10-25,20:00 (21:00),EFL Cup,Fourth round,Wed,Home,L,2,3,West Ham,,,,,,,,,,,,,,,2,,,,,,
2017-10-28,12:30 (13:30),Premier League,Matchweek 10,Sat,Away,L,0,1,Manchester Utd,395,540,73.1,7252,2279,177,213,83.1,171,216,79.2,44,98,44.9,0,0.9,12,34,5,0,25
2017-11-01,19:45 (20:45),Champions Lg,Group stage,Wed,Home,W,3,1,es Real Madrid,,,,,,,,,,,,,,,3,,,,,,
2017-11-05,12:00 (13:00),Premier League,Matchweek 11,Sun,Home,W,1,0,Crystal Palace,505,630,80.2,10214,2955,179,206,86.9,230,268,85.8,86,133,64.7,0,0.8,8,50,9,3,51
2017-11-18,12:30 (13:30),Premier League,Matchweek 12,Sat,Away,L,0,2,Arsenal,455,583,78.0,8786,2827,177,196,90.3,216,261,82.8,56,110,50.9,0,0.8,10,37,10,2,40
2017-11-21,20:45,Champions Lg,Group stage,Tue,Away,W,2,1,de Dortmund,,,,,,,,,,,,,,,2,,,,,,
2017-11-25,15:00 (16:00),Premier League,Matchweek 13,Sat,Home,D,1,1,West Brom,612,731,83.7,12141,3655,243,270,90.0,271,305,88.9,95,139,68.3,1,1.2,19,73,11,4,75
2017-11-28,19:45 (20:45),Premier League,Matchweek 14,Tue,Away,L,1,2,Leicester City,473,597,79.2,8839,3007,183,214,85.5,210,252,83.3,62,98,63.3,1,1.9,17,49,16,6,51
2017-12-02,15:00 (16:00),Premier League,Matchweek 15,Sat,Away,D,1,1,Watford,343,454,75.6,7525,2569,113,136,83.1,149,188,79.3,78,113,69.0,1,0.9,3,31,4,1,35
2017-12-06,19:45 (20:45),Champions Lg,Group stage,Wed,Home,W,3,0,cy APOEL FC,,,,,,,,,,,,,,,3,,,,,,
2017-12-09,15:00 (16:00),Premier League,Matchweek 16,Sat,Home,W,5,1,Stoke City,583,680,85.7,11185,3619,229,252,90.9,262,299,87.6,83,107,77.6,3,2.7,17,53,19,5,69
2017-12-13,20:00 (21:00),Premier League,Matchweek 17,Wed,Home,W,2,0,Brighton,686,794,86.4,12576,3226,286,311,92.0,316,354,89.3,77,116,66.4,2,1.0,17,58,12,2,48
2017-12-16,17:30 (18:30),Premier League,Matchweek 18,Sat,Away,L,1,4,Manchester City,313,411,76.2,6577,2268,104,123,84.6,129,151,85.4,66,106,62.3,0,0.1,4,20,5,2,24
2017-12-23,17:30 (18:30),Premier League,Matchweek 19,Sat,Away,W,3,0,Burnley,436,559,78.0,8032,3105,185,208,88.9,179,218,82.1,58,106,54.7,2,2.3,15,43,8,2,44
2017-12-26,12:30 (13:30),Premier League,Matchweek 20,Tue,Home,W,5,2,Southampton,428,524,81.7,8304,2973,177,200,88.5,182,206,88.3,62,97,63.9,5,2.8,13,29,15,1,39
2018-01-02,19:45 (20:45),Premier League,Matchweek 22,Tue,Away,W,2,0,Swansea City,600,705,85.1,12291,3752,201,232,86.6,280,304,92.1,107,138,77.5,1,1.0,10,54,11,3,55
2018-01-04,20:00 (21:00),Premier League,Matchweek 21,Thu,Home,D,1,1,West Ham,577,713,80.9,11048,3124,213,246,86.6,273,318,85.8,80,120,66.7,1,1.2,20,62,7,2,50
2018-01-07,15:00 (16:00),FA Cup,Third round,Sun,Home,W,3,0,AFC Wimbledon,,,,,,,,,,,,,,,1,,,,,,
2018-01-13,17:30 (18:30),Premier League,Matchweek 23,Sat,Home,W,4,0,Everton,512,627,81.7,9831,3620,215,248,86.7,223,254,87.8,68,109,62.4,4,1.7,16,39,8,1,62
2018-01-21,16:00 (17:00),Premier League,Matchweek 24,Sun,Away,D,1,1,Southampton,434,551,78.8,8725,3092,159,188,84.6,194,235,82.6,71,103,68.9,1,1.2,12,36,13,4,48
2018-01-27,17:30 (18:30),FA Cup,Fourth round,Sat,Away,D,1,1,Newport County,,,,,,,,,,,,,,,1,,,,,,
2018-01-31,20:00 (21:00),Premier League,Matchweek 25,Wed,Home,W,2,0,Manchester Utd,451,552,81.7,8172,3107,180,203,88.7,211,242,87.2,49,86,57.0,0,1.4,18,42,18,1,50
2018-02-04,16:30 (17:30),Premier League,Matchweek 26,Sun,Away,D,2,2,Liverpool,495,636,77.8,10136,3181,177,200,88.5,234,283,82.7,74,130,56.9,0,0.6,6,42,5,1,45
2018-02-07,19:45 (20:45),FA Cup,Fourth round,Wed,Home,W,2,0,Newport County,,,,,,,,,,,,,,,1,,,,,,
2018-02-10,12:30 (13:30),Premier League,Matchweek 27,Sat,Home,W,1,0,Arsenal,424,531,79.8,8513,2779,159,182,87.4,187,221,84.6,70,107,65.4,1,1.6,13,43,11,3,47
2018-02-13,20:45,Champions Lg,Round of 16,Tue,Away,D,2,2,it Juventus,,,,,,,,,,,,,,,1,,,,,,
2018-02-18,16:00 (17:00),FA Cup,Fifth round,Sun,Away,D,2,2,Rochdale,,,,,,,,,,,,,,,1,,,,,,
2018-02-25,12:00 (13:00),Premier League,Matchweek 28,Sun,Away,W,1,0,Crystal Palace,600,720,83.3,11953,3298,236,278,84.9,257,287,89.5,96,127,75.6,1,0.6,5,49,9,1,58
2018-02-28,19:45 (20:45),FA Cup,Fifth round,Wed,Home,W,6,1,Rochdale,,,,,,,,,,,,,,,6,,,,,,
2018-03-03,15:00 (16:00),Premier League,Matchweek 29,Sat,Home,W,2,0,Huddersfield,741,857,86.5,13820,4612,323,359,90.0,328,360,91.1,84,119,70.6,2,1.7,13,46,12,4,77
2018-03-07,19:45 (20:45),Champions Lg,Round of 16,Wed,Home,L,1,2,it Juventus,,,,,,,,,,,,,,,1,,,,,,
2018-03-11,16:00 (17:00),Premier League,Matchweek 30,Sun,Away,W,4,1,Bournemouth,453,569,79.6,9566,3318,102,126,81.0,293,333,88.0,57,96,59.4,3,1.7,9,44,10,2,54
2018-03-17,12:15 (13:15),FA Cup,Quarter-finals,Sat,Away,W,3,0,Swansea City,,,,,,,,,,,,,,,3,,,,,,
2018-04-01,16:00 (17:00),Premier League,Matchweek 32,Sun,Away,W,3,1,Chelsea,445,546,81.5,8750,2815,157,175,89.7,225,265,84.9,59,92,64.1,2,0.7,8,31,5,1,43
2018-04-07,15:00 (16:00),Premier League,Matchweek 33,Sat,Away,W,2,1,Stoke City,456,566,80.6,8894,3173,169,192,88.0,219,255,85.9,63,107,58.9,2,1.1,10,33,11,1,52
2018-04-14,19:45 (20:45),Premier League,Matchweek 34,Sat,Home,L,1,3,Manchester City,383,499,76.8,7436,2411,151,177,85.3,161,194,83.0,59,107,55.1,0,0.4,5,36,8,2,30
2018-04-17,19:45 (20:45),Premier League,Matchweek 35,Tue,Away,D,1,1,Brighton,562,680,82.6,10252,3140,220,252,87.3,287,323,88.9,51,92,55.4,1,1.0,12,58,10,2,54
2018-04-21,17:15 (18:15),FA Cup,Semi-finals,Sat,Away,L,1,2,Manchester Utd,,,,,,,,,,,,,,,1,,,,,,
2018-04-30,20:00 (21:00),Premier League,Matchweek 36,Mon,Home,W,2,0,Watford,492,601,81.9,10026,3217,190,222,85.6,204,235,86.8,91,122,74.6,2,1.3,13,46,12,2,46
2018-05-05,15:00 (16:00),Premier League,Matchweek 37,Sat,Away,L,0,1,West Brom,527,645,81.7,11399,3271,161,190,84.7,261,297,87.9,96,133,72.2,0,1.0,13,62,20,4,62
2018-05-09,20:00 (21:00),Premier League,Matchweek 31,Wed,Home,W,1,0,Newcastle Utd,467,591,79.0,10209,3106,126,148,85.1,246,278,88.5,87,136,64.0,1,0.8,9,48,12,3,49
2018-05-13,15:00 (16:00),Premier League,Matchweek 38,Sun,Home,W,5,4,Leicester City,379,477,79.5,7616,2497,154,175,88.0,155,185,83.8,65,103,63.1,4,1.7,10,37,8,2,34
