Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2017-08-08,20:45,Super Cup,UEFA Super Cup,Tue,Neutral,W,2,1,eng Manchester Utd,,,,,,,,,,,,,,,2,,,,,,
2017-08-13,22:00,Supercopa de España,Supercopa de España,Sun,Neutral,W,3,1,Barcelona,,,,,,,,,,,,,,,2,,,,,,
2017-08-16,23:00,Supercopa de España,Supercopa de España,Wed,Home,W,2,0,Barcelona,,,,,,,,,,,,,,,1,,,,,,
2017-08-20,22:15,La Liga,Matchweek 1,Sun,Away,W,3,0,La Coruña,583,676,86.2,10762,3424,275,303,90.8,236,267,88.4,70,98,71.4,3,1.1,10,50,14,1,47
2017-08-27,22:15,La Liga,Matchweek 2,Sun,Home,D,2,2,Valencia,518,598,86.6,9790,3309,226,246,91.9,215,236,91.1,68,100,68.0,0,2.6,20,48,17,8,49
2017-09-09,13:00,La Liga,Matchweek 3,Sat,Home,D,1,1,Levante,541,644,84.0,10035,3234,243,268,90.7,231,261,88.5,64,106,60.4,0,1.6,18,52,19,7,70
2017-09-13,20:45,Champions Lg,Group stage,Wed,Home,W,3,0,cy APOEL FC,,,,,,,,,,,,,,,1,,,,,,
2017-09-17,20:45,La Liga,Matchweek 4,Sun,Away,W,3,1,Real Sociedad,399,491,81.3,7308,2399,206,230,89.6,135,156,86.5,55,87,63.2,2,1.0,13,32,10,3,26
2017-09-20,22:00,La Liga,Matchweek 5,Wed,Home,L,0,1,Betis,491,590,83.2,9926,3503,186,210,88.6,220,251,87.6,85,120,70.8,0,3.1,29,48,22,10,63
2017-09-23,16:15,La Liga,Matchweek 6,Sat,Away,W,2,1,Alavés,506,589,85.9,9912,2747,223,242,92.1,198,220,90.0,80,117,68.4,1,1.9,15,51,12,5,49
2017-09-26,20:45,Champions Lg,Group stage,Tue,Away,W,3,1,de Dortmund,,,,,,,,,,,,,,,3,,,,,,
2017-10-01,20:45,La Liga,Matchweek 7,Sun,Home,W,2,0,Espanyol,587,669,87.7,11145,3264,268,288,93.1,229,246,93.1,88,126,69.8,2,2.3,21,71,20,6,53
2017-10-14,16:15,La Liga,Matchweek 8,Sat,Away,W,2,1,Getafe,475,589,80.6,8834,2885,221,254,87.0,192,226,85.0,59,98,60.2,1,0.8,8,53,10,1,49
2017-10-17,20:45,Champions Lg,Group stage,Tue,Home,D,1,1,eng Tottenham,,,,,,,,,,,,,,,0,,,,,,
2017-10-22,20:45,La Liga,Matchweek 9,Sun,Home,W,3,0,Eibar,529,631,83.8,10879,3664,196,227,86.3,243,286,85.0,88,114,77.2,2,1.1,12,42,13,2,56
2017-10-26,21:30,Copa del Rey,Round of 32,Thu,Away,W,2,0,Fuenlabrada,,,,,,,,,,,,,,,0,,,,,,
2017-10-29,16:15,La Liga,Matchweek 10,Sun,Away,L,1,2,Girona,468,577,81.1,8430,2922,217,251,86.5,203,235,86.4,46,86,53.5,0,0.8,12,40,12,2,44
2017-11-01,19:45 (20:45),Champions Lg,Group stage,Wed,Away,L,1,3,eng Tottenham,,,,,,,,,,,,,,,1,,,,,,
2017-11-05,20:45,La Liga,Matchweek 11,Sun,Home,W,3,0,Las Palmas,591,685,86.3,11110,3339,260,282,92.2,258,289,89.3,70,105,66.7,1,1.7,19,60,15,7,58
2017-11-18,20:45,La Liga,Matchweek 12,Sat,Away,D,0,0,Atlético Madrid,589,690,85.4,11181,3357,236,262,90.1,267,293,91.1,77,115,67.0,0,1.0,9,57,14,0,60
2017-11-21,21:45 (20:45),Champions Lg,Group stage,Tue,Away,W,6,0,cy APOEL FC,,,,,,,,,,,,,,,4,,,,,,
2017-11-25,16:15,La Liga,Matchweek 13,Sat,Home,W,3,2,Málaga,471,564,83.5,9439,3298,195,222,87.8,191,215,88.8,81,114,71.1,1,1.3,11,55,15,5,42
2017-11-28,21:30,Copa del Rey,Round of 32,Tue,Home,D,2,2,Fuenlabrada,,,,,,,,,,,,,,,1,,,,,,
2017-12-02,20:45,La Liga,Matchweek 14,Sat,Away,D,0,0,Athletic Club,552,645,85.6,10244,2983,249,268,92.9,218,250,87.2,80,111,72.1,0,0.8,13,48,18,3,41
2017-12-06,20:45,Champions Lg,Group stage,Wed,Home,W,3,2,de Dortmund,,,,,,,,,,,,,,,3,,,,,,
2017-12-09,16:15,La Liga,Matchweek 15,Sat,Home,W,5,0,Sevilla,593,664,89.3,10098,3171,288,306,94.1,230,245,93.9,63,93,67.7,3,2.0,19,51,19,2,51
2017-12-23,13:00,La Liga,Matchweek 17,Sat,Home,L,0,3,Barcelona,405,495,81.8,7881,2511,168,193,87.0,167,188,88.8,65,92,70.7,0,0.9,12,38,9,4,35
2018-01-04,21:00,Copa del Rey,Round of 16,Thu,Away,W,3,0,Numancia,,,,,,,,,,,,,,,1,,,,,,
2018-01-07,20:45,La Liga,Matchweek 18,Sun,Away,D,2,2,Celta Vigo,424,507,83.6,7629,2674,197,215,91.6,172,194,88.7,48,82,58.5,2,1.5,16,38,17,2,43
2018-01-10,21:30,Copa del Rey,Round of 16,Wed,Home,D,2,2,Numancia,,,,,,,,,,,,,,,2,,,,,,
2018-01-13,16:15,La Liga,Matchweek 19,Sat,Home,L,0,1,Villarreal,543,642,84.6,10219,3114,239,275,86.9,221,248,89.1,78,107,72.9,0,2.7,27,46,22,6,65
2018-01-18,21:30,Copa del Rey,Quarter-finals,Thu,Away,W,1,0,Leganés,,,,,,,,,,,,,,,1,,,,,,
2018-01-21,16:15,La Liga,Matchweek 20,Sun,Home,W,7,1,La Coruña,540,632,85.4,10704,3638,204,231,88.3,244,269,90.7,86,115,74.8,7,2.9,22,49,29,8,72
2018-01-24,21:30,Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Leganés,,,,,,,,,,,,,,,1,,,,,,
