date_match,contests,home_team,home_score,away_score,away_team,liverpool_score,at_anfield,season,rest_days
2018-01-05,England FA Cup,Liverpool ,2,1,Everton,V,True,2017 - 2018,4
2018-01-27,England FA Cup,Liverpool ,2,3,West,D,True,2017 - 2018,5
