date_match,contests,home_team,home_score,away_score,away_team,liverpool_score,at_anfield,season,rest_days
2012-08-23,UEFA Europa League,Heart of Midlothian FC - Scotland ,0,1,Liverpool,V,False,2012 - 2013,5
2012-08-30,UEFA Europa League,Liverpool - England ,1,1,Heart,N,True,2012 - 2013,4
2012-09-20,UEFA Europa League,BSC Young Boys - Switzerland ,3,5,Liverpool,V,False,2012 - 2013,5
2012-10-04,UEFA Europa League,Liverpool - England ,2,3,Udinese,D,True,2012 - 2013,5
2012-10-25,UEFA Europa League,Liverpool - England ,1,0,Anzhi,V,True,2012 - 2013,5
2012-11-08,UEFA Europa League,Anzhi Makhachkala - Russia ,1,0,Liverpool,D,False,2012 - 2013,4
2012-11-22,UEFA Europa League,Liverpool - England ,2,2,BSC,N,True,2012 - 2013,5
2012-12-06,UEFA Europa League,Udinese Calcio - Italy ,0,1,Liverpool,V,False,2012 - 2013,5
2013-02-14,UEFA Europa League,Zenit St. Petersburg - Russia ,2,0,Liverpool,D,False,2012 - 2013,3
2013-02-21,UEFA Europa League,Liverpool - England ,3,1,Zenit,V,True,2012 - 2013,4
